,lineup_ids,lineup_names,points_allowed,points_scored
3590,203521 - 202681 - 2544 - 201567 - 2747,"Dellavedova,Matthew - Irving,Kyrie - James,LeBron - Love,Kevin - Smith,JR",5.2,7.9
3591,203521 - 2544 - 201567 - 202697 - 2747,"Dellavedova,Matthew - James,LeBron - Love,Kevin - Shumpert,Iman - Smith,JR",4.5,7.5
3592,203521 - 2210 - 201619 - 202389 - 202697,"Dellavedova,Matthew - Jefferson,Richard - Kaun,Sasha - Mozgov,Timofey - Shumpert,Iman",10.0,3.0
3593,203521 - 2210 - 201567 - 202389 - 2747,"Dellavedova,Matthew - Jefferson,Richard - Love,Kevin - Mozgov,Timofey - Smith,JR",5.8,4.0
3594,203521 - 2210 - 202389 - 2747 - 202684,"Dellavedova,Matthew - Jefferson,Richard - Mozgov,Timofey - Smith,JR - Thompson,Tristan",5.3,5.0
3595,2544 - 2210 - 201567 - 2760 - 2590,"James,LeBron - Jefferson,Richard - Love,Kevin - Varejao,Anderson - Williams,Mo",2.0,4.0
3596,203099 - 2592 - 2747 - 202684 - 2590,"Cunningham,Jared - Jones,James - Smith,JR - Thompson,Tristan - Williams,Mo",3.0,5.0
3597,203521 - 101112 - 2544 - 202389 - 2747,"Dellavedova,Matthew - Frye,Channing - James,LeBron - Mozgov,Timofey - Smith,JR",2.7,6.7
3598,203521 - 202681 - 2544 - 202697 - 202684,"Dellavedova,Matthew - Irving,Kyrie - James,LeBron - Shumpert,Iman - Thompson,Tristan",7.2,5.8
3599,203521 - 202681 - 201567 - 202697 - 202684,"Dellavedova,Matthew - Irving,Kyrie - Love,Kevin - Shumpert,Iman - Thompson,Tristan",5.1,4.4
3600,203521 - 2544 - 202389 - 202697 - 2747,"Dellavedova,Matthew - James,LeBron - Mozgov,Timofey - Shumpert,Iman - Smith,JR",3.8,6.3
3601,203521 - 2210 - 201567 - 202389 - 202697,"Dellavedova,Matthew - Jefferson,Richard - Love,Kevin - Mozgov,Timofey - Shumpert,Iman",4.2,4.1
3602,101112 - 2210 - 202697 - 202684 - 2590,"Frye,Channing - Jefferson,Richard - Shumpert,Iman - Thompson,Tristan - Williams,Mo",4.7,4.0
3603,202681 - 2210 - 201567 - 202697 - 202684,"Irving,Kyrie - Jefferson,Richard - Love,Kevin - Shumpert,Iman - Thompson,Tristan",4.1,6.0
3604,2544 - 202389 - 202697 - 2747 - 2590,"James,LeBron - Mozgov,Timofey - Shumpert,Iman - Smith,JR - Williams,Mo",3.0,4.5
3605,203099 - 203521 - 2210 - 202684 - 2760,"Cunningham,Jared - Dellavedova,Matthew - Jefferson,Richard - Thompson,Tristan - Varejao,Anderson",3.6,5.2
3606,203099 - 202681 - 2210 - 2592 - 202684,"Cunningham,Jared - Irving,Kyrie - Jefferson,Richard - Jones,James - Thompson,Tristan",4.0,6.0
3607,203521 - 101112 - 2210 - 203895 - 202684,"Dellavedova,Matthew - Frye,Channing - Jefferson,Richard - McRae,Jordan - Thompson,Tristan",5.0,5.5
3608,203521 - 202681 - 201567 - 202697 - 2760,"Dellavedova,Matthew - Irving,Kyrie - Love,Kevin - Shumpert,Iman - Varejao,Anderson",4.0,4.0
3609,203521 - 2544 - 2592 - 202389 - 202697,"Dellavedova,Matthew - James,LeBron - Jones,James - Mozgov,Timofey - Shumpert,Iman",3.0,3.0
3610,203521 - 2210 - 2592 - 202684 - 2590,"Dellavedova,Matthew - Jefferson,Richard - Jones,James - Thompson,Tristan - Williams,Mo",4.7,5.7
3611,203521 - 2210 - 201567 - 202684 - 2590,"Dellavedova,Matthew - Jefferson,Richard - Love,Kevin - Thompson,Tristan - Williams,Mo",5.3,4.3
3612,203521 - 2210 - 202684 - 2760 - 2590,"Dellavedova,Matthew - Jefferson,Richard - Thompson,Tristan - Varejao,Anderson - Williams,Mo",3.0,5.5
3613,203521 - 201567 - 202389 - 2747 - 2590,"Dellavedova,Matthew - Love,Kevin - Mozgov,Timofey - Smith,JR - Williams,Mo",2.0,6.0
3614,203521 - 201567 - 202697 - 202684 - 2590,"Dellavedova,Matthew - Love,Kevin - Shumpert,Iman - Thompson,Tristan - Williams,Mo",4.0,3.5
3615,202681 - 2210 - 202389 - 2747 - 202684,"Irving,Kyrie - Jefferson,Richard - Mozgov,Timofey - Smith,JR - Thompson,Tristan",8.0,4.0
3616,2544 - 202389 - 202697 - 2747 - 202684,"James,LeBron - Mozgov,Timofey - Shumpert,Iman - Smith,JR - Thompson,Tristan",2.0,7.0
3617,2210 - 2592 - 2747 - 202684 - 2590,"Jefferson,Richard - Jones,James - Smith,JR - Thompson,Tristan - Williams,Mo",3.5,3.5
3618,203521 - 101112 - 202681 - 2210 - 202697,"Dellavedova,Matthew - Frye,Channing - Irving,Kyrie - Jefferson,Richard - Shumpert,Iman",6.5,4.5
3619,203521 - 101112 - 202681 - 2210 - 2747,"Dellavedova,Matthew - Frye,Channing - Irving,Kyrie - Jefferson,Richard - Smith,JR",6.0,0.0
3620,203521 - 202681 - 201567 - 2747 - 202684,"Dellavedova,Matthew - Irving,Kyrie - Love,Kevin - Smith,JR - Thompson,Tristan",8.0,2.0
3621,203521 - 2544 - 2210 - 2747 - 202684,"Dellavedova,Matthew - James,LeBron - Jefferson,Richard - Smith,JR - Thompson,Tristan",5.4,4.6
3622,203521 - 2544 - 2592 - 201567 - 2747,"Dellavedova,Matthew - James,LeBron - Jones,James - Love,Kevin - Smith,JR",5.0,2.0
3623,202681 - 2210 - 202697 - 202684 - 2760,"Irving,Kyrie - Jefferson,Richard - Shumpert,Iman - Thompson,Tristan - Varejao,Anderson",3.3,5.0
3624,2544 - 2592 - 201567 - 2747 - 2590,"James,LeBron - Jones,James - Love,Kevin - Smith,JR - Williams,Mo",6.0,9.0
3625,2544 - 201567 - 202697 - 202684 - 2590,"James,LeBron - Love,Kevin - Shumpert,Iman - Thompson,Tristan - Williams,Mo",3.5,6.5
3626,2210 - 2563 - 2592 - 201619 - 202389,"Jefferson,Richard - Jones,Dahntay - Jones,James - Kaun,Sasha - Mozgov,Timofey",3.0,5.0
3627,2210 - 202389 - 202697 - 2747 - 2590,"Jefferson,Richard - Mozgov,Timofey - Shumpert,Iman - Smith,JR - Williams,Mo",5.0,4.0
3628,203099 - 2210 - 2592 - 202684 - 2590,"Cunningham,Jared - Jefferson,Richard - Jones,James - Thompson,Tristan - Williams,Mo",6.0,4.5
3629,203521 - 101112 - 202681 - 2544 - 202684,"Dellavedova,Matthew - Frye,Channing - Irving,Kyrie - James,LeBron - Thompson,Tristan",4.3,6.0
3630,203521 - 101112 - 2544 - 202697 - 2747,"Dellavedova,Matthew - Frye,Channing - James,LeBron - Shumpert,Iman - Smith,JR",2.0,7.5
3631,203521 - 202681 - 2210 - 202389 - 2747,"Dellavedova,Matthew - Irving,Kyrie - Jefferson,Richard - Mozgov,Timofey - Smith,JR",3.4,5.7
3632,203521 - 2210 - 2592 - 2747 - 202684,"Dellavedova,Matthew - Jefferson,Richard - Jones,James - Smith,JR - Thompson,Tristan",4.5,2.8
3633,202681 - 2592 - 202697 - 2747 - 202684,"Irving,Kyrie - Jones,James - Shumpert,Iman - Smith,JR - Thompson,Tristan",4.4,4.7
3634,2544 - 201567 - 202389 - 202697 - 2590,"James,LeBron - Love,Kevin - Mozgov,Timofey - Shumpert,Iman - Williams,Mo",5.0,4.0
3635,203099 - 203521 - 2210 - 201567 - 2760,"Cunningham,Jared - Dellavedova,Matthew - Jefferson,Richard - Love,Kevin - Varejao,Anderson",3.7,5.0
3636,203521 - 101112 - 2544 - 202389 - 202697,"Dellavedova,Matthew - Frye,Channing - James,LeBron - Mozgov,Timofey - Shumpert,Iman",5.0,6.5
3637,203521 - 202681 - 201567 - 202389 - 202697,"Dellavedova,Matthew - Irving,Kyrie - Love,Kevin - Mozgov,Timofey - Shumpert,Iman",1.5,7.0
3638,203521 - 2544 - 202389 - 202697 - 202684,"Dellavedova,Matthew - James,LeBron - Mozgov,Timofey - Shumpert,Iman - Thompson,Tristan",4.6,5.3
3639,203521 - 201567 - 202697 - 2747 - 202684,"Dellavedova,Matthew - Love,Kevin - Shumpert,Iman - Smith,JR - Thompson,Tristan",3.9,3.9
3640,202681 - 2544 - 2210 - 2747 - 202684,"Irving,Kyrie - James,LeBron - Jefferson,Richard - Smith,JR - Thompson,Tristan",6.8,5.3
3641,202681 - 2544 - 201567 - 202697 - 202684,"Irving,Kyrie - James,LeBron - Love,Kevin - Shumpert,Iman - Thompson,Tristan",3.5,4.7
3642,202681 - 2210 - 201567 - 202389 - 2747,"Irving,Kyrie - Jefferson,Richard - Love,Kevin - Mozgov,Timofey - Smith,JR",3.3,3.3
3643,2544 - 2210 - 202697 - 202684 - 2590,"James,LeBron - Jefferson,Richard - Shumpert,Iman - Thompson,Tristan - Williams,Mo",3.5,5.0
3644,203099 - 203521 - 2592 - 202389 - 202697,"Cunningham,Jared - Dellavedova,Matthew - Jones,James - Mozgov,Timofey - Shumpert,Iman",5.5,3.5
3645,203521 - 202681 - 2544 - 201567 - 202697,"Dellavedova,Matthew - Irving,Kyrie - James,LeBron - Love,Kevin - Shumpert,Iman",4.2,6.0
3646,203521 - 2544 - 2210 - 201567 - 202389,"Dellavedova,Matthew - James,LeBron - Jefferson,Richard - Love,Kevin - Mozgov,Timofey",2.3,5.5
3647,203521 - 2544 - 2592 - 202389 - 2747,"Dellavedova,Matthew - James,LeBron - Jones,James - Mozgov,Timofey - Smith,JR",3.8,3.8
3648,203521 - 2544 - 2592 - 202697 - 202684,"Dellavedova,Matthew - James,LeBron - Jones,James - Shumpert,Iman - Thompson,Tristan",5.6,5.0
3649,203521 - 2210 - 201567 - 202697 - 202684,"Dellavedova,Matthew - Jefferson,Richard - Love,Kevin - Shumpert,Iman - Thompson,Tristan",3.5,4.2
3650,203521 - 201567 - 202389 - 202697 - 2747,"Dellavedova,Matthew - Love,Kevin - Mozgov,Timofey - Shumpert,Iman - Smith,JR",1.8,4.3
3651,202681 - 2210 - 201567 - 202389 - 202697,"Irving,Kyrie - Jefferson,Richard - Love,Kevin - Mozgov,Timofey - Shumpert,Iman",5.2,4.7
3652,2210 - 201567 - 2747 - 202684 - 2590,"Jefferson,Richard - Love,Kevin - Smith,JR - Thompson,Tristan - Williams,Mo",5.3,3.4
3653,201567 - 202697 - 2747 - 202684 - 2590,"Love,Kevin - Shumpert,Iman - Smith,JR - Thompson,Tristan - Williams,Mo",4.0,4.5
3654,203099 - 203521 - 2544 - 2592 - 202684,"Cunningham,Jared - Dellavedova,Matthew - James,LeBron - Jones,James - Thompson,Tristan",3.5,4.5
3655,203521 - 202681 - 2544 - 202389 - 202697,"Dellavedova,Matthew - Irving,Kyrie - James,LeBron - Mozgov,Timofey - Shumpert,Iman",2.0,6.0
3656,203521 - 2544 - 2210 - 202684 - 2760,"Dellavedova,Matthew - James,LeBron - Jefferson,Richard - Thompson,Tristan - Varejao,Anderson",2.8,4.1
3657,203521 - 2544 - 201567 - 202389 - 202697,"Dellavedova,Matthew - James,LeBron - Love,Kevin - Mozgov,Timofey - Shumpert,Iman",3.2,3.9
3658,203521 - 2544 - 201567 - 2747 - 2760,"Dellavedova,Matthew - James,LeBron - Love,Kevin - Smith,JR - Varejao,Anderson",3.6,4.0
3659,203521 - 202389 - 202697 - 2747 - 202684,"Dellavedova,Matthew - Mozgov,Timofey - Shumpert,Iman - Smith,JR - Thompson,Tristan",4.0,4.0
3660,2210 - 201567 - 202389 - 202697 - 2590,"Jefferson,Richard - Love,Kevin - Mozgov,Timofey - Shumpert,Iman - Williams,Mo",1.5,2.0
3661,203099 - 2544 - 2210 - 201567 - 202684,"Cunningham,Jared - James,LeBron - Jefferson,Richard - Love,Kevin - Thompson,Tristan",2.0,6.7
3662,203521 - 101112 - 202681 - 2747 - 202684,"Dellavedova,Matthew - Frye,Channing - Irving,Kyrie - Smith,JR - Thompson,Tristan",3.3,3.0
3663,203521 - 2544 - 202389 - 2747 - 202684,"Dellavedova,Matthew - James,LeBron - Mozgov,Timofey - Smith,JR - Thompson,Tristan",3.8,4.3
3664,203521 - 2544 - 2747 - 202684 - 2760,"Dellavedova,Matthew - James,LeBron - Smith,JR - Thompson,Tristan - Varejao,Anderson",3.5,3.8
3665,203521 - 2210 - 201567 - 202389 - 2590,"Dellavedova,Matthew - Jefferson,Richard - Love,Kevin - Mozgov,Timofey - Williams,Mo",2.2,3.0
3666,202681 - 2544 - 2210 - 202697 - 202684,"Irving,Kyrie - James,LeBron - Jefferson,Richard - Shumpert,Iman - Thompson,Tristan",4.0,3.8
3667,203521 - 101112 - 2544 - 201567 - 2747,"Dellavedova,Matthew - Frye,Channing - James,LeBron - Love,Kevin - Smith,JR",5.1,4.3
3668,203521 - 202681 - 2592 - 202697 - 202684,"Dellavedova,Matthew - Irving,Kyrie - Jones,James - Shumpert,Iman - Thompson,Tristan",2.0,4.0
3669,203521 - 2544 - 2210 - 2747 - 2760,"Dellavedova,Matthew - James,LeBron - Jefferson,Richard - Smith,JR - Varejao,Anderson",2.0,5.5
3670,202681 - 2210 - 202389 - 202697 - 202684,"Irving,Kyrie - Jefferson,Richard - Mozgov,Timofey - Shumpert,Iman - Thompson,Tristan",3.4,2.7
3671,2544 - 2210 - 201567 - 2747 - 202684,"James,LeBron - Jefferson,Richard - Love,Kevin - Smith,JR - Thompson,Tristan",2.5,4.3
3672,2544 - 2210 - 202389 - 2747 - 202684,"James,LeBron - Jefferson,Richard - Mozgov,Timofey - Smith,JR - Thompson,Tristan",4.0,0.0
3673,2544 - 2592 - 2747 - 202684 - 2590,"James,LeBron - Jones,James - Smith,JR - Thompson,Tristan - Williams,Mo",3.6,2.3
3674,2210 - 202389 - 202697 - 202684 - 2590,"Jefferson,Richard - Mozgov,Timofey - Shumpert,Iman - Thompson,Tristan - Williams,Mo",5.0,2.5
3675,203521 - 101112 - 202681 - 2544 - 202697,"Dellavedova,Matthew - Frye,Channing - Irving,Kyrie - James,LeBron - Shumpert,Iman",1.5,3.0
3676,203521 - 101112 - 2544 - 2747 - 202684,"Dellavedova,Matthew - Frye,Channing - James,LeBron - Smith,JR - Thompson,Tristan",4.9,3.7
3677,203521 - 101112 - 2210 - 202697 - 2747,"Dellavedova,Matthew - Frye,Channing - Jefferson,Richard - Shumpert,Iman - Smith,JR",3.5,3.5
3678,203521 - 202681 - 2210 - 201567 - 202697,"Dellavedova,Matthew - Irving,Kyrie - Jefferson,Richard - Love,Kevin - Shumpert,Iman",2.6,3.3
3679,203521 - 2544 - 2210 - 202684 - 2590,"Dellavedova,Matthew - James,LeBron - Jefferson,Richard - Thompson,Tristan - Williams,Mo",5.1,3.3
3680,203521 - 2210 - 201567 - 2747 - 202684,"Dellavedova,Matthew - Jefferson,Richard - Love,Kevin - Smith,JR - Thompson,Tristan",3.5,3.7
3681,2544 - 2210 - 2592 - 202684 - 2590,"James,LeBron - Jefferson,Richard - Jones,James - Thompson,Tristan - Williams,Mo",2.0,2.0
3682,2544 - 201567 - 202389 - 202697 - 2747,"James,LeBron - Love,Kevin - Mozgov,Timofey - Shumpert,Iman - Smith,JR",2.7,5.7
3683,203521 - 2544 - 2592 - 2747 - 202684,"Dellavedova,Matthew - James,LeBron - Jones,James - Smith,JR - Thompson,Tristan",2.2,2.6
3684,203521 - 2210 - 201567 - 2747 - 2760,"Dellavedova,Matthew - Jefferson,Richard - Love,Kevin - Smith,JR - Varejao,Anderson",1.0,1.5
3685,101112 - 202681 - 2210 - 202389 - 202697,"Frye,Channing - Irving,Kyrie - Jefferson,Richard - Mozgov,Timofey - Shumpert,Iman",2.5,1.0
3686,2210 - 201567 - 202697 - 202684 - 2590,"Jefferson,Richard - Love,Kevin - Shumpert,Iman - Thompson,Tristan - Williams,Mo",3.5,3.5
3687,2210 - 202389 - 202697 - 2760 - 2590,"Jefferson,Richard - Mozgov,Timofey - Shumpert,Iman - Varejao,Anderson - Williams,Mo",4.5,3.0
3688,203099 - 2210 - 201567 - 202684 - 2590,"Cunningham,Jared - Jefferson,Richard - Love,Kevin - Thompson,Tristan - Williams,Mo",4.5,2.7
3689,203521 - 202681 - 2544 - 2747 - 202684,"Dellavedova,Matthew - Irving,Kyrie - James,LeBron - Smith,JR - Thompson,Tristan",3.6,3.3
3690,203521 - 2544 - 2210 - 202389 - 2747,"Dellavedova,Matthew - James,LeBron - Jefferson,Richard - Mozgov,Timofey - Smith,JR",2.0,2.3
3691,203521 - 2592 - 202697 - 202684 - 2590,"Dellavedova,Matthew - Jones,James - Shumpert,Iman - Thompson,Tristan - Williams,Mo",2.0,1.0
3692,2544 - 201567 - 202697 - 2747 - 202684,"James,LeBron - Love,Kevin - Shumpert,Iman - Smith,JR - Thompson,Tristan",2.7,3.7
3693,203099 - 203521 - 2210 - 201567 - 202684,"Cunningham,Jared - Dellavedova,Matthew - Jefferson,Richard - Love,Kevin - Thompson,Tristan",2.8,2.7
3694,203099 - 203925 - 2210 - 2592 - 201619,"Cunningham,Jared - Harris,Joe - Jefferson,Richard - Jones,James - Kaun,Sasha",4.0,1.5
3695,203521 - 202681 - 2544 - 202697 - 2747,"Dellavedova,Matthew - Irving,Kyrie - James,LeBron - Shumpert,Iman - Smith,JR",5.0,2.0
3696,203521 - 202681 - 2210 - 2747 - 202684,"Dellavedova,Matthew - Irving,Kyrie - Jefferson,Richard - Smith,JR - Thompson,Tristan",2.0,3.3
3697,203521 - 2544 - 2210 - 201567 - 2747,"Dellavedova,Matthew - James,LeBron - Jefferson,Richard - Love,Kevin - Smith,JR",1.2,2.9
3698,203521 - 2544 - 202684 - 2760 - 2590,"Dellavedova,Matthew - James,LeBron - Thompson,Tristan - Varejao,Anderson - Williams,Mo",2.5,2.0
3699,101112 - 202681 - 202697 - 2747 - 202684,"Frye,Channing - Irving,Kyrie - Shumpert,Iman - Smith,JR - Thompson,Tristan",3.8,1.8
3700,202681 - 2210 - 201567 - 202697 - 2760,"Irving,Kyrie - Jefferson,Richard - Love,Kevin - Shumpert,Iman - Varejao,Anderson",2.6,2.3
3701,2544 - 2210 - 2747 - 202684 - 2590,"James,LeBron - Jefferson,Richard - Smith,JR - Thompson,Tristan - Williams,Mo",3.6,1.8
3702,2544 - 201567 - 2747 - 2760 - 2590,"James,LeBron - Love,Kevin - Smith,JR - Varejao,Anderson - Williams,Mo",2.0,3.0
3703,2544 - 202389 - 202697 - 2760 - 2590,"James,LeBron - Mozgov,Timofey - Shumpert,Iman - Varejao,Anderson - Williams,Mo",2.0,2.5
3704,2544 - 2747 - 202684 - 2760 - 2590,"James,LeBron - Smith,JR - Thompson,Tristan - Varejao,Anderson - Williams,Mo",2.3,2.3
3705,202681 - 2210 - 202697 - 2747 - 202684,"Irving,Kyrie - Jefferson,Richard - Shumpert,Iman - Smith,JR - Thompson,Tristan",3.7,2.5
3706,203521 - 202681 - 201567 - 202697 - 2747,"Dellavedova,Matthew - Irving,Kyrie - Love,Kevin - Shumpert,Iman - Smith,JR",2.0,4.5
3707,203521 - 2210 - 202389 - 202697 - 202684,"Dellavedova,Matthew - Jefferson,Richard - Mozgov,Timofey - Shumpert,Iman - Thompson,Tristan",2.3,1.3
3708,203521 - 2210 - 202697 - 2747 - 202684,"Dellavedova,Matthew - Jefferson,Richard - Shumpert,Iman - Smith,JR - Thompson,Tristan",3.1,3.7
3709,203521 - 2544 - 2210 - 201567 - 2760,"Dellavedova,Matthew - James,LeBron - Jefferson,Richard - Love,Kevin - Varejao,Anderson",1.8,1.6
3710,203521 - 2544 - 2210 - 202389 - 202697,"Dellavedova,Matthew - James,LeBron - Jefferson,Richard - Mozgov,Timofey - Shumpert,Iman",1.5,1.0
3711,203521 - 2210 - 2592 - 202697 - 202684,"Dellavedova,Matthew - Jefferson,Richard - Jones,James - Shumpert,Iman - Thompson,Tristan",1.2,2.7
3712,202681 - 2544 - 2210 - 202389 - 2747,"Irving,Kyrie - James,LeBron - Jefferson,Richard - Mozgov,Timofey - Smith,JR",1.0,1.7
3713,2210 - 201567 - 202389 - 2747 - 2590,"Jefferson,Richard - Love,Kevin - Mozgov,Timofey - Smith,JR - Williams,Mo",3.2,2.2
3714,2544 - 202389 - 2747 - 202684 - 2590,"James,LeBron - Mozgov,Timofey - Smith,JR - Thompson,Tristan - Williams,Mo",0.6,1.2
3715,203099 - 2210 - 2592 - 2747 - 202684,"Cunningham,Jared - Jefferson,Richard - Jones,James - Smith,JR - Thompson,Tristan",2.8,1.3
3716,200746 - 1495 - 201980 - 202695 - 2225,"Aldridge,LaMarcus - Duncan,Tim - Green,Danny - Leonard,Kawhi - Parker,Tony",27.7,30.5
3717,200746 - 201980 - 202695 - 1889 - 2561,"Aldridge,LaMarcus - Green,Danny - Leonard,Kawhi - Miller,Andre - West,David",23.0,42.0
3718,200746 - 203937 - 1495 - 2755 - 2225,"Aldridge,LaMarcus - Anderson,Kyle - Duncan,Tim - Martin,Kevin - Parker,Tony",31.0,36.0
3719,200746 - 201980 - 202695 - 203492 - 2561,"Aldridge,LaMarcus - Green,Danny - Leonard,Kawhi - McCallum,Ray - West,David",26.0,30.0
3720,203937 - 1495 - 1889 - 203613 - 2561,"Anderson,Kyle - Duncan,Tim - Miller,Andre - Simmons,Jonathon - West,David",23.0,20.0
3721,200746 - 203937 - 201980 - 1626246 - 1889,"Aldridge,LaMarcus - Anderson,Kyle - Green,Danny - Marjanovic,Boban - Miller,Andre",15.0,29.0
3722,203937 - 2588 - 201980 - 1626246 - 1889,"Anderson,Kyle - Bonner,Matt - Green,Danny - Marjanovic,Boban - Miller,Andre",12.0,29.0
3723,203937 - 2588 - 2446 - 2564 - 203613,"Anderson,Kyle - Bonner,Matt - Butler,Rasual - Diaw,Boris - Simmons,Jonathon",17.0,16.0
3724,200746 - 203937 - 1495 - 201988 - 2225,"Aldridge,LaMarcus - Anderson,Kyle - Duncan,Tim - Mills,Patty - Parker,Tony",16.0,26.0
3725,200746 - 1495 - 201980 - 202695 - 203492,"Aldridge,LaMarcus - Duncan,Tim - Green,Danny - Leonard,Kawhi - McCallum,Ray",19.0,16.0
3726,200746 - 201980 - 202695 - 2225 - 2561,"Aldridge,LaMarcus - Green,Danny - Leonard,Kawhi - Parker,Tony - West,David",14.8,15.2
3727,203937 - 2446 - 201980 - 1626246 - 203613,"Anderson,Kyle - Butler,Rasual - Green,Danny - Marjanovic,Boban - Simmons,Jonathon",17.0,15.5
3728,203937 - 1626246 - 2755 - 1889 - 2561,"Anderson,Kyle - Marjanovic,Boban - Martin,Kevin - Miller,Andre - West,David",13.0,10.0
3729,2588 - 1626246 - 2755 - 201988 - 203613,"Bonner,Matt - Marjanovic,Boban - Martin,Kevin - Mills,Patty - Simmons,Jonathon",14.5,15.5
3730,200746 - 2446 - 201980 - 202695 - 201988,"Aldridge,LaMarcus - Butler,Rasual - Green,Danny - Leonard,Kawhi - Mills,Patty",13.0,12.0
3731,200746 - 1495 - 202695 - 203492 - 203613,"Aldridge,LaMarcus - Duncan,Tim - Leonard,Kawhi - McCallum,Ray - Simmons,Jonathon",4.0,13.0
3732,203937 - 2755 - 1889 - 203613 - 2561,"Anderson,Kyle - Martin,Kevin - Miller,Andre - Simmons,Jonathon - West,David",5.0,16.0
3733,203937 - 201980 - 203492 - 201988 - 2561,"Anderson,Kyle - Green,Danny - McCallum,Ray - Mills,Patty - West,David",12.0,20.0
3734,200746 - 203937 - 1495 - 201980 - 2225,"Aldridge,LaMarcus - Anderson,Kyle - Duncan,Tim - Green,Danny - Parker,Tony",10.3,11.0
3735,2588 - 1938 - 2755 - 201988 - 2561,"Bonner,Matt - Ginobili,Manu - Martin,Kevin - Mills,Patty - West,David",16.0,18.0
3736,203937 - 2588 - 202695 - 2225 - 2561,"Anderson,Kyle - Bonner,Matt - Leonard,Kawhi - Parker,Tony - West,David",2.0,14.0
3737,1495 - 201980 - 202695 - 1626246 - 2225,"Duncan,Tim - Green,Danny - Leonard,Kawhi - Marjanovic,Boban - Parker,Tony",8.0,9.0
3738,203937 - 1495 - 2755 - 1889 - 2561,"Anderson,Kyle - Duncan,Tim - Martin,Kevin - Miller,Andre - West,David",10.0,5.0
3739,203937 - 2588 - 2446 - 201988 - 203613,"Anderson,Kyle - Bonner,Matt - Butler,Rasual - Mills,Patty - Simmons,Jonathon",6.0,7.0
3740,203937 - 2564 - 201988 - 203613 - 2561,"Anderson,Kyle - Diaw,Boris - Mills,Patty - Simmons,Jonathon - West,David",10.4,11.3
3741,2588 - 2564 - 2755 - 201988 - 203613,"Bonner,Matt - Diaw,Boris - Martin,Kevin - Mills,Patty - Simmons,Jonathon",9.0,10.0
3742,2564 - 201980 - 202695 - 1626246 - 2225,"Diaw,Boris - Green,Danny - Leonard,Kawhi - Marjanovic,Boban - Parker,Tony",8.0,13.0
3743,2446 - 2564 - 1626246 - 203492 - 203613,"Butler,Rasual - Diaw,Boris - Marjanovic,Boban - McCallum,Ray - Simmons,Jonathon",9.0,11.0
3744,200746 - 203937 - 2588 - 201980 - 2225,"Aldridge,LaMarcus - Anderson,Kyle - Bonner,Matt - Green,Danny - Parker,Tony",11.0,7.0
3745,203937 - 2446 - 201980 - 1626246 - 203492,"Anderson,Kyle - Butler,Rasual - Green,Danny - Marjanovic,Boban - McCallum,Ray",8.0,9.0
3746,2446 - 2564 - 201980 - 201988 - 203613,"Butler,Rasual - Diaw,Boris - Green,Danny - Mills,Patty - Simmons,Jonathon",3.0,12.0
3747,203937 - 1626246 - 2755 - 201988 - 203613,"Anderson,Kyle - Marjanovic,Boban - Martin,Kevin - Mills,Patty - Simmons,Jonathon",8.0,10.0
3748,2564 - 1626246 - 2755 - 1889 - 203613,"Diaw,Boris - Marjanovic,Boban - Martin,Kevin - Miller,Andre - Simmons,Jonathon",13.0,8.5
3749,203937 - 1495 - 1938 - 201988 - 2225,"Anderson,Kyle - Duncan,Tim - Ginobili,Manu - Mills,Patty - Parker,Tony",4.0,11.0
3750,203937 - 1938 - 201988 - 203613 - 2561,"Anderson,Kyle - Ginobili,Manu - Mills,Patty - Simmons,Jonathon - West,David",6.0,6.0
3751,2446 - 2564 - 201988 - 203613 - 2561,"Butler,Rasual - Diaw,Boris - Mills,Patty - Simmons,Jonathon - West,David",10.2,10.0
3752,200746 - 203937 - 2588 - 201980 - 1889,"Aldridge,LaMarcus - Anderson,Kyle - Bonner,Matt - Green,Danny - Miller,Andre",6.0,8.0
3753,1495 - 2755 - 1889 - 203613 - 2561,"Duncan,Tim - Martin,Kevin - Miller,Andre - Simmons,Jonathon - West,David",7.0,5.0
3754,200746 - 2446 - 1938 - 202695 - 203613,"Aldridge,LaMarcus - Butler,Rasual - Ginobili,Manu - Leonard,Kawhi - Simmons,Jonathon",7.0,10.0
3755,200746 - 1495 - 201980 - 202695 - 201988,"Aldridge,LaMarcus - Duncan,Tim - Green,Danny - Leonard,Kawhi - Mills,Patty",7.1,10.6
3756,2564 - 202695 - 1626246 - 201988 - 203613,"Diaw,Boris - Leonard,Kawhi - Marjanovic,Boban - Mills,Patty - Simmons,Jonathon",13.0,12.0
3757,203937 - 2446 - 2564 - 1626246 - 203492,"Anderson,Kyle - Butler,Rasual - Diaw,Boris - Marjanovic,Boban - McCallum,Ray",7.0,8.7
3758,203937 - 2446 - 1626246 - 203492 - 2561,"Anderson,Kyle - Butler,Rasual - Marjanovic,Boban - McCallum,Ray - West,David",7.0,6.7
3759,2588 - 201980 - 1889 - 203613 - 2561,"Bonner,Matt - Green,Danny - Miller,Andre - Simmons,Jonathon - West,David",8.0,13.0
3760,2446 - 2564 - 1938 - 201988 - 2561,"Butler,Rasual - Diaw,Boris - Ginobili,Manu - Mills,Patty - West,David",6.0,7.8
3761,200746 - 2564 - 201980 - 202695 - 2225,"Aldridge,LaMarcus - Diaw,Boris - Green,Danny - Leonard,Kawhi - Parker,Tony",7.3,9.2
