,lineup_ids,lineup_names,points_allowed,points_scored
3762,200746 - 2564 - 2755 - 201988 - 203613,"Aldridge,LaMarcus - Diaw,Boris - Martin,Kevin - Mills,Patty - Simmons,Jonathon",10.0,5.0
3763,200746 - 1495 - 1938 - 202695 - 2225,"Aldridge,LaMarcus - Duncan,Tim - Ginobili,Manu - Leonard,Kawhi - Parker,Tony",7.1,8.4
3764,203937 - 2446 - 2564 - 201988 - 2561,"Anderson,Kyle - Butler,Rasual - Diaw,Boris - Mills,Patty - West,David",6.6,7.3
3765,203937 - 201980 - 201988 - 203613 - 2561,"Anderson,Kyle - Green,Danny - Mills,Patty - Simmons,Jonathon - West,David",5.6,7.3
3766,1495 - 201980 - 202695 - 2225 - 2561,"Duncan,Tim - Green,Danny - Leonard,Kawhi - Parker,Tony - West,David",6.8,8.3
3767,200746 - 2446 - 2564 - 201980 - 201988,"Aldridge,LaMarcus - Butler,Rasual - Diaw,Boris - Green,Danny - Mills,Patty",3.4,9.7
3768,203937 - 2588 - 201980 - 1626246 - 203613,"Anderson,Kyle - Bonner,Matt - Green,Danny - Marjanovic,Boban - Simmons,Jonathon",7.0,8.0
3769,2446 - 2564 - 1626246 - 201988 - 203613,"Butler,Rasual - Diaw,Boris - Marjanovic,Boban - Mills,Patty - Simmons,Jonathon",15.0,7.0
3770,2564 - 1938 - 202695 - 1626246 - 201988,"Diaw,Boris - Ginobili,Manu - Leonard,Kawhi - Marjanovic,Boban - Mills,Patty",6.3,9.8
3771,200746 - 203937 - 2564 - 2755 - 201988,"Aldridge,LaMarcus - Anderson,Kyle - Diaw,Boris - Martin,Kevin - Mills,Patty",11.0,7.0
3772,200746 - 203937 - 1938 - 201988 - 2561,"Aldridge,LaMarcus - Anderson,Kyle - Ginobili,Manu - Mills,Patty - West,David",3.4,8.7
3773,2564 - 1938 - 1626246 - 201988 - 203613,"Diaw,Boris - Ginobili,Manu - Marjanovic,Boban - Mills,Patty - Simmons,Jonathon",7.3,8.5
3774,1495 - 202695 - 201988 - 2225 - 2561,"Duncan,Tim - Leonard,Kawhi - Mills,Patty - Parker,Tony - West,David",4.0,6.5
3775,200746 - 2564 - 1938 - 201980 - 2225,"Aldridge,LaMarcus - Diaw,Boris - Ginobili,Manu - Green,Danny - Parker,Tony",7.0,8.0
3776,200746 - 1495 - 202695 - 2225 - 203613,"Aldridge,LaMarcus - Duncan,Tim - Leonard,Kawhi - Parker,Tony - Simmons,Jonathon",5.4,8.6
3777,203937 - 2446 - 1626246 - 203492 - 203613,"Anderson,Kyle - Butler,Rasual - Marjanovic,Boban - McCallum,Ray - Simmons,Jonathon",8.2,6.5
3778,203937 - 2446 - 1626246 - 203613 - 2561,"Anderson,Kyle - Butler,Rasual - Marjanovic,Boban - Simmons,Jonathon - West,David",6.0,10.0
3779,203937 - 2564 - 1495 - 201988 - 203613,"Anderson,Kyle - Diaw,Boris - Duncan,Tim - Mills,Patty - Simmons,Jonathon",4.0,4.0
3780,203937 - 202695 - 1626246 - 2225 - 203613,"Anderson,Kyle - Leonard,Kawhi - Marjanovic,Boban - Parker,Tony - Simmons,Jonathon",6.0,9.0
3781,2588 - 201980 - 202695 - 201988 - 2561,"Bonner,Matt - Green,Danny - Leonard,Kawhi - Mills,Patty - West,David",11.5,7.0
3782,200746 - 203937 - 1626246 - 1889 - 203613,"Aldridge,LaMarcus - Anderson,Kyle - Marjanovic,Boban - Miller,Andre - Simmons,Jonathon",8.0,7.0
3783,203937 - 2588 - 201980 - 1626246 - 2561,"Anderson,Kyle - Bonner,Matt - Green,Danny - Marjanovic,Boban - West,David",7.0,9.0
3784,203937 - 2588 - 1626246 - 203492 - 203613,"Anderson,Kyle - Bonner,Matt - Marjanovic,Boban - McCallum,Ray - Simmons,Jonathon",6.3,7.0
3785,203937 - 2564 - 1938 - 201988 - 2561,"Anderson,Kyle - Diaw,Boris - Ginobili,Manu - Mills,Patty - West,David",8.1,7.4
3786,203937 - 2564 - 202695 - 1626246 - 201988,"Anderson,Kyle - Diaw,Boris - Leonard,Kawhi - Marjanovic,Boban - Mills,Patty",8.0,5.0
3787,203937 - 1495 - 1938 - 203492 - 2561,"Anderson,Kyle - Duncan,Tim - Ginobili,Manu - McCallum,Ray - West,David",10.0,10.0
3788,203937 - 1495 - 201988 - 203613 - 2561,"Anderson,Kyle - Duncan,Tim - Mills,Patty - Simmons,Jonathon - West,David",8.0,11.3
3789,203937 - 1938 - 2755 - 201988 - 2561,"Anderson,Kyle - Ginobili,Manu - Martin,Kevin - Mills,Patty - West,David",6.3,6.8
3790,200746 - 203937 - 1938 - 201980 - 201988,"Aldridge,LaMarcus - Anderson,Kyle - Ginobili,Manu - Green,Danny - Mills,Patty",6.0,6.0
3791,200746 - 1495 - 201980 - 201988 - 2225,"Aldridge,LaMarcus - Duncan,Tim - Green,Danny - Mills,Patty - Parker,Tony",9.0,8.0
3792,200746 - 1495 - 202695 - 201988 - 203613,"Aldridge,LaMarcus - Duncan,Tim - Leonard,Kawhi - Mills,Patty - Simmons,Jonathon",3.0,11.0
3793,203937 - 2588 - 1626246 - 1889 - 203613,"Anderson,Kyle - Bonner,Matt - Marjanovic,Boban - Miller,Andre - Simmons,Jonathon",6.0,8.0
3794,203937 - 2564 - 201980 - 1626246 - 201988,"Anderson,Kyle - Diaw,Boris - Green,Danny - Marjanovic,Boban - Mills,Patty",6.8,5.5
3795,203937 - 2564 - 2755 - 201988 - 203613,"Anderson,Kyle - Diaw,Boris - Martin,Kevin - Mills,Patty - Simmons,Jonathon",11.0,4.0
3796,2564 - 201980 - 1626246 - 201988 - 203613,"Diaw,Boris - Green,Danny - Marjanovic,Boban - Mills,Patty - Simmons,Jonathon",4.0,5.7
3797,200746 - 203937 - 201980 - 202695 - 2225,"Aldridge,LaMarcus - Anderson,Kyle - Green,Danny - Leonard,Kawhi - Parker,Tony",7.2,7.7
3798,200746 - 201980 - 202695 - 1626246 - 1889,"Aldridge,LaMarcus - Green,Danny - Leonard,Kawhi - Marjanovic,Boban - Miller,Andre",6.0,9.0
3799,203937 - 2588 - 2446 - 1626246 - 203613,"Anderson,Kyle - Bonner,Matt - Butler,Rasual - Marjanovic,Boban - Simmons,Jonathon",4.7,6.0
3800,203937 - 2564 - 1626246 - 1889 - 201988,"Anderson,Kyle - Diaw,Boris - Marjanovic,Boban - Miller,Andre - Mills,Patty",5.0,3.0
3801,1495 - 201980 - 202695 - 201988 - 2225,"Duncan,Tim - Green,Danny - Leonard,Kawhi - Mills,Patty - Parker,Tony",8.0,10.0
3802,200746 - 2564 - 202695 - 201988 - 203613,"Aldridge,LaMarcus - Diaw,Boris - Leonard,Kawhi - Mills,Patty - Simmons,Jonathon",7.9,8.0
3803,203937 - 2588 - 2446 - 203492 - 203613,"Anderson,Kyle - Bonner,Matt - Butler,Rasual - McCallum,Ray - Simmons,Jonathon",5.0,7.0
3804,203937 - 1495 - 1889 - 2225 - 2561,"Anderson,Kyle - Duncan,Tim - Miller,Andre - Parker,Tony - West,David",7.0,10.0
3805,203937 - 1938 - 201980 - 2225 - 2561,"Anderson,Kyle - Ginobili,Manu - Green,Danny - Parker,Tony - West,David",5.0,10.0
3806,2564 - 201980 - 1626246 - 1889 - 203613,"Diaw,Boris - Green,Danny - Marjanovic,Boban - Miller,Andre - Simmons,Jonathon",4.0,6.0
3807,1495 - 1938 - 201980 - 201988 - 2561,"Duncan,Tim - Ginobili,Manu - Green,Danny - Mills,Patty - West,David",5.0,2.0
3808,200746 - 203937 - 1938 - 202695 - 2225,"Aldridge,LaMarcus - Anderson,Kyle - Ginobili,Manu - Leonard,Kawhi - Parker,Tony",5.8,8.2
3809,203937 - 1938 - 201980 - 2755 - 2561,"Anderson,Kyle - Ginobili,Manu - Green,Danny - Martin,Kevin - West,David",3.0,8.0
3810,203937 - 201980 - 202695 - 201988 - 2561,"Anderson,Kyle - Green,Danny - Leonard,Kawhi - Mills,Patty - West,David",3.5,5.0
3811,2588 - 1626246 - 2755 - 1889 - 203613,"Bonner,Matt - Marjanovic,Boban - Martin,Kevin - Miller,Andre - Simmons,Jonathon",4.5,3.0
3812,2564 - 1938 - 202695 - 1626246 - 2225,"Diaw,Boris - Ginobili,Manu - Leonard,Kawhi - Marjanovic,Boban - Parker,Tony",2.0,8.0
3813,200746 - 203937 - 2588 - 201980 - 201988,"Aldridge,LaMarcus - Anderson,Kyle - Bonner,Matt - Green,Danny - Mills,Patty",10.0,8.0
3814,200746 - 203937 - 202695 - 2755 - 2225,"Aldridge,LaMarcus - Anderson,Kyle - Leonard,Kawhi - Martin,Kevin - Parker,Tony",8.0,9.0
3815,200746 - 2446 - 1938 - 202695 - 201988,"Aldridge,LaMarcus - Butler,Rasual - Ginobili,Manu - Leonard,Kawhi - Mills,Patty",6.0,6.5
3816,200746 - 202695 - 2755 - 201988 - 2561,"Aldridge,LaMarcus - Leonard,Kawhi - Martin,Kevin - Mills,Patty - West,David",10.0,4.0
3817,200746 - 202695 - 2755 - 2225 - 2561,"Aldridge,LaMarcus - Leonard,Kawhi - Martin,Kevin - Parker,Tony - West,David",6.0,6.0
3818,203937 - 2588 - 201988 - 203613 - 2561,"Anderson,Kyle - Bonner,Matt - Mills,Patty - Simmons,Jonathon - West,David",5.0,7.5
3819,203937 - 2564 - 1938 - 203492 - 2561,"Anderson,Kyle - Diaw,Boris - Ginobili,Manu - McCallum,Ray - West,David",7.0,4.0
3820,203937 - 2564 - 1938 - 2225 - 2561,"Anderson,Kyle - Diaw,Boris - Ginobili,Manu - Parker,Tony - West,David",5.0,8.0
3821,203937 - 1495 - 202695 - 201988 - 2561,"Anderson,Kyle - Duncan,Tim - Leonard,Kawhi - Mills,Patty - West,David",6.0,7.0
3822,203937 - 1938 - 201980 - 201988 - 2561,"Anderson,Kyle - Ginobili,Manu - Green,Danny - Mills,Patty - West,David",5.8,6.3
3823,203937 - 2755 - 2225 - 203613 - 2561,"Anderson,Kyle - Martin,Kevin - Parker,Tony - Simmons,Jonathon - West,David",4.0,4.0
3824,2446 - 2564 - 202695 - 201988 - 2561,"Butler,Rasual - Diaw,Boris - Leonard,Kawhi - Mills,Patty - West,David",8.0,3.0
3825,2446 - 1495 - 202695 - 201988 - 2561,"Butler,Rasual - Duncan,Tim - Leonard,Kawhi - Mills,Patty - West,David",8.0,7.0
3826,2564 - 1938 - 201980 - 201988 - 2561,"Diaw,Boris - Ginobili,Manu - Green,Danny - Mills,Patty - West,David",5.9,6.2
3827,203937 - 2588 - 1938 - 1626246 - 201988,"Anderson,Kyle - Bonner,Matt - Ginobili,Manu - Marjanovic,Boban - Mills,Patty",4.0,4.0
3828,203937 - 2564 - 1626246 - 201988 - 203613,"Anderson,Kyle - Diaw,Boris - Marjanovic,Boban - Mills,Patty - Simmons,Jonathon",6.0,6.5
3829,203937 - 202695 - 201988 - 2225 - 2561,"Anderson,Kyle - Leonard,Kawhi - Mills,Patty - Parker,Tony - West,David",6.0,2.0
3830,2564 - 1495 - 1938 - 201980 - 201988,"Diaw,Boris - Duncan,Tim - Ginobili,Manu - Green,Danny - Mills,Patty",5.0,7.5
3831,2564 - 1938 - 201988 - 203613 - 2561,"Diaw,Boris - Ginobili,Manu - Mills,Patty - Simmons,Jonathon - West,David",6.0,6.7
3832,1495 - 201980 - 202695 - 201988 - 2561,"Duncan,Tim - Green,Danny - Leonard,Kawhi - Mills,Patty - West,David",4.3,9.0
3833,200746 - 203937 - 2446 - 201988 - 2561,"Aldridge,LaMarcus - Anderson,Kyle - Butler,Rasual - Mills,Patty - West,David",5.5,6.0
3834,200746 - 2588 - 2446 - 201980 - 2225,"Aldridge,LaMarcus - Bonner,Matt - Butler,Rasual - Green,Danny - Parker,Tony",2.0,9.0
3835,200746 - 2564 - 1938 - 202695 - 201988,"Aldridge,LaMarcus - Diaw,Boris - Ginobili,Manu - Leonard,Kawhi - Mills,Patty",5.4,6.1
3836,200746 - 2564 - 202695 - 203492 - 2225,"Aldridge,LaMarcus - Diaw,Boris - Leonard,Kawhi - McCallum,Ray - Parker,Tony",5.0,4.0
3837,200746 - 1495 - 202695 - 201988 - 2225,"Aldridge,LaMarcus - Duncan,Tim - Leonard,Kawhi - Mills,Patty - Parker,Tony",7.0,6.5
3838,203937 - 2588 - 1626246 - 203492 - 2561,"Anderson,Kyle - Bonner,Matt - Marjanovic,Boban - McCallum,Ray - West,David",5.0,6.0
3839,203937 - 2564 - 201980 - 1626246 - 1889,"Anderson,Kyle - Diaw,Boris - Green,Danny - Marjanovic,Boban - Miller,Andre",6.0,8.0
3840,203937 - 1495 - 1626246 - 2225 - 203613,"Anderson,Kyle - Duncan,Tim - Marjanovic,Boban - Parker,Tony - Simmons,Jonathon",4.0,4.0
3841,203937 - 1626246 - 201988 - 2225 - 2561,"Anderson,Kyle - Marjanovic,Boban - Mills,Patty - Parker,Tony - West,David",6.0,13.0
3842,2564 - 1495 - 1938 - 2755 - 201988,"Diaw,Boris - Duncan,Tim - Ginobili,Manu - Martin,Kevin - Mills,Patty",3.5,4.5
3843,2564 - 1938 - 2755 - 201988 - 2561,"Diaw,Boris - Ginobili,Manu - Martin,Kevin - Mills,Patty - West,David",8.0,7.0
3844,2564 - 202695 - 201988 - 2225 - 203613,"Diaw,Boris - Leonard,Kawhi - Mills,Patty - Parker,Tony - Simmons,Jonathon",8.0,6.5
3845,200746 - 203937 - 2564 - 201980 - 201988,"Aldridge,LaMarcus - Anderson,Kyle - Diaw,Boris - Green,Danny - Mills,Patty",5.0,6.3
3846,200746 - 2564 - 202695 - 201988 - 2225,"Aldridge,LaMarcus - Diaw,Boris - Leonard,Kawhi - Mills,Patty - Parker,Tony",6.0,4.3
3847,200746 - 1495 - 1938 - 202695 - 203613,"Aldridge,LaMarcus - Duncan,Tim - Ginobili,Manu - Leonard,Kawhi - Simmons,Jonathon",9.0,8.0
3848,200746 - 201980 - 202695 - 1626246 - 2225,"Aldridge,LaMarcus - Green,Danny - Leonard,Kawhi - Marjanovic,Boban - Parker,Tony",5.0,3.3
3849,203937 - 2564 - 1938 - 1626246 - 201988,"Anderson,Kyle - Diaw,Boris - Ginobili,Manu - Marjanovic,Boban - Mills,Patty",5.0,7.7
3850,2446 - 2564 - 2225 - 203613 - 2561,"Butler,Rasual - Diaw,Boris - Parker,Tony - Simmons,Jonathon - West,David",8.0,8.0
3851,1495 - 1938 - 202695 - 201988 - 2561,"Duncan,Tim - Ginobili,Manu - Leonard,Kawhi - Mills,Patty - West,David",1.3,6.0
3852,1495 - 1938 - 2755 - 1889 - 2561,"Duncan,Tim - Ginobili,Manu - Martin,Kevin - Miller,Andre - West,David",9.0,4.0
3853,200746 - 1495 - 202695 - 2755 - 2225,"Aldridge,LaMarcus - Duncan,Tim - Leonard,Kawhi - Martin,Kevin - Parker,Tony",8.5,1.5
3854,200746 - 1938 - 202695 - 2225 - 2561,"Aldridge,LaMarcus - Ginobili,Manu - Leonard,Kawhi - Parker,Tony - West,David",4.5,5.3
3855,203937 - 2588 - 201980 - 201988 - 2561,"Anderson,Kyle - Bonner,Matt - Green,Danny - Mills,Patty - West,David",5.0,5.5
3856,203937 - 2564 - 1938 - 201988 - 203613,"Anderson,Kyle - Diaw,Boris - Ginobili,Manu - Mills,Patty - Simmons,Jonathon",7.0,6.0
3857,203937 - 201980 - 1626246 - 201988 - 203613,"Anderson,Kyle - Green,Danny - Marjanovic,Boban - Mills,Patty - Simmons,Jonathon",3.0,2.7
3858,2446 - 1938 - 201980 - 201988 - 2561,"Butler,Rasual - Ginobili,Manu - Green,Danny - Mills,Patty - West,David",4.7,5.0
3859,200746 - 2446 - 1938 - 202695 - 2225,"Aldridge,LaMarcus - Butler,Rasual - Ginobili,Manu - Leonard,Kawhi - Parker,Tony",5.0,2.0
3860,200746 - 2564 - 201980 - 202695 - 201988,"Aldridge,LaMarcus - Diaw,Boris - Green,Danny - Leonard,Kawhi - Mills,Patty",5.9,6.4
3861,200746 - 1495 - 201980 - 2225 - 203613,"Aldridge,LaMarcus - Duncan,Tim - Green,Danny - Parker,Tony - Simmons,Jonathon",4.7,6.0
3862,200746 - 201980 - 202695 - 201988 - 2225,"Aldridge,LaMarcus - Green,Danny - Leonard,Kawhi - Mills,Patty - Parker,Tony",4.6,5.0
3863,203937 - 2446 - 2564 - 201988 - 203613,"Anderson,Kyle - Butler,Rasual - Diaw,Boris - Mills,Patty - Simmons,Jonathon",7.5,6.5
3864,203937 - 1626246 - 2755 - 201988 - 2561,"Anderson,Kyle - Marjanovic,Boban - Martin,Kevin - Mills,Patty - West,David",4.7,3.7
3865,2564 - 1495 - 201980 - 202695 - 201988,"Diaw,Boris - Duncan,Tim - Green,Danny - Leonard,Kawhi - Mills,Patty",4.0,4.0
3866,2564 - 202695 - 2225 - 203613 - 2561,"Diaw,Boris - Leonard,Kawhi - Parker,Tony - Simmons,Jonathon - West,David",5.4,5.7
3867,1495 - 201980 - 202695 - 203492 - 2561,"Duncan,Tim - Green,Danny - Leonard,Kawhi - McCallum,Ray - West,David",6.0,8.5
3868,200746 - 201980 - 202695 - 2225 - 203613,"Aldridge,LaMarcus - Green,Danny - Leonard,Kawhi - Parker,Tony - Simmons,Jonathon",5.5,3.0
3869,203937 - 2446 - 201980 - 2225 - 2561,"Anderson,Kyle - Butler,Rasual - Green,Danny - Parker,Tony - West,David",5.0,6.0
3870,203937 - 2446 - 1626246 - 201988 - 203613,"Anderson,Kyle - Butler,Rasual - Marjanovic,Boban - Mills,Patty - Simmons,Jonathon",7.0,4.5
3871,203937 - 2564 - 1626246 - 2755 - 1889,"Anderson,Kyle - Diaw,Boris - Marjanovic,Boban - Martin,Kevin - Miller,Andre",5.7,5.7
3872,2588 - 2446 - 1626246 - 203492 - 203613,"Bonner,Matt - Butler,Rasual - Marjanovic,Boban - McCallum,Ray - Simmons,Jonathon",4.7,4.7
3873,2564 - 1938 - 202695 - 201988 - 2561,"Diaw,Boris - Ginobili,Manu - Leonard,Kawhi - Mills,Patty - West,David",5.0,5.9
3874,2564 - 201980 - 201988 - 2225 - 2561,"Diaw,Boris - Green,Danny - Mills,Patty - Parker,Tony - West,David",8.0,9.0
3875,2564 - 201980 - 201988 - 203613 - 2561,"Diaw,Boris - Green,Danny - Mills,Patty - Simmons,Jonathon - West,David",5.2,6.9
3876,200746 - 203937 - 2446 - 202695 - 2225,"Aldridge,LaMarcus - Anderson,Kyle - Butler,Rasual - Leonard,Kawhi - Parker,Tony",6.0,6.0
3877,200746 - 203937 - 1495 - 202695 - 2225,"Aldridge,LaMarcus - Anderson,Kyle - Duncan,Tim - Leonard,Kawhi - Parker,Tony",4.0,5.4
3878,200746 - 2446 - 2564 - 1938 - 201988,"Aldridge,LaMarcus - Butler,Rasual - Diaw,Boris - Ginobili,Manu - Mills,Patty",2.0,6.0
3879,200746 - 201980 - 202695 - 201988 - 203613,"Aldridge,LaMarcus - Green,Danny - Leonard,Kawhi - Mills,Patty - Simmons,Jonathon",6.0,6.0
3880,200746 - 202695 - 2225 - 203613 - 2561,"Aldridge,LaMarcus - Leonard,Kawhi - Parker,Tony - Simmons,Jonathon - West,David",4.4,5.0
3881,203937 - 2564 - 201980 - 2755 - 201988,"Anderson,Kyle - Diaw,Boris - Green,Danny - Martin,Kevin - Mills,Patty",5.0,4.0
3882,2446 - 2564 - 201980 - 201988 - 2561,"Butler,Rasual - Diaw,Boris - Green,Danny - Mills,Patty - West,David",4.2,5.1
3883,2446 - 1495 - 201980 - 202695 - 2225,"Butler,Rasual - Duncan,Tim - Green,Danny - Leonard,Kawhi - Parker,Tony",5.0,8.5
3884,200746 - 203937 - 201980 - 2225 - 2561,"Aldridge,LaMarcus - Anderson,Kyle - Green,Danny - Parker,Tony - West,David",3.5,4.8
3885,200746 - 2564 - 1938 - 201980 - 201988,"Aldridge,LaMarcus - Diaw,Boris - Ginobili,Manu - Green,Danny - Mills,Patty",3.8,4.3
3886,200746 - 1495 - 1938 - 2755 - 2225,"Aldridge,LaMarcus - Duncan,Tim - Ginobili,Manu - Martin,Kevin - Parker,Tony",5.0,6.3
3887,203937 - 2446 - 201988 - 203613 - 2561,"Anderson,Kyle - Butler,Rasual - Mills,Patty - Simmons,Jonathon - West,David",2.4,2.7
3888,203937 - 1495 - 201980 - 202695 - 2225,"Anderson,Kyle - Duncan,Tim - Green,Danny - Leonard,Kawhi - Parker,Tony",2.5,5.8
3889,2564 - 1495 - 1938 - 201988 - 203613,"Diaw,Boris - Duncan,Tim - Ginobili,Manu - Mills,Patty - Simmons,Jonathon",4.4,5.7
3890,1495 - 1938 - 202695 - 2225 - 2561,"Duncan,Tim - Ginobili,Manu - Leonard,Kawhi - Parker,Tony - West,David",3.5,4.0
3891,200746 - 2446 - 2564 - 202695 - 201988,"Aldridge,LaMarcus - Butler,Rasual - Diaw,Boris - Leonard,Kawhi - Mills,Patty",3.0,6.5
3892,203937 - 201980 - 2755 - 201988 - 2561,"Anderson,Kyle - Green,Danny - Martin,Kevin - Mills,Patty - West,David",2.5,7.5
3893,2446 - 2564 - 1495 - 1938 - 201988,"Butler,Rasual - Diaw,Boris - Duncan,Tim - Ginobili,Manu - Mills,Patty",5.0,6.5
3894,2564 - 201980 - 202695 - 2225 - 2561,"Diaw,Boris - Green,Danny - Leonard,Kawhi - Parker,Tony - West,David",4.4,4.9
3895,200746 - 203937 - 201980 - 201988 - 203613,"Aldridge,LaMarcus - Anderson,Kyle - Green,Danny - Mills,Patty - Simmons,Jonathon",4.3,5.3
3896,200746 - 1495 - 1938 - 2225 - 203613,"Aldridge,LaMarcus - Duncan,Tim - Ginobili,Manu - Parker,Tony - Simmons,Jonathon",3.0,6.5
3897,203937 - 2564 - 201980 - 201988 - 2561,"Anderson,Kyle - Diaw,Boris - Green,Danny - Mills,Patty - West,David",2.9,2.3
3898,200746 - 203937 - 2564 - 201980 - 2225,"Aldridge,LaMarcus - Anderson,Kyle - Diaw,Boris - Green,Danny - Parker,Tony",3.6,5.8
3899,200746 - 203937 - 2564 - 202695 - 201988,"Aldridge,LaMarcus - Anderson,Kyle - Diaw,Boris - Leonard,Kawhi - Mills,Patty",2.4,3.7
3900,200746 - 203937 - 2564 - 201988 - 203613,"Aldridge,LaMarcus - Anderson,Kyle - Diaw,Boris - Mills,Patty - Simmons,Jonathon",3.8,1.4
3901,200746 - 203937 - 1495 - 2225 - 203613,"Aldridge,LaMarcus - Anderson,Kyle - Duncan,Tim - Parker,Tony - Simmons,Jonathon",2.3,4.0
3902,203937 - 2564 - 201980 - 2225 - 2561,"Anderson,Kyle - Diaw,Boris - Green,Danny - Parker,Tony - West,David",4.5,1.0
3903,203937 - 2564 - 201988 - 2225 - 2561,"Anderson,Kyle - Diaw,Boris - Mills,Patty - Parker,Tony - West,David",2.7,4.0
3904,203937 - 202695 - 201988 - 203613 - 2561,"Anderson,Kyle - Leonard,Kawhi - Mills,Patty - Simmons,Jonathon - West,David",4.0,4.7
3905,2564 - 201980 - 202695 - 201988 - 2561,"Diaw,Boris - Green,Danny - Leonard,Kawhi - Mills,Patty - West,David",3.1,5.1
3906,2564 - 202695 - 201988 - 203613 - 2561,"Diaw,Boris - Leonard,Kawhi - Mills,Patty - Simmons,Jonathon - West,David",2.0,4.2
3907,201980 - 1626246 - 201988 - 203613 - 2561,"Green,Danny - Marjanovic,Boban - Mills,Patty - Simmons,Jonathon - West,David",4.0,3.5
3908,200746 - 203937 - 1495 - 201980 - 201988,"Aldridge,LaMarcus - Anderson,Kyle - Duncan,Tim - Green,Danny - Mills,Patty",3.0,4.3
3909,200746 - 2564 - 1938 - 202695 - 2225,"Aldridge,LaMarcus - Diaw,Boris - Ginobili,Manu - Leonard,Kawhi - Parker,Tony",2.8,3.3
3910,200746 - 2564 - 1938 - 201988 - 203613,"Aldridge,LaMarcus - Diaw,Boris - Ginobili,Manu - Mills,Patty - Simmons,Jonathon",4.4,4.1
3911,200746 - 1938 - 201980 - 201988 - 2561,"Aldridge,LaMarcus - Ginobili,Manu - Green,Danny - Mills,Patty - West,David",2.5,4.3
3912,200746 - 1938 - 202695 - 201988 - 2225,"Aldridge,LaMarcus - Ginobili,Manu - Leonard,Kawhi - Mills,Patty - Parker,Tony",4.3,4.3
3913,200746 - 1938 - 202695 - 201988 - 2561,"Aldridge,LaMarcus - Ginobili,Manu - Leonard,Kawhi - Mills,Patty - West,David",3.4,3.8
3914,200746 - 202695 - 201988 - 203613 - 2561,"Aldridge,LaMarcus - Leonard,Kawhi - Mills,Patty - Simmons,Jonathon - West,David",2.5,2.0
3915,203937 - 2564 - 202695 - 2225 - 203613,"Anderson,Kyle - Diaw,Boris - Leonard,Kawhi - Parker,Tony - Simmons,Jonathon",2.0,5.5
3916,2564 - 1938 - 202695 - 2225 - 2561,"Diaw,Boris - Ginobili,Manu - Leonard,Kawhi - Parker,Tony - West,David",4.0,1.9
3917,2564 - 201980 - 1626246 - 2755 - 201988,"Diaw,Boris - Green,Danny - Marjanovic,Boban - Martin,Kevin - Mills,Patty",3.5,4.0
3918,2564 - 201980 - 2225 - 203613 - 2561,"Diaw,Boris - Green,Danny - Parker,Tony - Simmons,Jonathon - West,David",3.2,4.5
3919,1938 - 202695 - 201988 - 2225 - 2561,"Ginobili,Manu - Leonard,Kawhi - Mills,Patty - Parker,Tony - West,David",3.0,4.0
3920,203937 - 2564 - 1495 - 1938 - 201988,"Anderson,Kyle - Diaw,Boris - Duncan,Tim - Ginobili,Manu - Mills,Patty",2.7,3.0
3921,203937 - 2564 - 1626246 - 203492 - 203613,"Anderson,Kyle - Diaw,Boris - Marjanovic,Boban - McCallum,Ray - Simmons,Jonathon",2.5,3.0
3922,200746 - 203937 - 2446 - 201988 - 2225,"Aldridge,LaMarcus - Anderson,Kyle - Butler,Rasual - Mills,Patty - Parker,Tony",5.5,3.0
3923,200746 - 203937 - 1495 - 1938 - 2225,"Aldridge,LaMarcus - Anderson,Kyle - Duncan,Tim - Ginobili,Manu - Parker,Tony",1.7,3.0
3924,200746 - 203937 - 202695 - 2225 - 2561,"Aldridge,LaMarcus - Anderson,Kyle - Leonard,Kawhi - Parker,Tony - West,David",2.6,3.7
3925,200746 - 2564 - 201980 - 201988 - 203613,"Aldridge,LaMarcus - Diaw,Boris - Green,Danny - Mills,Patty - Simmons,Jonathon",3.0,2.7
3926,200746 - 201980 - 202695 - 201988 - 2561,"Aldridge,LaMarcus - Green,Danny - Leonard,Kawhi - Mills,Patty - West,David",1.4,4.2
3927,203937 - 2588 - 2446 - 1626246 - 203492,"Anderson,Kyle - Bonner,Matt - Butler,Rasual - Marjanovic,Boban - McCallum,Ray",3.2,4.5
3928,203937 - 2564 - 202695 - 201988 - 2561,"Anderson,Kyle - Diaw,Boris - Leonard,Kawhi - Mills,Patty - West,David",2.7,3.4
3929,203937 - 1495 - 201980 - 203492 - 2561,"Anderson,Kyle - Duncan,Tim - Green,Danny - McCallum,Ray - West,David",4.5,3.0
3930,203937 - 1938 - 202695 - 201988 - 2561,"Anderson,Kyle - Ginobili,Manu - Leonard,Kawhi - Mills,Patty - West,David",3.7,3.5
3931,2588 - 2564 - 1938 - 201988 - 203613,"Bonner,Matt - Diaw,Boris - Ginobili,Manu - Mills,Patty - Simmons,Jonathon",5.5,6.0
3932,2446 - 2564 - 203492 - 203613 - 2561,"Butler,Rasual - Diaw,Boris - McCallum,Ray - Simmons,Jonathon - West,David",1.0,5.5
