,player_id,display_name,cluster
552,203919,Jordan Adams,2
553,203921,Cleanthony Early,2
554,203922,Glenn Robinson,2
555,203923,James Young,2
556,203924,Jerami Grant,2
557,203925,Joe Harris,2
558,203926,Doug McDermott,2
559,203928,Cory Jefferson,1
560,203930,Sean Kilpatrick,2
561,203932,Aaron Gordon,3
562,203933,TJ Warren,2
563,203934,Lamar Patterson,2
564,203935,Marcus Smart,3
565,203937,Kyle Anderson,3
566,203939,Dwight Powell,1
567,203940,Adreian Payne,1
568,203943,Noah Vonleh,1
569,203944,Julius Randle,3
571,203946,Cameron Bairstow,2
572,203948,Johnny O'Bryant III,2
573,203949,James Michael McAdoo,2
576,203952,Andrew Wiggins,3
577,203953,Jabari Parker,2
578,203954,Joel Embiid,1
580,203956,Mitch McGary,1
581,203957,Dante Exum,2
583,203960,JaKarr Sampson,2
587,203967,Dario Saric,2
589,203991,Clint Capela,1
590,203994,Jusuf Nurkic,1
593,203999,Nikola Jokic,1
594,204001,Kristaps Porzingis,1
596,204014,Damjan Rudez,2
597,204020,Tyler Johnson,3
600,204025,Tim Frazier,3
601,204028,Tarik Black,1
603,204037,Travis Wear,3
604,204038,Langston Galloway,3
606,204060,Joe Ingles,2
611,204098,Xavier Munford,3
612,204456,TJ McConnell,3
613,1626143,Jahlil Okafor,1
614,1626144,Emmanuel Mudiay,3
615,1626145,Tyus Jones,3
617,1626147,Justin Anderson,2
618,1626148,Anthony Brown,2
619,1626149,Montrezl Harrell,2
620,1626150,Andrew Harrison,3
622,1626153,Delon Wright,3
623,1626154,RJ Hunter,2
624,1626155,Sam Dekker,2
625,1626156,D'Angelo Russell,3
626,1626157,Karl-Anthony Towns,1
627,1626158,Richaun Holmes,1
628,1626159,Justise Winslow,2
629,1626161,Willie Cauley-Stein,2
630,1626162,Kelly Oubre,2
631,1626163,Frank Kaminsky,2
632,1626164,Devin Booker,3
633,1626166,Cameron Payne,3
634,1626167,Myles Turner,1
635,1626168,Trey Lyles,2
636,1626169,Stanley Johnson,3
637,1626170,Jerian Grant,3
638,1626171,Bobby Portis,1
640,1626173,Rashad Vaughn,2
644,1626178,Rondae Hollis-Jefferson,2
645,1626179,Terry Rozier,3
646,1626181,Norman Powell,3
648,1626185,Jarell Martin,2
649,1626191,Chris McCullough,2
652,1626196,Josh Richardson,2
653,1626199,Darrun Hilliard,3
654,1626202,Joe Young,3
656,1626204,Larry Nance Jr.,2
657,1626209,Mario Hezonja,2
659,1626214,Bryce Dejean-Jones,2
661,1626245,Cristiano Felicio,1
662,1626246,Boban Marjanovic,1
664,1626253,Axel Toupane,2
666,1626257,Salah Mejri,1
669,1626273,Marcelo Huertas,3
671,1627098,Malcolm Delaney,3
676,1627734,Domantas Sabonis,2
679,1627737,Marquese Chriss,2
681,1627739,Kris Dunn,3
683,1627741,Buddy Hield,2
684,1627742,Brandon Ingram,3
692,1627750,Jamal Murray,3
700,1627759,Jaylen Brown,2
703,1627763,Malcolm Brogdon,2
713,1627783,Pascal Siakam,2
