,FGA_l,FTA_l,MIN_TOT,OREB_l,TOV_l,lineup_ids,lineup_names,points_allowed,points_scored
3725,9.9,0.0,4.2,0.9,0.0,2736 - 201150 - 202681 - 101127 - 203079,"Deng,Luol - Hawes,Spencer - Irving,Kyrie - Jack,Jarrett - Waiters,Dion",6.0,8.1
3726,4.0,0.0,2.8,0.0,1.0,2736 - 201150 - 101127 - 2760 - 203079,"Deng,Luol - Hawes,Spencer - Jack,Jarrett - Varejao,Anderson - Waiters,Dion",4.0,2.0
3727,3.0,2.0,2.6,0.0,1.0,201947 - 203521 - 202681 - 101127 - 203092,"Clark,Earl - Dellavedova,Matthew - Irving,Kyrie - Jack,Jarrett - Zeller,Tyler",11.0,2.0
3728,6.9,0.9,3.9,0.9,0.9,201947 - 202681 - 202684 - 203079 - 203092,"Clark,Earl - Irving,Kyrie - Thompson,Tristan - Waiters,Dion - Zeller,Tyler",7.2,5.1
3729,11.9,6.3,9.1,0.0,2.8,203521 - 2736 - 201150 - 101127 - 202684,"Dellavedova,Matthew - Deng,Luol - Hawes,Spencer - Jack,Jarrett - Thompson,Tristan",25.2,18.2
3730,5.0,2.0,2.6,2.0,1.0,203521 - 202087 - 201150 - 202681 - 202684,"Dellavedova,Matthew - Gee,Alonzo - Hawes,Spencer - Irving,Kyrie - Thompson,Tristan",1.0,6.0
3731,11.0,4.0,6.5,3.0,2.0,203521 - 202087 - 202684 - 2760 - 203079,"Dellavedova,Matthew - Gee,Alonzo - Thompson,Tristan - Varejao,Anderson - Waiters,Dion",12.0,12.0
3732,5.1,3.9,3.9,0.9,3.9,2736 - 101127 - 2760 - 203079 - 203092,"Deng,Luol - Jack,Jarrett - Varejao,Anderson - Waiters,Dion - Zeller,Tyler",9.9,3.9
3733,5.1,0.0,3.9,0.0,0.9,202087 - 101127 - 101139 - 202684 - 2760,"Gee,Alonzo - Jack,Jarrett - Miles,CJ - Thompson,Tristan - Varejao,Anderson",13.8,6.9
3734,12.0,5.2,5.2,2.0,2.0,202681 - 101139 - 202684 - 203079 - 203092,"Irving,Kyrie - Miles,CJ - Thompson,Tristan - Waiters,Dion - Zeller,Tyler",8.0,13.2
3735,4.0,0.0,2.4,0.0,2.0,203461 - 202087 - 202681 - 101127 - 203092,"Bennett,Anthony - Gee,Alonzo - Irving,Kyrie - Jack,Jarrett - Zeller,Tyler",9.0,2.0
3736,4.0,2.0,2.4,0.0,0.0,203461 - 202087 - 101127 - 2760 - 203079,"Bennett,Anthony - Gee,Alonzo - Jack,Jarrett - Varejao,Anderson - Waiters,Dion",2.0,5.0
3737,4.0,0.0,2.4,1.0,1.0,101115 - 203521 - 202087 - 202681 - 2760,"Bynum,Andrew - Dellavedova,Matthew - Gee,Alonzo - Irving,Kyrie - Varejao,Anderson",9.0,0.0
3738,6.9,0.0,3.6,0.0,0.9,201947 - 203521 - 101127 - 202684 - 203079,"Clark,Earl - Dellavedova,Matthew - Jack,Jarrett - Thompson,Tristan - Waiters,Dion",6.0,3.9
3739,15.0,4.0,6.0,4.0,2.0,201947 - 202681 - 101127 - 202684 - 203079,"Clark,Earl - Irving,Kyrie - Jack,Jarrett - Thompson,Tristan - Waiters,Dion",12.0,12.0
3740,6.0,0.0,3.6,0.9,0.0,203521 - 2736 - 201150 - 202684 - 203079,"Dellavedova,Matthew - Deng,Luol - Hawes,Spencer - Thompson,Tristan - Waiters,Dion",3.0,6.0
3741,3.9,3.9,3.6,0.0,0.9,203521 - 2736 - 101127 - 2760 - 203092,"Dellavedova,Matthew - Deng,Luol - Jack,Jarrett - Varejao,Anderson - Zeller,Tyler",3.9,9.0
3742,3.0,4.0,2.4,0.0,0.0,203521 - 202681 - 101139 - 202684 - 203092,"Dellavedova,Matthew - Irving,Kyrie - Miles,CJ - Thompson,Tristan - Zeller,Tyler",10.0,11.0
3743,10.8,10.2,7.2,1.8,1.2,2736 - 101127 - 202684 - 2760 - 203079,"Deng,Luol - Jack,Jarrett - Thompson,Tristan - Varejao,Anderson - Waiters,Dion",15.0,15.0
3744,5.1,2.1,3.0,0.9,2.1,203461 - 203521 - 101139 - 202684 - 203079,"Bennett,Anthony - Dellavedova,Matthew - Miles,CJ - Thompson,Tristan - Waiters,Dion",2.1,8.1
3745,6.0,0.0,4.0,1.2,1.2,101115 - 202087 - 202681 - 2760 - 203079,"Bynum,Andrew - Gee,Alonzo - Irving,Kyrie - Varejao,Anderson - Waiters,Dion",6.0,6.0
3746,6.9,2.1,3.0,2.1,0.9,203521 - 202681 - 101127 - 202684 - 203092,"Dellavedova,Matthew - Irving,Kyrie - Jack,Jarrett - Thompson,Tristan - Zeller,Tyler",11.1,6.0
3747,3.9,0.0,2.7,0.9,3.0,101115 - 202087 - 101127 - 101139 - 2760,"Bynum,Andrew - Gee,Alonzo - Jack,Jarrett - Miles,CJ - Varejao,Anderson",9.9,0.0
3748,7.2,4.0,3.6,2.0,0.0,203521 - 202087 - 101127 - 2760 - 203079,"Dellavedova,Matthew - Gee,Alonzo - Jack,Jarrett - Varejao,Anderson - Waiters,Dion",8.0,6.0
3749,6.0,3.9,2.4,2.1,0.9,203521 - 202087 - 101127 - 202684 - 2760,"Dellavedova,Matthew - Gee,Alonzo - Jack,Jarrett - Thompson,Tristan - Varejao,Anderson",6.0,3.9
3750,48.0,14.0,29.6,3.0,8.0,2564 - 1495 - 201980 - 202709 - 2225,"Diaw,Boris - Duncan,Tim - Green,Danny - Joseph,Cory - Parker,Tony",57.0,55.0
3751,86.0,14.0,49.5,8.0,17.0,201158 - 2564 - 1495 - 201980 - 202709,"Belinelli,Marco - Diaw,Boris - Duncan,Tim - Green,Danny - Joseph,Cory",96.0,94.0
3752,13.0,5.0,9.1,2.0,3.0,201158 - 201986 - 201980 - 202709 - 201168,"Belinelli,Marco - De Colo,Nando - Green,Danny - Joseph,Cory - Splitter,Tiago",13.0,22.0
3753,459.0,84.0,261.0,45.0,72.0,1495 - 201980 - 202695 - 2225 - 201168,"Duncan,Tim - Green,Danny - Leonard,Kawhi - Parker,Tony - Splitter,Tiago",462.0,534.0
3754,15.0,3.0,8.1,1.0,3.0,201965 - 203382 - 201948 - 2564 - 202709,"Ayres,Jeff - Baynes,Aron - Daye,Austin - Diaw,Boris - Joseph,Cory",21.0,23.0
3755,85.2,10.2,46.8,10.8,16.8,201965 - 1495 - 201980 - 202695 - 2225,"Ayres,Jeff - Duncan,Tim - Green,Danny - Leonard,Kawhi - Parker,Tony",91.2,87.0
3756,16.0,0.0,7.6,2.0,2.0,201948 - 201980 - 202695 - 2225 - 201168,"Daye,Austin - Green,Danny - Leonard,Kawhi - Parker,Tony - Splitter,Tiago",21.0,13.0
3757,50.0,20.0,30.0,9.2,12.0,1495 - 201980 - 202709 - 202695 - 201168,"Duncan,Tim - Green,Danny - Joseph,Cory - Leonard,Kawhi - Splitter,Tiago",61.2,63.2
3758,12.0,6.0,7.1,1.0,1.0,201965 - 203382 - 201948 - 202345 - 202709,"Ayres,Jeff - Baynes,Aron - Daye,Austin - James,Damion - Joseph,Cory",16.0,17.0
3759,11.0,3.0,7.1,1.0,2.0,201986 - 2564 - 1495 - 202709 - 202695,"De Colo,Nando - Diaw,Boris - Duncan,Tim - Joseph,Cory - Leonard,Kawhi",13.0,14.0
3760,13.0,3.0,6.9,1.0,2.0,201158 - 2588 - 201986 - 2564 - 202709,"Belinelli,Marco - Bonner,Matt - De Colo,Nando - Diaw,Boris - Joseph,Cory",12.0,11.0
3761,13.0,0.0,6.6,1.0,2.0,201965 - 2588 - 202709 - 202695 - 201988,"Ayres,Jeff - Bonner,Matt - Joseph,Cory - Leonard,Kawhi - Mills,Patty",8.0,12.0
3762,236.0,44.0,130.0,30.0,34.0,201158 - 1495 - 202695 - 2225 - 201168,"Belinelli,Marco - Duncan,Tim - Leonard,Kawhi - Parker,Tony - Splitter,Tiago",250.0,264.0
3763,17.0,2.0,6.4,4.0,2.0,203382 - 201158 - 201986 - 2564 - 202709,"Baynes,Aron - Belinelli,Marco - De Colo,Nando - Diaw,Boris - Joseph,Cory",19.0,18.0
3764,24.0,4.0,12.4,4.0,4.0,203382 - 2588 - 200769 - 201980 - 201988,"Baynes,Aron - Bonner,Matt - Brown,Shannon - Green,Danny - Mills,Patty",19.0,30.0
3765,14.0,3.0,6.2,3.0,0.0,201986 - 2564 - 1495 - 201980 - 202709,"De Colo,Nando - Diaw,Boris - Duncan,Tim - Green,Danny - Joseph,Cory",8.0,17.0
3766,9.0,8.0,5.8,1.0,0.0,203382 - 201158 - 1495 - 202345 - 2225,"Baynes,Aron - Belinelli,Marco - Duncan,Tim - James,Damion - Parker,Tony",16.0,13.0
3767,12.0,0.0,5.8,2.0,1.0,203382 - 201986 - 1495 - 201980 - 2225,"Baynes,Aron - De Colo,Nando - Duncan,Tim - Green,Danny - Parker,Tony",11.0,8.0
3768,8.0,0.0,5.7,1.0,3.0,201965 - 201986 - 1495 - 201785 - 2225,"Ayres,Jeff - De Colo,Nando - Duncan,Tim - Jeffers,Othyus - Parker,Tony",11.0,10.0
3769,18.0,3.0,11.4,1.0,4.0,203382 - 2564 - 1495 - 1938 - 2225,"Baynes,Aron - Diaw,Boris - Duncan,Tim - Ginobili,Manu - Parker,Tony",22.0,20.0
3770,19.0,4.0,11.2,3.0,4.0,201965 - 201158 - 201948 - 202695 - 201988,"Ayres,Jeff - Belinelli,Marco - Daye,Austin - Leonard,Kawhi - Mills,Patty",18.0,36.0
3771,97.0,17.0,54.0,8.0,15.0,203382 - 201158 - 2564 - 1938 - 201988,"Baynes,Aron - Belinelli,Marco - Diaw,Boris - Ginobili,Manu - Mills,Patty",109.0,148.0
3772,29.1,12.9,16.2,5.1,3.0,203382 - 2588 - 201986 - 201785 - 202709,"Baynes,Aron - Bonner,Matt - De Colo,Nando - Jeffers,Othyus - Joseph,Cory",31.8,45.9
3773,10.0,3.0,5.3,3.0,3.0,201965 - 201158 - 2588 - 2564 - 201988,"Ayres,Jeff - Belinelli,Marco - Bonner,Matt - Diaw,Boris - Mills,Patty",8.0,14.0
3774,21.0,7.0,10.6,2.0,1.0,203382 - 2564 - 1938 - 201980 - 201988,"Baynes,Aron - Diaw,Boris - Ginobili,Manu - Green,Danny - Mills,Patty",26.0,25.0
3775,20.0,4.0,10.6,4.0,1.0,203382 - 1495 - 201980 - 202695 - 2225,"Baynes,Aron - Duncan,Tim - Green,Danny - Leonard,Kawhi - Parker,Tony",17.0,20.0
3776,14.0,4.0,10.6,0.0,6.0,2564 - 1495 - 1938 - 201988 - 2225,"Diaw,Boris - Duncan,Tim - Ginobili,Manu - Mills,Patty - Parker,Tony",12.0,23.0
3777,16.0,5.0,10.4,1.0,3.0,201965 - 2588 - 201986 - 202709 - 201988,"Ayres,Jeff - Bonner,Matt - De Colo,Nando - Joseph,Cory - Mills,Patty",33.0,30.0
3778,10.0,2.0,5.2,0.0,0.0,2588 - 201980 - 202709 - 202695 - 201168,"Bonner,Matt - Green,Danny - Joseph,Cory - Leonard,Kawhi - Splitter,Tiago",9.0,17.0
3779,74.4,15.2,40.8,7.2,12.8,2564 - 201980 - 202695 - 2225 - 201168,"Diaw,Boris - Green,Danny - Leonard,Kawhi - Parker,Tony - Splitter,Tiago",72.0,80.8
3780,27.0,6.0,15.0,6.9,3.9,201965 - 203382 - 2588 - 202709 - 201988,"Ayres,Jeff - Baynes,Aron - Bonner,Matt - Joseph,Cory - Mills,Patty",31.2,32.1
3781,14.0,0.0,10.0,0.0,8.0,201965 - 201158 - 1495 - 201980 - 2225,"Ayres,Jeff - Belinelli,Marco - Duncan,Tim - Green,Danny - Parker,Tony",21.0,14.0
3782,21.0,3.0,10.0,1.0,0.0,201965 - 2564 - 201980 - 202695 - 201988,"Ayres,Jeff - Diaw,Boris - Green,Danny - Leonard,Kawhi - Mills,Patty",18.0,31.0
3783,7.0,0.0,5.0,0.0,2.0,200769 - 1495 - 202709 - 2225 - 201168,"Brown,Shannon - Duncan,Tim - Joseph,Cory - Parker,Tony - Splitter,Tiago",9.0,8.0
3784,11.0,2.0,4.9,2.0,0.0,201965 - 201948 - 1938 - 202709 - 201988,"Ayres,Jeff - Daye,Austin - Ginobili,Manu - Joseph,Cory - Mills,Patty",9.0,12.0
3785,7.0,1.0,4.9,1.0,3.0,201965 - 201986 - 1938 - 201988 - 202952,"Ayres,Jeff - De Colo,Nando - Ginobili,Manu - Mills,Patty - Thomas,Malcolm",10.0,12.0
3786,29.2,10.0,19.2,2.0,9.2,201965 - 203382 - 201986 - 202709 - 201988,"Ayres,Jeff - Baynes,Aron - De Colo,Nando - Joseph,Cory - Mills,Patty",48.4,39.2
3787,39.0,10.0,24.0,5.0,8.0,201965 - 201158 - 1495 - 202695 - 2225,"Ayres,Jeff - Belinelli,Marco - Duncan,Tim - Leonard,Kawhi - Parker,Tony",58.0,46.0
3788,16.0,6.0,9.6,3.0,3.0,201965 - 2588 - 201948 - 202345 - 202709,"Ayres,Jeff - Bonner,Matt - Daye,Austin - James,Damion - Joseph,Cory",24.0,20.0
3789,7.0,2.0,4.8,0.0,3.0,201158 - 2564 - 1938 - 201980 - 202709,"Belinelli,Marco - Diaw,Boris - Ginobili,Manu - Green,Danny - Joseph,Cory",6.0,12.0
3790,7.0,2.0,4.7,1.0,1.0,203382 - 201986 - 202709 - 201988 - 202952,"Baynes,Aron - De Colo,Nando - Joseph,Cory - Mills,Patty - Thomas,Malcolm",5.0,13.0
3791,153.3,37.8,96.6,10.5,35.7,201965 - 201158 - 2564 - 1938 - 201988,"Ayres,Jeff - Belinelli,Marco - Diaw,Boris - Ginobili,Manu - Mills,Patty",197.4,224.7
3792,18.0,1.0,9.2,2.0,3.0,203382 - 201158 - 2588 - 1938 - 201988,"Baynes,Aron - Belinelli,Marco - Bonner,Matt - Ginobili,Manu - Mills,Patty",24.0,12.0
3793,58.4,14.4,36.8,3.2,8.0,201158 - 2564 - 1495 - 202709 - 2225,"Belinelli,Marco - Diaw,Boris - Duncan,Tim - Joseph,Cory - Parker,Tony",72.0,84.8
3794,323.4,105.0,193.2,29.4,46.2,2564 - 1495 - 1938 - 202695 - 2225,"Diaw,Boris - Duncan,Tim - Ginobili,Manu - Leonard,Kawhi - Parker,Tony",407.4,441.0
3795,14.0,1.0,9.0,0.0,1.0,203382 - 201158 - 201948 - 2564 - 202709,"Baynes,Aron - Belinelli,Marco - Daye,Austin - Diaw,Boris - Joseph,Cory",19.0,21.0
3796,190.9,29.9,103.5,23.0,29.9,2564 - 1495 - 201980 - 202695 - 2225,"Diaw,Boris - Duncan,Tim - Green,Danny - Leonard,Kawhi - Parker,Tony",177.1,239.2
3797,12.0,2.0,8.8,2.0,6.0,2588 - 201986 - 2564 - 202709 - 201988,"Bonner,Matt - De Colo,Nando - Diaw,Boris - Joseph,Cory - Mills,Patty",21.0,10.0
3798,35.2,7.2,17.2,11.2,4.0,201158 - 2564 - 1495 - 201988 - 2225,"Belinelli,Marco - Diaw,Boris - Duncan,Tim - Mills,Patty - Parker,Tony",39.2,27.2
3799,5.0,4.0,4.3,0.0,2.0,2588 - 201986 - 1495 - 1938 - 201988,"Bonner,Matt - De Colo,Nando - Duncan,Tim - Ginobili,Manu - Mills,Patty",10.0,8.0
3800,5.0,2.0,4.3,1.0,1.0,2588 - 2564 - 1495 - 201988 - 2225,"Bonner,Matt - Diaw,Boris - Duncan,Tim - Mills,Patty - Parker,Tony",6.0,7.0
3801,27.9,0.0,12.9,3.9,2.1,2588 - 1938 - 202695 - 2225 - 201168,"Bonner,Matt - Ginobili,Manu - Leonard,Kawhi - Parker,Tony - Splitter,Tiago",19.2,23.1
3802,22.0,6.0,16.8,5.2,12.0,201965 - 201158 - 1495 - 202709 - 2225,"Ayres,Jeff - Belinelli,Marco - Duncan,Tim - Joseph,Cory - Parker,Tony",27.2,29.2
3803,8.0,1.0,4.2,0.0,1.0,201965 - 2564 - 1938 - 202345 - 202709,"Ayres,Jeff - Diaw,Boris - Ginobili,Manu - James,Damion - Joseph,Cory",7.0,11.0
3804,9.0,0.0,4.2,3.0,4.0,203382 - 201158 - 2564 - 1938 - 202709,"Baynes,Aron - Belinelli,Marco - Diaw,Boris - Ginobili,Manu - Joseph,Cory",7.0,8.0
3805,6.0,1.0,4.2,0.0,1.0,201158 - 200769 - 201980 - 202709 - 201168,"Belinelli,Marco - Brown,Shannon - Green,Danny - Joseph,Cory - Splitter,Tiago",10.0,2.0
3806,6.0,0.0,4.2,1.0,2.0,201158 - 2564 - 1495 - 201785 - 2225,"Belinelli,Marco - Diaw,Boris - Duncan,Tim - Jeffers,Othyus - Parker,Tony",8.0,6.0
3807,151.8,27.6,96.6,6.9,34.5,201158 - 2564 - 1495 - 202695 - 2225,"Belinelli,Marco - Diaw,Boris - Duncan,Tim - Leonard,Kawhi - Parker,Tony",204.7,211.6
3808,7.0,4.0,4.2,1.0,0.0,2588 - 1495 - 201980 - 201988 - 2225,"Bonner,Matt - Duncan,Tim - Green,Danny - Mills,Patty - Parker,Tony",7.0,12.0
3809,21.0,3.9,12.3,3.9,6.9,201965 - 201980 - 202695 - 2225 - 201168,"Ayres,Jeff - Green,Danny - Leonard,Kawhi - Parker,Tony - Splitter,Tiago",21.9,30.9
3810,7.0,0.0,4.1,1.0,1.0,203382 - 2564 - 201785 - 202709 - 201988,"Baynes,Aron - Diaw,Boris - Jeffers,Othyus - Joseph,Cory - Mills,Patty",3.0,11.0
3811,6.0,1.0,4.1,0.0,1.0,2588 - 2564 - 201988 - 2225 - 201168,"Bonner,Matt - Diaw,Boris - Mills,Patty - Parker,Tony - Splitter,Tiago",7.0,9.0
3812,15.0,0.0,8.2,1.0,4.0,1495 - 201980 - 202709 - 2225 - 201168,"Duncan,Tim - Green,Danny - Joseph,Cory - Parker,Tony - Splitter,Tiago",21.0,12.0
3813,40.0,4.0,20.5,3.0,3.0,1495 - 201980 - 202695 - 201988 - 201168,"Duncan,Tim - Green,Danny - Leonard,Kawhi - Mills,Patty - Splitter,Tiago",29.0,46.0
3814,4.0,2.0,4.0,0.0,3.0,201965 - 203382 - 1938 - 201980 - 202709,"Ayres,Jeff - Baynes,Aron - Ginobili,Manu - Green,Danny - Joseph,Cory",15.0,7.0
3815,17.0,0.0,8.0,3.0,3.0,201965 - 1938 - 201980 - 202695 - 201988,"Ayres,Jeff - Ginobili,Manu - Green,Danny - Leonard,Kawhi - Mills,Patty",8.0,17.0
3816,21.0,5.1,12.0,2.1,0.9,203382 - 2588 - 201980 - 202709 - 201988,"Baynes,Aron - Bonner,Matt - Green,Danny - Joseph,Cory - Mills,Patty",39.0,21.0
3817,36.0,9.0,20.0,3.0,4.0,201158 - 1495 - 201980 - 2225 - 201168,"Belinelli,Marco - Duncan,Tim - Green,Danny - Parker,Tony - Splitter,Tiago",37.0,39.0
3818,20.1,5.1,12.0,3.9,3.9,201158 - 1495 - 202709 - 202695 - 201168,"Belinelli,Marco - Duncan,Tim - Joseph,Cory - Leonard,Kawhi - Splitter,Tiago",36.9,30.0
3819,41.3,14.7,28.0,4.2,11.2,2564 - 1495 - 1938 - 202709 - 202695,"Diaw,Boris - Duncan,Tim - Ginobili,Manu - Joseph,Cory - Leonard,Kawhi",56.0,56.7
3820,13.0,6.0,7.8,0.0,2.0,201965 - 201158 - 200769 - 2564 - 201988,"Ayres,Jeff - Belinelli,Marco - Brown,Shannon - Diaw,Boris - Mills,Patty",18.0,23.0
3821,7.0,0.0,3.9,0.0,1.0,201158 - 1495 - 201980 - 202709 - 201168,"Belinelli,Marco - Duncan,Tim - Green,Danny - Joseph,Cory - Splitter,Tiago",7.0,5.0
3822,9.0,0.0,3.9,2.0,1.0,201986 - 2564 - 1495 - 201980 - 2225,"De Colo,Nando - Diaw,Boris - Duncan,Tim - Green,Danny - Parker,Tony",2.0,2.0
3823,16.0,3.0,7.6,2.0,0.0,201965 - 203382 - 201158 - 1938 - 201988,"Ayres,Jeff - Baynes,Aron - Belinelli,Marco - Ginobili,Manu - Mills,Patty",13.0,18.0
3824,46.2,6.3,26.6,4.2,7.0,201965 - 201158 - 2564 - 202709 - 201988,"Ayres,Jeff - Belinelli,Marco - Diaw,Boris - Joseph,Cory - Mills,Patty",52.5,58.8
3825,15.9,5.1,11.4,3.0,6.9,203382 - 2564 - 201980 - 202695 - 201988,"Baynes,Aron - Diaw,Boris - Green,Danny - Leonard,Kawhi - Mills,Patty",24.9,15.9
3826,6.0,1.0,3.8,2.0,1.0,2564 - 1938 - 201980 - 202695 - 201988,"Diaw,Boris - Ginobili,Manu - Green,Danny - Leonard,Kawhi - Mills,Patty",8.0,9.0
3827,7.0,3.0,3.7,1.0,1.0,201965 - 201158 - 200769 - 1495 - 2225,"Ayres,Jeff - Belinelli,Marco - Brown,Shannon - Duncan,Tim - Parker,Tony",5.0,9.0
3828,4.0,4.0,3.7,0.0,0.0,201158 - 2588 - 200769 - 1495 - 201988,"Belinelli,Marco - Bonner,Matt - Brown,Shannon - Duncan,Tim - Mills,Patty",7.0,8.0
3829,9.0,1.0,3.7,1.0,2.0,1495 - 201980 - 202695 - 201988 - 2225,"Duncan,Tim - Green,Danny - Leonard,Kawhi - Mills,Patty - Parker,Tony",7.0,6.0
3830,6.0,2.0,3.6,1.0,0.0,201965 - 203382 - 201948 - 202709 - 201988,"Ayres,Jeff - Baynes,Aron - Daye,Austin - Joseph,Cory - Mills,Patty",9.0,5.0
3831,27.0,5.0,18.0,3.0,6.0,201965 - 201158 - 2588 - 202709 - 201988,"Ayres,Jeff - Belinelli,Marco - Bonner,Matt - Joseph,Cory - Mills,Patty",51.0,33.0
3832,5.0,0.0,3.6,0.0,4.0,201965 - 201158 - 201948 - 201980 - 201988,"Ayres,Jeff - Belinelli,Marco - Daye,Austin - Green,Danny - Mills,Patty",7.0,5.0
3833,9.0,2.0,3.6,2.0,1.0,203382 - 201158 - 2564 - 201988 - 2225,"Baynes,Aron - Belinelli,Marco - Diaw,Boris - Mills,Patty - Parker,Tony",10.0,6.0
3834,7.0,0.0,3.6,0.0,2.0,203382 - 2564 - 1938 - 201988 - 2225,"Baynes,Aron - Diaw,Boris - Ginobili,Manu - Mills,Patty - Parker,Tony",6.0,12.0
3835,7.0,3.0,3.6,1.0,0.0,201158 - 201986 - 2564 - 201988 - 201168,"Belinelli,Marco - De Colo,Nando - Diaw,Boris - Mills,Patty - Splitter,Tiago",6.0,8.0
3836,63.8,13.2,39.6,9.9,7.7,201158 - 2564 - 1495 - 201980 - 2225,"Belinelli,Marco - Diaw,Boris - Duncan,Tim - Green,Danny - Parker,Tony",84.7,83.6
3837,24.0,4.0,14.4,5.2,4.0,1495 - 1938 - 202695 - 201988 - 201168,"Duncan,Tim - Ginobili,Manu - Leonard,Kawhi - Mills,Patty - Splitter,Tiago",26.0,28.0
3838,9.0,6.0,7.0,1.0,1.0,201965 - 2588 - 200769 - 201986 - 202709,"Ayres,Jeff - Bonner,Matt - Brown,Shannon - De Colo,Nando - Joseph,Cory",11.0,15.0
3839,63.8,31.9,38.5,5.5,12.1,201965 - 2564 - 1938 - 201980 - 201988,"Ayres,Jeff - Diaw,Boris - Ginobili,Manu - Green,Danny - Mills,Patty",62.7,90.2
3840,15.9,6.0,10.5,0.9,3.9,201158 - 2564 - 1495 - 202709 - 202695,"Belinelli,Marco - Diaw,Boris - Duncan,Tim - Joseph,Cory - Leonard,Kawhi",21.0,27.0
3841,5.0,0.0,3.5,0.0,1.0,201158 - 1495 - 1938 - 201980 - 202695,"Belinelli,Marco - Duncan,Tim - Ginobili,Manu - Green,Danny - Leonard,Kawhi",4.0,3.0
3842,6.0,2.0,3.5,1.0,0.0,201158 - 1495 - 1938 - 202709 - 201988,"Belinelli,Marco - Duncan,Tim - Ginobili,Manu - Joseph,Cory - Mills,Patty",3.0,8.0
3843,12.0,6.0,10.5,0.0,5.1,201158 - 201980 - 202709 - 201988 - 201168,"Belinelli,Marco - Green,Danny - Joseph,Cory - Mills,Patty - Splitter,Tiago",33.0,21.0
3844,170.0,40.0,87.5,32.5,30.0,1495 - 1938 - 202695 - 2225 - 201168,"Duncan,Tim - Ginobili,Manu - Leonard,Kawhi - Parker,Tony - Splitter,Tiago",190.0,175.0
3845,25.2,11.2,13.6,4.0,2.0,201965 - 203382 - 201158 - 2588 - 202709,"Ayres,Jeff - Baynes,Aron - Belinelli,Marco - Bonner,Matt - Joseph,Cory",32.0,34.0
3846,6.0,0.0,3.4,0.0,0.0,201158 - 2588 - 1495 - 202345 - 202709,"Belinelli,Marco - Bonner,Matt - Duncan,Tim - James,Damion - Joseph,Cory",9.0,7.0
3847,43.2,20.0,27.2,4.0,6.4,2588 - 1495 - 201980 - 202695 - 2225,"Bonner,Matt - Duncan,Tim - Green,Danny - Leonard,Kawhi - Parker,Tony",61.6,68.8
3848,6.0,2.0,3.4,1.0,0.0,2588 - 201980 - 201988 - 2225 - 201168,"Bonner,Matt - Green,Danny - Mills,Patty - Parker,Tony - Splitter,Tiago",2.0,12.0
3849,13.0,0.0,6.8,2.0,3.0,2564 - 1495 - 201980 - 202709 - 202695,"Diaw,Boris - Duncan,Tim - Green,Danny - Joseph,Cory - Leonard,Kawhi",13.0,12.0
3850,69.3,28.6,37.4,11.0,5.5,2564 - 1938 - 201980 - 201988 - 201168,"Diaw,Boris - Ginobili,Manu - Green,Danny - Mills,Patty - Splitter,Tiago",68.2,94.6
3851,5.0,0.0,3.4,0.0,3.0,1495 - 1938 - 201980 - 202695 - 201168,"Duncan,Tim - Ginobili,Manu - Green,Danny - Leonard,Kawhi - Splitter,Tiago",8.0,9.0
3852,6.0,1.0,3.3,0.0,1.0,201965 - 201158 - 202345 - 202709 - 202695,"Ayres,Jeff - Belinelli,Marco - James,Damion - Joseph,Cory - Leonard,Kawhi",7.0,9.0
3853,4.0,0.0,3.3,0.0,1.0,203382 - 201158 - 2564 - 1938 - 201980,"Baynes,Aron - Belinelli,Marco - Diaw,Boris - Ginobili,Manu - Green,Danny",2.0,7.0
3854,5.0,1.0,3.3,0.0,0.0,201158 - 2564 - 1938 - 202695 - 201988,"Belinelli,Marco - Diaw,Boris - Ginobili,Manu - Leonard,Kawhi - Mills,Patty",10.0,6.0
3855,8.0,3.0,3.2,3.0,2.0,201965 - 203382 - 200769 - 201986 - 202709,"Ayres,Jeff - Baynes,Aron - Brown,Shannon - De Colo,Nando - Joseph,Cory",6.0,6.0
3856,42.7,4.9,22.4,4.9,7.7,201965 - 201158 - 2588 - 1938 - 201988,"Ayres,Jeff - Belinelli,Marco - Bonner,Matt - Ginobili,Manu - Mills,Patty",43.4,53.2
3857,8.0,0.0,3.2,1.0,0.0,201965 - 201158 - 2564 - 202345 - 202709,"Ayres,Jeff - Belinelli,Marco - Diaw,Boris - James,Damion - Joseph,Cory",9.0,8.0
3858,6.0,1.0,3.2,0.0,1.0,201965 - 2588 - 200769 - 1938 - 201988,"Ayres,Jeff - Bonner,Matt - Brown,Shannon - Ginobili,Manu - Mills,Patty",5.0,5.0
3859,8.0,1.0,3.2,1.0,0.0,201965 - 201948 - 201980 - 202695 - 2225,"Ayres,Jeff - Daye,Austin - Green,Danny - Leonard,Kawhi - Parker,Tony",8.0,15.0
3860,34.2,10.8,19.2,3.0,3.0,201965 - 1495 - 1938 - 202695 - 2225,"Ayres,Jeff - Duncan,Tim - Ginobili,Manu - Leonard,Kawhi - Parker,Tony",39.0,49.8
3861,6.0,0.0,3.2,1.0,2.0,203382 - 201158 - 201986 - 201988 - 202952,"Baynes,Aron - Belinelli,Marco - De Colo,Nando - Mills,Patty - Thomas,Malcolm",11.0,8.0
3862,6.0,1.0,3.2,0.0,0.0,203382 - 201158 - 2564 - 202345 - 202709,"Baynes,Aron - Belinelli,Marco - Diaw,Boris - James,Damion - Joseph,Cory",4.0,12.0
