,age,display_name,dleague_flag,first_name,height,last_name,position,roster_status,season_exp,team_id,team_name,weight,attempt_RA,attempt_corner_3,attempt_mid,attempt_non_corner_3,attempt_paint,made_RA,made_corner_3,made_mid,made_non_corner_3,made_paint,ast,blk,blk_a,dreb,fta,ftm,gp,min_game,oreb,pf,pfd,reb,stl,tov,d_fga_mid,d_fga_overall,d_fga_paint,d_fga_perim,d_fga_threes,d_fgm_mid,d_fgm_overall,d_fgm_paint,d_fgm_perim,d_fgm_threes,d_freq_mid,d_freq_paint,d_freq_perim,d_freq_threes,blk_pos,dreb_pos,oreb_pos,stl_pos,ast_shot_made,pos,player_id
258,10764,Marcus Thornton,N,Marcus,76,Thornton,Guard-Forward,Active,7,1610612764,Wizards,205,121,60,92,209,59,66,23,36,68,23,1.4,0.1,0.3,1.8,1.3,1.1,61.0,18.2,0.6,1.5,0.9,2.5,0.8,0.8,0.99,5.07,1.27,2.81,2.03,0.54,2.34,0.85,0.95,0.59,0.194,0.251,0.555,0.401,0.002,0.047,0.016,0.02,131,2108.66,201977
259,10412,Chase Budinger,N,Chase,79,Budinger,Forward,Active,7,1610612756,Suns,209,94,37,32,49,27,63,10,11,14,6,1.0,0.2,0.2,1.6,0.8,0.6,66.0,14.1,0.7,0.9,0.7,2.3,0.5,0.7,1.13,4.63,1.05,2.45,1.58,0.37,1.94,0.68,0.89,0.5,0.244,0.226,0.53,0.341,0.005,0.056,0.022,0.017,71,1683.2,201978
260,10747,Danny Green,Y,Danny,78,Green,Guard-Forward,Active,7,1610612759,Spurs,215,101,112,84,235,27,58,35,27,80,10,1.8,0.8,0.3,3.2,0.6,0.4,79.0,26.1,0.6,1.8,0.8,3.8,1.0,0.9,2.13,9.47,2.78,4.56,2.65,0.82,4.16,1.54,1.8,0.96,0.225,0.294,0.481,0.279,0.016,0.063,0.012,0.019,180,3825.572,201980
261,10331,Patty Mills,Y,Patty,72,Mills,Guard,Active,7,1610612759,Spurs,185,92,84,185,236,15,58,32,74,91,5,2.8,0.1,0.1,1.6,0.7,0.6,81.0,20.5,0.3,1.3,1.5,2.0,0.7,0.9,1.63,5.72,1.14,2.95,1.74,0.74,2.62,0.88,1.0,0.53,0.285,0.199,0.516,0.305,0.002,0.039,0.008,0.018,164,2981.596,201988
262,11157,Garrett Temple,Y,Garrett,78,Temple,Guard,Active,6,1610612758,Kings,195,144,124,78,134,25,78,45,26,44,8,1.8,0.2,0.4,2.2,1.6,1.1,80.0,24.4,0.5,2.4,1.7,2.7,0.9,0.8,1.4,8.45,1.99,5.06,3.19,0.51,3.81,1.21,2.09,1.37,0.166,0.235,0.599,0.378,0.004,0.043,0.009,0.017,148,3768.116,202066
263,10998,Wesley Matthews,N,Wesley,77,Matthews,Guard-Forward,Active,7,1610612742,Mavericks,220,99,156,151,369,79,51,65,62,124,29,1.9,0.2,0.5,2.7,1.9,1.6,78.0,33.9,0.3,2.3,1.9,3.1,1.0,1.0,2.11,9.96,1.73,6.12,3.92,1.0,4.31,1.25,2.06,1.38,0.213,0.173,0.614,0.394,0.003,0.04,0.005,0.015,226,4901.032,202083
264,10771,Alonzo Gee,Y,Alonzo,78,Gee,Forward,Active,7,1610612743,Nuggets,225,151,54,28,7,15,103,16,7,1,5,1.0,0.2,0.3,2.5,0.9,0.6,73.0,22.4,0.8,2.3,0.7,3.4,0.9,0.8,1.42,6.92,1.7,3.8,2.52,0.59,3.08,1.14,1.35,0.86,0.204,0.246,0.55,0.365,0.004,0.055,0.018,0.019,97,2910.384,202087
265,9575,John Wall,N,John,76,Wall,Guard,Active,6,1610612764,Wizards,210,413,42,522,283,87,238,14,189,100,30,10.2,0.8,0.9,4.4,4.5,3.5,77.0,36.2,0.5,2.1,3.8,4.9,1.9,4.1,2.1,10.47,2.43,5.94,3.75,0.74,4.47,1.55,2.18,1.38,0.201,0.232,0.567,0.359,0.01,0.057,0.007,0.025,164,5505.612,202322
266,10254,Evan Turner,N,Evan,79,Turner,Guard-Forward,Active,6,1610612757,Trail Blazers,220,210,43,296,40,164,130,14,117,6,76,4.4,0.3,0.5,4.3,2.2,1.8,81.0,28.0,0.6,1.7,2.0,4.9,1.0,2.1,1.84,9.91,2.81,5.26,3.45,0.59,4.2,1.86,1.75,1.05,0.185,0.284,0.531,0.348,0.006,0.072,0.01,0.017,117,4607.308,202323
267,9263,Derrick Favors,N,Derrick,82,Favors,Forward-Center,Active,6,1610612762,Jazz,265,346,0,279,4,182,239,0,98,0,81,1.5,1.5,1.0,5.4,4.1,2.9,62.0,32.0,2.7,2.4,3.2,8.1,1.2,1.7,2.88,13.48,5.63,4.97,2.48,1.12,6.18,3.0,2.06,0.95,0.215,0.417,0.368,0.184,0.024,0.086,0.044,0.019,270,3666.764,202324
268,10728,Wesley Johnson,N,Wesley,79,Johnson,Forward,Active,6,1610612746,Clippers,215,79,141,116,160,11,57,61,45,36,3,0.6,0.7,0.1,2.6,0.6,0.4,80.0,20.8,0.5,2.2,0.5,3.1,1.1,0.7,1.62,7.81,2.5,3.69,2.41,0.62,3.53,1.58,1.33,0.86,0.208,0.32,0.472,0.309,0.016,0.061,0.011,0.026,193,3366.452,202325
269,9599,DeMarcus Cousins,N,DeMarcus,83,Cousins,Center,Active,6,1610612758,Kings,270,589,7,265,203,268,344,2,94,68,93,3.3,1.4,1.8,9.1,10.2,7.3,65.0,34.6,2.4,3.6,8.9,11.5,1.6,3.8,3.97,16.84,6.92,5.95,2.89,1.49,7.57,3.73,2.35,1.13,0.236,0.411,0.353,0.172,0.019,0.121,0.033,0.021,362,4690.22,202326
270,9669,Greg Monroe,N,Greg,83,Monroe,Center,Active,6,1610612749,Bucks,265,579,0,137,1,224,342,0,55,0,94,2.3,0.8,1.2,6.1,3.9,2.9,79.0,29.3,2.8,2.1,3.2,8.8,0.9,1.6,2.46,10.87,5.41,3.0,1.11,0.99,5.46,3.29,1.18,0.44,0.227,0.497,0.276,0.102,0.014,0.103,0.047,0.015,280,4507.544,202328
271,9560,Al-Farouq Aminu,N,Al-Farouq,81,Aminu,Forward,Active,6,1610612757,Trail Blazers,220,205,145,93,203,72,113,57,35,69,25,1.7,0.6,0.4,4.9,1.9,1.4,82.0,28.5,1.2,2.1,1.7,6.1,0.9,1.5,1.75,9.06,2.82,4.49,2.85,0.79,4.21,1.71,1.71,0.96,0.194,0.311,0.495,0.315,0.011,0.083,0.02,0.015,220,4813.136,202329
272,9742,Gordon Hayward,N,Gordon,80,Hayward,Forward,Active,6,1610612762,Jazz,226,293,99,277,311,222,173,39,109,104,96,3.7,0.3,0.7,4.2,6.0,4.9,80.0,36.2,0.8,2.3,4.7,5.0,1.2,2.5,1.44,7.85,2.0,4.41,2.7,0.61,3.63,1.26,1.76,1.03,0.183,0.255,0.562,0.344,0.005,0.059,0.011,0.017,236,5381.38,202330
273,9702,Paul George,N,Paul,81,George,Forward,Active,6,1610612754,Pacers,220,273,140,478,422,132,157,57,177,151,61,4.1,0.4,1.0,6.0,6.5,5.6,81.0,34.8,1.0,2.8,5.4,7.0,1.9,3.3,1.62,11.36,3.11,6.63,4.51,0.58,4.63,1.89,2.16,1.36,0.143,0.274,0.583,0.397,0.005,0.083,0.013,0.026,275,5694.352,202331
274,10250,Cole Aldrich,Y,Cole,83,Aldrich,Center,Active,6,1610612750,Timberwolves,250,156,0,5,0,64,102,0,2,0,30,0.8,1.1,0.3,3.4,1.4,1.0,60.0,13.3,1.4,2.3,1.2,4.8,0.8,1.1,1.55,7.34,3.67,2.12,0.91,0.7,3.55,2.14,0.71,0.24,0.211,0.5,0.289,0.124,0.043,0.128,0.055,0.03,104,1558.956,202332
275,10033,Ed Davis,Y,Ed,82,Davis,Forward,Active,6,1610612757,Trail Blazers,245,268,0,5,0,64,176,0,3,0,27,1.1,0.9,0.3,4.6,2.5,1.4,81.0,20.8,2.8,2.5,1.9,7.4,0.7,0.8,1.76,8.81,4.42,2.63,1.19,0.63,3.78,2.2,0.95,0.35,0.201,0.501,0.298,0.134,0.021,0.11,0.066,0.017,120,3395.108,202334
276,10116,Patrick Patterson,Y,Patrick,81,Patterson,Forward,Active,6,1610612761,Raptors,235,69,118,57,174,74,37,44,20,62,41,1.2,0.4,0.1,3.4,0.4,0.4,79.0,25.6,1.0,1.6,0.7,4.3,0.7,0.8,1.47,8.69,2.58,4.64,3.08,0.55,3.65,1.41,1.69,1.09,0.17,0.296,0.534,0.354,0.008,0.066,0.019,0.013,154,3983.948,202335
277,10018,Luke Babbitt,Y,Luke,81,Babbitt,Forward,Active,6,1610612748,Heat,225,76,25,34,84,70,34,7,16,37,28,1.1,0.1,0.5,2.6,1.1,0.8,47.0,18.0,0.5,1.9,1.0,3.1,0.2,0.5,1.9,8.31,2.36,4.05,2.48,0.71,4.0,1.62,1.67,0.93,0.229,0.284,0.487,0.298,0.004,0.07,0.014,0.006,84,1373.608,202337
278,9848,Kevin Seraphin,N,Kevin,82,Seraphin,Forward-Center,Active,6,1610612754,Pacers,278,52,0,90,2,61,29,0,33,0,22,1.0,0.8,0.3,2.0,0.5,0.4,48.0,11.0,0.6,1.4,0.4,2.6,0.2,0.9,1.2,5.13,2.3,1.63,0.85,0.39,2.28,1.17,0.72,0.33,0.233,0.449,0.318,0.165,0.034,0.088,0.029,0.007,51,1014.268,202338
279,9846,Eric Bledsoe,Y,Eric,73,Bledsoe,Guard,Active,6,1610612756,Suns,205,150,17,137,112,76,83,3,57,45,35,6.1,0.6,0.8,3.5,5.5,4.5,31.0,34.2,0.6,2.4,4.8,4.0,2.0,3.5,2.86,13.19,3.1,7.23,5.03,1.06,5.48,1.9,2.52,1.58,0.217,0.235,0.548,0.381,0.008,0.047,0.008,0.028,48,1993.216,202339
280,9494,Avery Bradley,Y,Avery,74,Bradley,Guard,Active,6,1610612738,Celtics,180,226,138,343,268,43,159,44,132,103,18,2.1,0.3,0.6,2.3,1.6,1.3,76.0,33.4,0.6,2.2,1.3,2.9,1.5,1.4,1.54,8.58,1.73,5.31,3.36,0.62,3.57,1.04,1.91,1.14,0.179,0.202,0.619,0.392,0.004,0.032,0.009,0.022,334,5203.984,202340
281,10105,James Anderson,Y,James,78,Anderson,Guard-Forward,Active,5,1610612758,Kings,213,57,17,19,69,16,35,7,5,16,4,0.8,0.3,0.2,1.4,0.6,0.4,51.0,14.1,0.3,1.1,0.6,1.7,0.4,0.8,1.22,6.4,1.6,3.58,2.02,0.42,2.84,1.0,1.42,0.81,0.189,0.251,0.56,0.316,0.009,0.047,0.008,0.014,43,1312.764,202341
282,10018,Elliot Williams,Y,Elliot,0,Williams,0,Inactive,5,0,0,0,0,1,5,3,1,0,0,1,1,0,0.8,0.0,0.0,0.6,0.8,0.6,5.0,9.0,0.2,0.4,1.0,0.8,0.0,0.2,0.2,2.4,0.2,2.0,1.8,5.55111512313e-17,0.8,0.2,0.6,0.6,0.084,0.083,0.833,0.75,0.0,0.035,0.012,0.0,1,57.04,202343
283,10591,Trevor Booker,N,Trevor,80,Booker,Forward,Active,6,1610612751,Nets,228,251,32,41,9,55,153,11,9,1,16,1.1,0.5,0.2,3.6,1.3,0.9,79.0,20.7,2.1,2.1,1.1,5.7,0.7,1.0,1.47,7.17,2.28,3.42,2.13,0.46,2.96,1.41,1.09,0.7,0.206,0.317,0.477,0.297,0.013,0.089,0.052,0.018,118,2957.348,202344
284,10485,Quincy Pondexter,N,Quincy,79,Pondexter,Guard-Forward,Active,5,1610612740,Pelicans,225,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,202347
285,10904,Greivis Vasquez,N,Greivis,0,Vasquez,0,Inactive,6,0,0,0,28,11,23,62,14,12,2,9,16,6,4.0,0.0,0.3,1.8,1.1,1.0,23.0,20.0,0.2,1.8,1.2,2.0,0.4,1.7,1.09,5.74,1.61,3.04,2.22,0.65,2.74,1.09,1.0,0.61,0.19,0.28,0.53,0.386,0.0,0.046,0.006,0.011,24,737.104,202349
286,9883,Tibor Pleiss,Y,Tibor,87,Pleiss,Center,Active,1,1610612762,Jazz,256,15,1,4,1,4,7,0,4,0,0,0.2,0.2,0.3,0.8,0.2,0.2,12.0,6.8,0.5,1.6,0.1,1.3,0.1,0.7,0.83,5.33,2.5,2.0,1.0,0.0,2.67,1.67,1.0,0.5,0.156,0.469,0.375,0.188,0.013,0.058,0.039,0.006,10,122.372,202353
287,10025,Hassan Whiteside,Y,Hassan,84,Whiteside,Center,Active,4,1610612748,Heat,265,379,0,119,0,184,282,0,49,0,82,0.4,3.7,0.6,8.6,4.5,2.9,73.0,29.1,3.3,2.8,3.8,11.8,0.6,1.9,3.74,14.21,7.36,3.11,0.85,1.77,6.47,3.66,1.04,0.23,0.263,0.518,0.219,0.06,0.064,0.149,0.057,0.01,273,4102.216,202355
288,10425,Nemanja Bjelica,N,Nemanja,82,Bjelica,Forward,Active,1,1610612750,Timberwolves,225,75,13,12,112,23,53,6,4,42,5,1.4,0.4,0.2,2.7,0.9,0.7,60.0,17.9,0.8,2.6,1.0,3.5,0.4,0.8,1.45,8.22,3.4,3.37,2.28,0.5,3.82,2.12,1.2,0.73,0.176,0.414,0.41,0.278,0.01,0.073,0.022,0.012,85,2165.82,202357
289,9576,Lance Stephenson,N,Lance,0,Stephenson,0,Inactive,6,0,0,0,198,25,131,53,67,128,8,49,22,21,1.9,0.1,0.4,2.7,1.6,1.3,69.0,19.9,0.6,2.0,1.4,3.2,0.6,1.4,0.86,5.31,0.99,3.46,2.48,0.44,2.31,0.69,1.18,0.79,0.163,0.185,0.652,0.466,0.003,0.066,0.014,0.015,72,2393.572,202362
290,10623,Jeremy Evans,Y,Jeremy,81,Evans,Forward,Active,6,1610612742,Mavericks,200,25,7,5,9,2,19,1,2,3,1,0.1,0.3,0.1,1.4,0.7,0.5,30.0,8.4,0.4,0.6,0.7,1.8,0.2,0.2,0.65,4.65,1.39,2.61,2.13,0.3,2.0,0.83,0.87,0.65,0.14,0.299,0.561,0.458,0.017,0.084,0.021,0.012,23,365.748,202379
291,10540,Donald Sloan,Y,Donald,75,Sloan,Guard,Active,5,1610612751,Nets,205,147,29,72,69,32,79,12,24,25,13,4.4,0.1,0.4,2.6,1.7,1.3,61.0,21.6,0.3,1.2,1.6,2.8,0.5,1.3,1.7,7.61,2.05,3.86,2.66,0.72,3.75,1.59,1.44,1.03,0.223,0.269,0.508,0.35,0.002,0.059,0.006,0.012,69,2480.1,202388
292,11088,Timofey Mozgov,N,Timofey,85,Mozgov,Center,Active,6,1610612747,Lakers,275,228,6,74,1,50,152,1,31,0,19,0.4,0.8,0.4,3.0,1.3,0.9,76.0,17.4,1.4,2.1,1.5,4.4,0.3,0.9,2.54,9.05,3.75,2.76,1.0,1.09,4.01,2.03,0.89,0.27,0.281,0.414,0.305,0.11,0.022,0.087,0.042,0.008,173,2518.644,202389
293,11739,Gary Neal,N,Gary,0,Neal,0,Inactive,5,0,0,0,32,21,136,78,57,21,9,61,32,28,1.2,0.0,0.3,1.8,1.4,1.2,40.0,20.2,0.3,1.4,1.1,2.1,0.5,0.7,1.25,5.98,1.25,3.48,2.48,0.55,2.95,0.95,1.45,0.98,0.209,0.209,0.582,0.414,0.001,0.043,0.007,0.012,79,1486.856,202390
294,10319,Jeremy Lin,Y,Jeremy,75,Lin,Guard,Active,6,1610612751,Nets,200,241,23,162,203,99,134,9,57,67,33,3.0,0.5,0.8,2.7,3.7,3.1,78.0,26.3,0.5,2.1,4.0,3.2,0.7,1.9,2.04,9.13,1.81,5.28,3.21,0.85,3.81,1.0,1.96,1.15,0.223,0.198,0.579,0.351,0.01,0.05,0.01,0.014,140,4119.716,202391
295,10368,Ish Smith,Y,Ish,72,Smith,Guard,Active,6,1610612765,Pistons,175,364,21,265,149,168,193,8,93,48,55,6.5,0.3,0.7,3.4,2.3,1.6,77.0,29.1,0.6,1.7,2.2,4.0,1.1,2.3,2.42,11.15,2.95,5.78,3.38,1.01,5.41,2.14,2.26,1.32,0.218,0.264,0.518,0.303,0.005,0.056,0.009,0.019,97,3931.612,202397
296,10696,Elijah Millsap,Y,Elijah,0,Millsap,0,Inactive,1,0,0,0,22,6,2,6,3,10,1,0,0,0,1.0,0.2,0.2,1.5,0.9,0.7,20.0,8.6,0.3,1.7,0.8,1.8,0.4,0.5,0.75,4.06,1.25,2.06,1.31,0.19,1.63,0.75,0.69,0.5,0.184,0.308,0.508,0.323,0.009,0.085,0.018,0.02,6,230.852,202407
297,10440,Lance Thomas,Y,Lance,80,Thomas,Forward,Active,5,1610612752,Knicks,235,96,62,120,46,57,53,25,51,19,21,0.9,0.1,0.4,1.6,2.0,1.7,59.0,22.3,0.6,1.8,1.8,2.2,0.4,1.0,1.42,6.3,1.61,3.27,1.84,0.52,2.61,0.93,1.16,0.57,0.227,0.255,0.518,0.292,0.003,0.037,0.013,0.008,114,2524.832,202498
298,10726,Arinze Onuaku,Y,Arinze,81,Onuaku,Forward-Center,Active,2,1610612753,Magic,255,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,202620
299,9011,Kyrie Irving,N,Kyrie,75,Irving,Guard,Active,5,1610612739,Cavaliers,193,228,59,252,203,137,134,22,124,62,52,4.7,0.3,1.0,2.1,3.6,3.2,53.0,31.5,0.8,2.0,2.9,3.0,1.1,2.3,1.94,8.66,2.23,4.49,2.98,0.73,3.74,1.43,1.58,1.04,0.224,0.257,0.519,0.344,0.005,0.034,0.013,0.017,114,3219.264,202681
300,9314,Derrick Williams,N,Derrick,80,Williams,Forward,Active,5,1610612748,Heat,240,237,53,128,96,50,142,21,49,22,19,0.9,0.1,0.5,3.1,3.2,2.4,80.0,17.9,0.6,0.9,2.2,3.7,0.4,0.8,1.0,6.04,1.41,3.63,2.36,0.47,2.57,0.92,1.18,0.75,0.166,0.233,0.601,0.39,0.003,0.087,0.016,0.01,163,2766.7,202682
301,8953,Enes Kanter,N,Enes,83,Kanter,Center,Active,5,1610612760,Thunder,245,474,16,129,5,95,302,8,58,2,44,0.4,0.4,1.0,5.1,3.1,2.4,82.0,21.0,3.0,2.0,2.5,8.1,0.3,1.4,2.39,9.37,4.1,2.88,1.13,0.89,4.34,2.33,1.12,0.44,0.255,0.438,0.307,0.121,0.009,0.117,0.07,0.007,250,3422.204,202683
302,9387,Tristan Thompson,N,Tristan,81,Thompson,Center,Active,5,1610612739,Cavaliers,238,310,0,17,0,93,202,0,5,0,40,0.8,0.6,0.5,5.7,3.0,1.8,82.0,27.7,3.3,2.5,2.7,9.0,0.5,0.7,3.28,12.4,4.91,4.21,2.06,1.26,5.78,2.94,1.58,0.65,0.264,0.396,0.34,0.166,0.011,0.104,0.059,0.008,173,4397.496,202684
303,8967,Jonas Valanciunas,N,Jonas,84,Valanciunas,Center,Active,4,1610612761,Raptors,255,329,0,88,0,119,209,0,40,0,54,0.7,1.3,0.8,6.1,3.6,2.7,60.0,25.9,3.1,2.6,3.1,9.1,0.4,1.4,2.9,11.9,5.66,3.34,1.21,1.08,5.6,3.21,1.31,0.48,0.244,0.475,0.281,0.101,0.026,0.116,0.059,0.008,185,3112.892,202685
304,8853,Bismack Biyombo,N,Bismack,81,Biyombo,Center-Forward,Active,5,1610612753,Magic,255,208,0,39,1,40,129,0,15,0,12,0.4,1.6,0.5,5.8,2.8,1.7,82.0,22.0,2.2,2.7,2.2,8.0,0.2,0.9,2.35,9.73,5.05,2.33,1.12,0.78,4.25,2.51,0.96,0.38,0.241,0.519,0.24,0.115,0.038,0.134,0.051,0.005,115,3536.412,202687
305,9123,Brandon Knight,N,Brandon,75,Knight,Guard,Active,5,1610612756,Suns,195,210,50,236,300,98,123,22,86,98,42,5.1,0.4,0.7,3.2,3.5,3.0,52.0,36.0,0.7,2.4,3.9,3.9,1.2,3.4,1.95,11.58,2.19,7.44,4.46,0.85,5.29,1.54,2.9,1.75,0.168,0.189,0.643,0.385,0.005,0.042,0.009,0.015,136,3607.396,202688
306,9696,Kemba Walker,N,Kemba,73,Walker,Guard,Active,5,1610612766,Hornets,184,356,54,339,436,146,203,22,124,160,59,5.2,0.5,1.3,3.7,5.4,4.6,81.0,35.6,0.7,1.4,4.3,4.4,1.6,2.1,2.4,12.36,2.48,7.48,4.83,0.97,5.53,1.73,2.83,1.68,0.194,0.201,0.605,0.391,0.007,0.051,0.01,0.021,183,5815.356,202689
307,10133,Jimmer Fredette,Y,Jimmer,0,Fredette,0,Inactive,4,0,0,0,1,0,1,2,1,1,0,0,1,0,0.2,0.0,0.0,0.0,0.8,0.7,6.0,2.9,0.0,0.3,0.3,0.0,0.2,0.3,0.6,1.8,0.4,0.8,0.4,0.4,1.4,0.4,0.6,0.4,0.334,0.222,0.444,0.222,0.0,0.0,0.0,0.028,2,7.2,202690
308,9785,Klay Thompson,N,Klay,79,Thompson,Guard,Active,5,1610612744,Warriors,215,278,166,300,484,158,181,68,127,208,67,2.1,0.6,0.5,3.4,2.8,2.4,80.0,33.3,0.4,1.9,2.1,3.8,0.8,1.7,2.26,10.29,2.85,5.18,3.2,0.88,4.45,1.84,1.73,0.99,0.22,0.277,0.503,0.311,0.009,0.048,0.006,0.011,527,5500.196,202691
309,9258,Alec Burks,N,Alec,78,Burks,Guard,Active,5,1610612762,Jazz,214,111,28,96,51,48,58,12,31,20,16,2.0,0.1,0.9,3.0,4.5,3.4,31.0,25.7,0.5,2.3,3.5,3.5,0.6,1.6,0.9,6.97,2.17,3.9,2.5,0.33,3.5,1.57,1.6,0.97,0.129,0.311,0.56,0.359,0.003,0.058,0.01,0.011,45,1371.072,202692
310,9944,Markieff Morris,N,Markieff,82,Morris,Forward,Active,5,1610612764,Wizards,245,201,22,265,133,97,115,7,106,40,37,1.9,0.5,0.6,4.4,2.3,1.7,64.0,25.5,1.1,2.9,2.1,5.5,0.9,2.1,2.07,9.59,2.97,4.55,2.61,0.73,4.27,1.88,1.66,0.95,0.217,0.309,0.474,0.272,0.01,0.081,0.021,0.017,202,3004.62,202693
311,9944,Marcus Morris,Y,Marcus,81,Morris,Forward,Active,5,1610612765,Pistons,235,158,94,381,204,108,102,30,163,78,37,2.5,0.3,0.4,3.9,3.4,2.5,80.0,35.7,1.1,2.1,3.3,5.1,0.8,1.8,2.26,10.43,2.58,5.59,3.54,0.91,4.45,1.69,1.85,1.16,0.217,0.247,0.536,0.339,0.004,0.054,0.016,0.012,205,5823.32,202694
312,9279,Kawhi Leonard,N,Kawhi,79,Leonard,Forward,Active,5,1610612759,Spurs,230,245,68,388,221,166,171,33,167,96,84,2.6,1.0,0.4,5.5,4.6,4.1,72.0,33.1,1.3,1.8,3.9,6.8,1.8,1.5,1.83,9.39,2.57,4.99,2.89,0.52,3.68,1.38,1.78,0.97,0.195,0.274,0.531,0.308,0.015,0.084,0.02,0.027,301,4455.016,202695
313,9527,Nikola Vucevic,N,Nikola,84,Vucevic,Center,Active,5,1610612753,Magic,260,277,0,491,9,269,173,0,226,2,132,2.8,1.1,0.9,6.2,2.3,1.7,65.0,31.3,2.7,2.7,2.4,8.9,0.8,1.9,3.54,12.44,5.9,3.0,0.94,1.25,5.79,3.44,1.1,0.27,0.285,0.474,0.241,0.075,0.017,0.096,0.042,0.013,325,3997.048,202696
314,9647,Iman Shumpert,N,Iman,77,Shumpert,Guard,Active,5,1610612739,Cavaliers,220,63,61,74,84,22,36,18,30,25,5,1.7,0.4,0.3,3.2,0.9,0.7,54.0,24.4,0.6,2.2,1.1,3.8,1.0,1.1,1.35,7.24,1.63,4.26,2.91,0.51,3.22,1.02,1.69,1.13,0.187,0.225,0.588,0.402,0.007,0.066,0.012,0.021,78,2462.64,202697
315,8897,Tobias Harris,N,Tobias,81,Harris,Forward,Active,5,1610612765,Pistons,235,357,86,157,153,136,221,26,60,54,56,2.2,0.5,0.9,5.4,3.2,2.7,76.0,33.1,1.3,2.0,2.5,6.7,0.9,1.4,2.32,11.23,3.23,5.68,3.36,0.94,5.13,1.92,2.27,1.32,0.207,0.287,0.506,0.299,0.008,0.081,0.019,0.013,264,4960.264,202699
316,9561,Donatas Motiejunas,Y,Donatas,84,Motiejunas,Forward-Center,Active,4,1610612745,Rockets,222,48,21,21,36,79,25,3,9,13,40,1.1,0.1,0.2,1.9,1.4,0.9,37.0,14.8,1.0,1.9,1.8,2.9,0.5,1.2,1.5,6.53,2.39,2.64,1.53,0.3,2.61,1.5,0.81,0.47,0.23,0.366,0.404,0.234,0.004,0.063,0.033,0.015,69,1049.9,202700
317,9866,Kenneth Faried,N,Kenneth,80,Faried,Forward,Active,5,1610612743,Nuggets,228,455,1,62,1,107,280,1,20,0,48,1.2,0.9,0.9,5.2,3.3,2.0,67.0,25.3,3.5,2.5,3.1,8.7,0.5,1.4,1.89,9.61,3.78,3.94,1.82,0.84,5.03,2.49,1.7,0.78,0.197,0.393,0.41,0.189,0.017,0.099,0.067,0.009,239,3307.404,202702
318,9417,Nikola Mirotic,N,Nikola,82,Mirotic,Forward,Active,2,1610612741,Bulls,238,140,81,89,265,34,81,36,26,99,6,1.5,0.7,0.4,4.6,2.7,2.2,66.0,24.9,0.9,2.3,2.1,5.5,0.9,1.5,2.29,10.5,3.41,4.8,2.94,0.8,4.74,2.18,1.76,1.05,0.218,0.325,0.457,0.28,0.014,0.089,0.017,0.017,207,3182.156,202703
319,9718,Reggie Jackson,Y,Reggie,75,Jackson,Guard,Active,5,1610612765,Pistons,208,368,40,253,294,289,204,15,101,103,117,6.2,0.1,0.9,2.5,4.3,3.7,79.0,30.7,0.7,2.4,3.4,3.2,0.7,2.8,2.76,11.34,2.86,5.72,3.38,1.3,5.46,2.08,2.08,1.1,0.244,0.252,0.504,0.298,0.002,0.039,0.012,0.012,76,4966.54,202704
320,9545,Jordan Hamilton,Y,Jordan,79,Hamilton,Guard-Forward,Active,5,1610612740,Pelicans,220,36,7,22,38,13,22,1,9,12,5,2.3,0.3,0.5,4.5,1.9,1.3,11.0,27.6,1.1,2.2,1.6,5.6,0.7,1.5,1.91,10.0,3.09,5.0,3.55,0.45,4.36,2.27,1.64,1.09,0.191,0.309,0.5,0.355,0.005,0.081,0.019,0.013,24,534.048,202706
321,10268,Norris Cole,N,Norris,74,Cole,Guard,Active,5,1610612740,Pelicans,175,115,20,212,82,55,56,9,85,24,22,3.7,0.1,0.4,3.1,1.4,1.2,45.0,26.6,0.2,2.3,1.6,3.4,0.8,1.7,1.5,6.44,1.47,3.47,2.13,0.76,3.18,1.13,1.29,0.76,0.234,0.228,0.538,0.331,0.002,0.057,0.004,0.015,71,2072.756,202708
322,9227,Cory Joseph,Y,Cory,75,Joseph,Guard,Active,5,1610612761,Raptors,190,204,35,150,74,121,119,16,62,14,46,3.1,0.3,0.6,2.1,2.2,1.7,80.0,25.6,0.5,1.6,2.0,2.6,0.8,1.3,1.92,8.95,2.11,4.92,2.8,0.69,3.77,1.28,1.8,0.96,0.214,0.236,0.55,0.313,0.005,0.042,0.009,0.015,72,4045.916,202709
323,9932,Jimmy Butler,N,Jimmy,79,Butler,Forward,Active,5,1610612741,Bulls,231,353,35,375,170,102,230,13,138,51,38,4.8,0.6,0.8,4.2,7.1,5.9,67.0,36.9,1.2,1.9,5.5,5.3,1.6,2.0,2.71,12.46,3.21,6.54,4.21,1.13,5.84,1.96,2.75,1.7,0.218,0.257,0.525,0.338,0.009,0.055,0.016,0.022,225,4783.164,202710
