,age,display_name,dleague_flag,first_name,height,last_name,position,roster_status,season_exp,team_id,team_name,weight,attempt_RA,attempt_corner_3,attempt_mid,attempt_non_corner_3,attempt_paint,made_RA,made_corner_3,made_mid,made_non_corner_3,made_paint,ast,blk,blk_a,dreb,fta,ftm,gp,min_game,oreb,pf,pfd,reb,stl,tov,d_fga_mid,d_fga_overall,d_fga_paint,d_fga_perim,d_fga_threes,d_fgm_mid,d_fgm_overall,d_fgm_paint,d_fgm_perim,d_fgm_threes,d_freq_mid,d_freq_paint,d_freq_perim,d_freq_threes,blk_pos,dreb_pos,oreb_pos,stl_pos,ast_shot_made,pos,player_id
126,7931,Isaiah Whitehead,N,Isaiah,76,Whitehead,Guard,Active,0,1610612751,Nets,213,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1627785
127,7999,Troy Williams,N,Troy,79,Williams,Forward,Active,0,1610612763,Grizzlies,210,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1627786
128,8800,Kyle Wiltjer,Y,Kyle,82,Wiltjer,Forward,Active,0,1610612745,Rockets,240,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1627787
129,7869,Timothe Luwawu,Y,Timothe,78,Luwawu,Guard-Forward,Active,0,1610612755,76ers,205,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1627789
130,8599,Yogi Ferrell,N,Yogi,72,Ferrell,Guard,Active,0,1610612751,Nets,180,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1627812
131,8738,Sheldon McClellan,N,Sheldon,78,McClellan,Guard-Forward,Active,0,1610612764,Wizards,200,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1627815
132,8063,Tim Quarterman,N,Tim,78,Quarterman,Guard,Active,0,1610612757,Trail Blazers,190,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1627817
133,7727,Juan Hernangomez,N,Juan,81,Hernangomez,Forward,Active,0,1610612743,Nuggets,230,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1627823
134,7190,Ivica Zubac,Y,Ivica,85,Zubac,Center,Active,0,1610612747,Lakers,240,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1627826
135,8604,Dorian Finney-Smith,N,Dorian,80,Finney-Smith,Forward,Active,0,1610612742,Mavericks,220,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1627827
136,8307,Fred VanVleet,Y,Fred,72,VanVleet,Guard,Active,0,1610612761,Raptors,195,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1627832
137,7083,Georgios Papagiannis,Y,Georgios,85,Papagiannis,Center,Active,0,1610612758,Kings,240,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1627834
138,8314,Paul Zipser,N,Paul,80,Zipser,Forward,Active,0,1610612741,Bulls,210,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1627835
139,8379,Daniel Ochefu,N,Daniel,83,Ochefu,Forward,Active,0,1610612764,Wizards,245,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1627849
140,8898,Marshall Plumlee,Y,Marshall,84,Plumlee,Center,Active,0,1610612752,Knicks,250,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1627850
141,9897,Mindaugas Kuzminskas,N,Mindaugas,81,Kuzminskas,Forward,Active,0,1610612752,Knicks,215,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1627851
142,8667,Nicolas Brussino,N,Nicolas,80,Brussino,Forward,Active,0,1610612742,Mavericks,215,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1627852
143,8524,Bryn Forbes,Y,Bryn,75,Forbes,Guard,Active,0,1610612759,Spurs,190,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1627854
144,8570,Danuel House,Y,Danuel,79,House,Forward,Active,0,1610612764,Wizards,215,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1627863
145,9793,Nicolas Laprovittola,N,Nicolas,76,Laprovittola,Guard,Active,0,1610612759,Spurs,180,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1627879
146,7221,"Derrick Jones, Jr.",Y,Derrick,79,"Jones, Jr.",Forward,Active,0,1610612756,Suns,190,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1627884
147,14546,Vince Carter,N,Vince,78,Carter,Guard-Forward,Active,18,1610612763,Grizzlies,220,80,31,64,138,30,41,11,23,48,10,0.9,0.3,0.2,1.9,1.4,1.2,60.0,16.8,0.5,1.7,1.3,2.4,0.6,0.6,0.73,5.66,1.17,3.76,2.78,0.26,2.58,0.85,1.47,1.03,0.128,0.207,0.665,0.491,0.008,0.056,0.015,0.018,89,1655.544,1713
148,14037,Dirk Nowitzki,N,Dirk,84,Nowitzki,Forward,Active,18,1610612742,Mavericks,245,90,37,581,305,99,64,11,262,115,46,1.8,0.7,0.2,5.8,3.7,3.3,75.0,31.5,0.7,2.1,4.0,6.5,0.7,1.1,2.5,13.37,5.11,5.76,3.31,1.08,6.32,3.0,2.24,1.12,0.187,0.382,0.431,0.247,0.011,0.092,0.011,0.011,359,4505.232,1717
149,14286,Paul Pierce,N,Paul,79,Pierce,Forward,Active,18,1610612746,Clippers,235,35,30,78,209,42,16,7,40,67,13,1.0,0.3,0.3,2.6,1.0,0.8,68.0,18.1,0.2,1.9,0.9,2.7,0.5,0.9,1.46,6.79,2.18,3.15,1.84,0.6,3.04,1.28,1.16,0.63,0.215,0.321,0.464,0.27,0.007,0.07,0.005,0.013,106,2428.236,1718
150,14324,Nazr Mohammed,N,Nazr,82,Mohammed,Center,Active,18,1610612760,Thunder,250,2,0,3,0,0,2,0,1,0,0,0.0,0.0,0.0,0.6,0.4,0.4,5.0,3.9,0.2,0.8,0.2,0.8,0.0,0.6,0.0,1.75,1.25,0.5,0.25,0.0,0.75,0.75,0.0,0.0,0.0,0.714,0.286,0.143,0.0,0.073,0.024,0.0,1,39.036,1737
151,13772,Elton Brand,N,Elton,81,Brand,Forward,Active,17,1610612755,76ers,254,15,1,33,0,23,10,0,13,0,8,1.1,0.5,0.1,3.2,0.5,0.5,17.0,13.2,0.5,1.9,1.0,3.7,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.116,0.019,0.019,26,333.324,1882
152,14859,Andre Miller,N,Andre,75,Miller,Guard,Active,17,1610612759,Spurs,200,50,1,28,7,20,31,0,14,2,12,2.2,0.0,0.3,1.0,0.8,0.6,39.0,11.8,0.3,1.2,0.7,1.3,0.4,0.9,0.54,4.63,0.69,3.4,2.69,0.29,2.0,0.51,1.2,0.91,0.117,0.148,0.735,0.58,0.0,0.045,0.014,0.018,21,757.912,1889
153,14314,Jason Terry,N,Jason,74,Terry,Guard,Active,17,1610612749,Bucks,185,36,117,42,142,37,24,43,17,50,17,1.4,0.1,0.1,0.9,0.5,0.4,72.0,17.5,0.2,1.3,0.4,1.1,0.7,0.7,1.2,5.61,1.13,3.28,2.28,0.46,2.8,0.93,1.41,0.99,0.214,0.201,0.585,0.407,0.003,0.025,0.005,0.018,107,2410.804,1891
154,13525,Metta World Peace,N,Metta,79,World Peace,Forward,Active,16,1610612747,Lakers,260,51,34,27,50,15,16,11,8,15,5,0.8,0.3,0.4,2.0,1.6,1.1,35.0,16.9,0.5,1.9,1.2,2.5,0.6,0.4,1.16,5.64,1.36,3.12,2.15,0.58,2.52,0.85,1.09,0.67,0.204,0.242,0.554,0.382,0.009,0.06,0.016,0.019,36,1092.032,1897
155,14363,Manu Ginobili,N,Manu,78,Ginobili,Guard,Active,14,1610612759,Spurs,205,133,24,69,155,54,72,13,33,57,22,3.1,0.2,0.4,2.1,1.9,1.6,58.0,19.6,0.4,1.7,2.4,2.5,1.1,1.7,0.94,4.24,0.97,2.33,1.33,0.36,1.6,0.6,0.64,0.29,0.223,0.228,0.549,0.313,0.005,0.052,0.011,0.029,133,2097.716,1938
156,11351,Andrea Bargnani,N,Andrea,0,Bargnani,0,Inactive,9,0,0,0,45,0,170,16,48,22,0,76,3,26,0.4,0.2,0.3,1.5,1.2,1.0,46.0,13.8,0.6,1.3,1.1,2.1,0.1,0.6,0.93,4.56,1.87,1.76,0.91,0.33,2.53,1.38,0.82,0.36,0.205,0.41,0.385,0.2,0.007,0.054,0.022,0.003,110,1196.6,200745
157,11450,LaMarcus Aldridge,N,LaMarcus,83,Aldridge,Forward,Active,10,1610612759,Spurs,260,325,9,523,7,181,230,0,228,0,78,1.5,1.1,0.5,6.2,4.1,3.5,74.0,30.6,2.4,2.0,3.2,8.5,0.5,1.3,3.0,12.53,4.15,5.38,2.42,1.08,5.5,2.38,2.04,0.89,0.24,0.331,0.429,0.193,0.018,0.102,0.04,0.009,354,4198.976,200746
158,12114,Randy Foye,N,Randy,76,Foye,Guard,Active,10,1610612751,Nets,218,107,66,99,184,26,55,20,32,55,7,2.0,0.4,0.3,1.6,0.9,0.8,81.0,20.3,0.3,1.6,0.9,1.9,0.5,1.1,1.47,6.18,1.43,3.28,2.05,0.64,2.62,0.89,1.09,0.7,0.237,0.232,0.531,0.332,0.009,0.04,0.007,0.012,76,3088.988,200751
159,11056,Rudy Gay,N,Rudy,80,Gay,Forward,Active,10,1610612758,Kings,230,314,61,244,154,234,193,24,106,50,93,1.7,0.7,0.9,5.0,3.6,2.8,70.0,34.0,1.5,2.6,3.0,6.5,1.4,2.0,2.06,12.06,3.62,6.38,4.37,0.8,5.32,2.28,2.24,1.54,0.171,0.3,0.529,0.362,0.01,0.07,0.02,0.02,268,4886.492,200752
160,11840,JJ Redick,N,JJ,76,Redick,Guard,Active,10,1610612746,Clippers,190,79,76,325,337,55,49,43,155,154,18,1.4,0.1,0.3,1.7,2.7,2.4,75.0,28.0,0.1,1.8,2.6,1.9,0.6,1.0,1.85,8.78,1.73,5.2,2.82,0.62,3.35,1.07,1.66,0.8,0.211,0.197,0.592,0.322,0.001,0.03,0.002,0.01,374,4231.1,200755
161,11893,Thabo Sefolosha,N,Thabo,79,Sefolosha,Forward,Active,10,1610612737,Hawks,220,161,64,61,59,26,104,28,29,14,13,1.4,0.5,0.3,3.8,1.3,0.8,75.0,23.4,0.7,1.5,1.1,4.5,1.1,0.9,1.66,7.8,1.72,4.42,2.95,0.73,3.08,1.05,1.3,0.84,0.213,0.22,0.567,0.378,0.01,0.079,0.015,0.024,143,3474.648,200757
162,11232,Rajon Rondo,N,Rajon,73,Rondo,Guard,Active,10,1610612741,Bulls,186,320,60,180,110,112,196,26,62,36,35,11.7,0.1,0.8,5.0,2.1,1.2,72.0,35.2,1.1,2.4,2.1,6.0,2.0,3.9,1.77,9.86,1.96,6.13,4.28,0.87,4.54,1.39,2.28,1.51,0.18,0.199,0.621,0.434,0.002,0.065,0.014,0.026,100,5277.448,200765
163,11201,Kyle Lowry,N,Kyle,72,Lowry,Guard,Active,10,1610612761,Raptors,205,312,59,205,486,133,174,28,77,185,48,6.4,0.4,1.0,4.0,6.4,5.2,77.0,37.0,0.7,2.7,5.6,4.7,2.1,2.9,2.07,10.72,2.76,5.89,3.93,0.74,4.71,1.89,2.08,1.31,0.193,0.257,0.55,0.367,0.006,0.055,0.01,0.028,196,5671.856,200768
164,10951,Jordan Farmar,Y,Jordan,0,Farmar,0,Inactive,9,0,0,0,22,14,26,31,7,12,4,13,12,1,3.1,0.2,0.6,1.8,0.8,0.8,12.0,24.3,0.3,1.8,1.4,2.1,1.3,1.5,1.59,7.75,1.33,4.83,3.33,0.75,3.42,0.92,1.75,0.92,0.204,0.172,0.624,0.43,0.003,0.036,0.007,0.026,12,453.572,200770
165,11122,Sergio Rodriguez,N,Sergio,75,Rodriguez,Guard,Active,4,1610612755,76ers,176,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,200771
166,12217,Steve Novak,Y,Steve,82,Novak,Forward,Active,10,1610612749,Bucks,225,0,6,3,9,0,0,4,1,3,0,0.0,0.0,0.0,0.5,0.1,0.1,10.0,4.4,0.0,0.3,0.2,0.5,0.0,0.1,0.29,2.86,1.14,1.43,1.29,0.15,1.29,0.71,0.43,0.29,0.1,0.4,0.5,0.45,0.0,0.051,0.0,0.0,7,75.28,200779
167,11525,PJ Tucker,Y,PJ,78,Tucker,Forward,Active,5,1610612756,Suns,245,240,146,60,60,76,124,50,20,18,27,2.2,0.2,0.5,4.2,1.7,1.3,82.0,31.0,2.0,2.5,1.9,6.2,1.3,1.4,1.83,9.57,2.01,5.73,3.68,0.75,4.11,1.21,2.15,1.33,0.191,0.21,0.599,0.385,0.004,0.065,0.031,0.02,127,4715.324,200782
168,11609,Paul Millsap,N,Paul,80,Millsap,Forward,Active,10,1610612737,Hawks,246,425,42,193,190,216,262,8,81,66,84,3.3,1.7,0.9,6.6,5.0,3.8,81.0,32.7,2.4,2.9,4.4,9.0,1.8,2.4,2.47,13.56,5.52,5.57,3.35,1.03,6.07,2.94,2.1,1.19,0.182,0.407,0.411,0.247,0.025,0.097,0.036,0.027,347,5417.436,200794
169,11732,Ryan Hollins,Y,Ryan,0,Hollins,0,Inactive,9,0,0,0,57,0,4,0,18,39,0,2,0,8,0.3,0.6,0.4,1.4,1.1,0.7,37.0,12.4,1.3,1.7,1.3,2.6,0.2,0.6,1.77,5.59,2.26,1.56,0.74,0.68,2.82,1.29,0.85,0.38,0.316,0.405,0.279,0.132,0.023,0.056,0.052,0.007,35,720.452,200797
170,12405,Lou Amundson,Y,Lou,81,Amundson,Forward,Active,10,1610612752,Knicks,220,33,0,10,0,10,18,0,1,0,0,0.4,0.2,0.1,0.9,0.9,0.5,29.0,7.0,0.8,1.5,0.8,1.7,0.2,0.5,0.67,3.21,1.43,1.11,0.64,0.25,1.36,0.75,0.36,0.29,0.212,0.444,0.344,0.2,0.017,0.065,0.057,0.015,12,310.092,200811
171,11838,Jose Juan Barea,Y,Jose Juan,72,Barea,Guard,Active,10,1610612742,Mavericks,185,170,38,124,222,157,91,13,56,87,70,4.1,0.0,0.6,1.7,1.3,1.0,74.0,22.5,0.4,1.5,1.7,2.1,0.4,1.5,1.47,6.65,0.95,4.23,2.88,0.66,2.92,0.68,1.58,1.03,0.222,0.142,0.636,0.433,0.001,0.038,0.008,0.008,99,2926.032,200826
172,10282,Kevin Durant,N,Kevin,81,Durant,Forward,Active,9,1610612744,Warriors,240,311,21,396,460,193,220,8,196,178,96,5.0,1.2,0.5,7.6,6.9,6.2,72.0,35.8,0.6,1.9,4.5,8.2,1.0,3.5,1.92,11.5,3.19,6.39,4.13,0.72,4.43,1.85,1.86,1.11,0.166,0.278,0.556,0.359,0.016,0.101,0.008,0.013,384,5278.136,201142
173,11131,Al Horford,N,Al,82,Horford,Center,Active,9,1610612738,Celtics,245,335,57,333,199,124,243,15,148,73,50,3.2,1.5,0.4,5.5,1.6,1.3,82.0,32.1,1.8,2.0,1.4,7.3,0.8,1.3,3.43,13.73,5.96,4.34,1.78,1.36,6.3,3.32,1.62,0.61,0.25,0.434,0.316,0.13,0.022,0.082,0.027,0.012,430,5355.576,201143
174,10636,Mike Conley,N,Mike,73,Conley,Guard,Active,9,1610612763,Grizzlies,175,194,41,160,174,127,106,17,62,61,48,6.1,0.3,0.6,2.5,4.1,3.4,56.0,31.4,0.5,1.8,3.3,2.9,1.2,1.5,2.0,10.61,2.2,6.41,4.57,0.95,4.8,1.39,2.46,1.55,0.189,0.207,0.604,0.431,0.005,0.04,0.007,0.019,120,3223.06,201144
175,11045,Jeff Green,N,Jeff,81,Green,Forward,Active,8,1610612753,Magic,235,294,77,172,135,145,168,26,65,41,54,1.7,0.5,0.7,3.2,2.8,2.1,80.0,28.2,0.9,2.1,2.3,4.2,0.7,1.2,1.77,10.05,2.94,5.34,3.51,0.6,4.64,1.75,2.29,1.43,0.177,0.292,0.531,0.35,0.009,0.058,0.017,0.013,175,4238.792,201145
176,11221,Corey Brewer,N,Corey,81,Brewer,Forward,Active,9,1610612745,Rockets,186,203,140,50,82,75,115,41,13,20,23,1.3,0.2,0.3,1.9,1.7,1.3,82.0,20.4,0.5,2.0,1.7,2.4,1.0,1.0,1.3,7.38,1.8,4.28,3.15,0.55,3.38,1.24,1.59,1.11,0.175,0.245,0.58,0.426,0.005,0.044,0.012,0.024,161,3280.408,201147
177,10642,Brandan Wright,N,Brandan,82,Wright,Forward,Active,8,1610612763,Grizzlies,210,29,0,5,0,18,23,0,4,0,8,0.5,1.3,0.1,2.4,2.0,1.1,12.0,17.7,1.2,1.8,2.1,3.6,0.4,0.8,1.67,6.75,3.0,2.08,0.75,0.75,3.08,1.25,1.08,0.5,0.247,0.444,0.309,0.111,0.036,0.069,0.033,0.012,25,316.52,201148
178,11594,Joakim Noah,N,Joakim,83,Noah,Center,Active,9,1610612752,Knicks,230,107,0,8,1,17,45,0,3,0,3,3.8,1.0,0.6,5.8,1.6,0.8,29.0,21.9,3.0,2.7,1.5,8.8,0.6,1.8,2.69,10.34,3.31,4.34,2.0,0.79,4.41,2.03,1.59,0.72,0.26,0.32,0.42,0.193,0.023,0.131,0.068,0.014,30,1176.644,201149
179,10436,Spencer Hawes,N,Spencer,85,Hawes,Forward-Center,Active,9,1610612766,Hornets,245,94,26,64,76,46,48,11,20,27,18,1.9,0.5,0.2,3.4,1.1,0.9,57.0,18.2,0.9,1.9,1.1,4.3,0.4,1.0,2.08,7.71,3.2,2.43,0.7,0.84,3.55,1.82,0.89,0.23,0.271,0.414,0.315,0.09,0.013,0.091,0.024,0.01,91,2076.66,201150
180,10382,Thaddeus Young,N,Thaddeus,80,Young,Forward,Active,9,1610612754,Pacers,221,437,9,202,21,294,260,1,75,6,153,1.9,0.5,1.1,6.6,2.2,1.4,73.0,33.0,2.4,2.5,2.2,9.0,1.5,1.9,2.33,12.52,4.78,5.41,3.51,1.15,5.89,2.9,1.84,1.08,0.186,0.382,0.432,0.28,0.008,0.1,0.036,0.023,278,4672.156,201152
181,11174,Rodney Stuckey,N,Rodney,77,Stuckey,Guard,Active,9,1610612754,Pacers,205,137,36,166,46,57,76,7,64,12,23,2.4,0.1,0.5,2.4,2.7,2.3,58.0,22.0,0.3,1.3,2.3,2.7,0.7,1.3,0.96,5.63,1.25,3.42,2.05,0.35,2.56,0.84,1.37,0.84,0.172,0.221,0.607,0.364,0.003,0.053,0.007,0.017,83,2487.188,201155
182,11498,Nick Young,N,Nick,79,Young,Guard-Forward,Active,9,1610612747,Lakers,210,16,55,107,179,12,6,23,39,54,4,0.6,0.1,0.2,1.5,1.4,1.2,54.0,19.1,0.3,0.9,0.8,1.8,0.4,0.6,1.05,5.35,1.54,2.76,1.93,0.33,2.67,1.15,1.19,0.81,0.197,0.287,0.516,0.36,0.003,0.04,0.007,0.011,86,2002.108,201156
183,11201,Marco Belinelli,N,Marco,77,Belinelli,Guard-Forward,Active,9,1610612766,Hornets,210,47,46,253,251,38,36,19,108,72,10,1.9,0.0,0.1,1.6,2.0,1.7,68.0,24.6,0.1,1.3,1.9,1.7,0.5,1.2,0.99,6.9,1.72,4.19,3.03,0.43,3.25,1.27,1.55,1.06,0.143,0.249,0.608,0.439,0.001,0.03,0.003,0.01,207,3377.444,201158
184,11224,Jason Smith,N,Jason,84,Smith,Forward-Center,Active,8,1610612764,Wizards,240,76,7,375,9,36,42,3,181,1,17,0.8,0.9,0.3,2.2,0.9,0.7,76.0,15.5,0.7,2.1,1.0,2.9,0.4,0.8,1.25,6.46,3.03,2.18,1.19,0.48,3.18,1.7,1.0,0.49,0.194,0.469,0.337,0.184,0.027,0.069,0.022,0.014,217,2201.54,201160
185,11459,Jared Dudley,N,Jared,79,Dudley,Forward,Active,9,1610612756,Suns,225,64,59,170,179,15,48,29,80,71,5,2.1,0.2,0.1,2.9,1.2,0.9,81.0,25.9,0.7,2.3,1.3,3.5,0.9,1.0,2.16,9.76,3.66,3.94,2.25,0.77,4.44,2.28,1.39,0.73,0.222,0.375,0.403,0.23,0.004,0.053,0.012,0.017,216,4176.68,201162
186,10790,Wilson Chandler,N,Wilson,80,Chandler,Forward,Active,8,1610612743,Nuggets,225,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,201163
187,11636,Aaron Brooks,Y,Aaron,72,Brooks,Guard,Active,8,1610612754,Pacers,161,123,16,77,169,84,58,6,30,60,34,2.6,0.1,0.5,1.2,0.9,0.7,69.0,16.1,0.3,1.9,1.1,1.5,0.4,1.2,1.18,5.39,1.01,3.2,2.0,0.43,2.09,0.65,1.01,0.62,0.218,0.188,0.594,0.371,0.004,0.035,0.009,0.013,49,2043.424,201166
188,11362,Arron Afflalo,N,Arron,77,Afflalo,Guard,Active,9,1610612758,Kings,210,106,103,306,133,149,60,46,131,45,72,2.0,0.1,0.7,3.4,1.8,1.5,71.0,33.4,0.3,2.0,1.7,3.7,0.4,1.2,1.68,8.97,1.59,5.7,3.11,0.75,4.06,1.21,2.1,1.11,0.187,0.177,0.636,0.347,0.002,0.052,0.005,0.005,212,4553.336,201167
189,11649,Tiago Splitter,N,Tiago,83,Splitter,Center-Forward,Active,6,1610612737,Hawks,245,125,1,7,1,21,73,0,2,0,6,0.8,0.3,0.5,2.1,1.3,1.1,36.0,16.1,1.3,2.0,1.3,3.3,0.6,0.7,2.0,7.28,2.72,2.56,1.17,0.78,3.33,1.47,1.08,0.36,0.275,0.374,0.351,0.16,0.01,0.063,0.038,0.017,61,1135.524,201168
190,12119,Carl Landry,N,Carl,81,Landry,Forward,Active,9,1610612755,76ers,248,95,2,114,11,28,69,1,54,5,10,0.9,0.3,0.4,2.7,2.5,1.9,36.0,15.8,1.4,1.9,1.7,4.1,0.3,0.6,1.35,7.06,3.03,2.68,1.38,0.48,3.62,1.76,1.38,0.74,0.192,0.429,0.379,0.196,0.008,0.081,0.041,0.01,107,959.672,201171
191,10861,Josh McRoberts,Y,Josh,82,McRoberts,Forward,Active,9,1610612748,Heat,240,44,4,29,45,26,24,1,10,11,9,1.9,0.2,0.2,2.0,1.0,0.7,42.0,14.2,0.5,1.6,0.8,2.5,0.4,0.7,1.46,5.88,1.83,2.59,1.51,0.59,2.51,1.07,0.85,0.39,0.249,0.311,0.44,0.257,0.006,0.071,0.019,0.015,37,1079.12,201177
