,player_id,display_name,cluster
249,202330,Gordon Hayward,6
250,202331,Paul George,6
251,202332,Cole Aldrich,1
253,202334,Ed Davis,1
254,202335,Patrick Patterson,7
255,202336,Larry Sanders,1
256,202337,Luke Babbitt,7
257,202338,Kevin Seraphin,2
258,202339,Eric Bledsoe,6
259,202340,Avery Bradley,9
260,202341,James Anderson,9
262,202344,Trevor Booker,3
263,202347,Quincy Pondexter,9
264,202349,Greivis Vasquez,5
266,202355,Hassan Whiteside,1
267,202357,Nemanja Bjelica,7
269,202362,Lance Stephenson,6
271,202379,Jeremy Evans,3
272,202388,Donald Sloan,5
273,202389,Timofey Mozgov,1
274,202390,Gary Neal,8
275,202391,Jeremy Lin,6
276,202397,Ish Smith,6
278,202407,Elijah Millsap,9
279,202498,Lance Thomas,8
281,202681,Kyrie Irving,6
282,202682,Derrick Williams,8
283,202683,Enes Kanter,1
284,202684,Tristan Thompson,1
285,202685,Jonas Valanciunas,1
286,202687,Bismack Biyombo,1
287,202688,Brandon Knight,6
288,202689,Kemba Walker,6
289,202690,Jimmer Fredette,6
290,202691,Klay Thompson,9
291,202692,Alec Burks,8
292,202693,Markieff Morris,4
293,202694,Marcus Morris,8
294,202695,Kawhi Leonard,6
295,202696,Nikola Vucevic,2
296,202697,Iman Shumpert,9
297,202699,Tobias Harris,8
298,202700,Donatas Motiejunas,7
299,202702,Kenneth Faried,1
300,202703,Nikola Mirotic,7
301,202704,Reggie Jackson,6
303,202708,Norris Cole,5
304,202709,Cory Joseph,5
305,202710,Jimmy Butler,6
306,202711,Bojan Bogdanovic,9
308,202713,Kyle Singler,9
309,202714,Shelvin Mack,6
310,202718,Chandler Parsons,5
311,202720,Jon Leuer,2
316,202730,Lavoy Allen,2
318,202734,E'Twaun Moore,5
319,202738,Isaiah Thomas,6
322,202962,Greg Smith,1
323,203076,Anthony Davis,2
324,203077,Michael Kidd-Gilchrist,4
325,203078,Bradley Beal,6
326,203079,Dion Waiters,9
327,203080,Thomas Robinson,1
328,203081,Damian Lillard,6
329,203082,Terrence Ross,9
330,203083,Andre Drummond,1
331,203084,Harrison Barnes,7
332,203085,Austin Rivers,5
333,203086,Meyers Leonard,7
334,203087,Jeremy Lamb,9
335,203088,Kendall Marshall,5
336,203089,John Henson,1
337,203090,Maurice Harkless,9
338,203092,Tyler Zeller,1
339,203093,Terrence Jones,3
340,203094,Andrew Nicholson,4
341,203095,Evan Fournier,5
342,203096,Jared Sullinger,2
343,203098,John Jenkins,8
345,203100,Tony Wroten,6
346,203101,Miles Plumlee,1
347,203103,Perry Jones,7
348,203105,Festus Ezeli,1
352,203109,Jae Crowder,9
353,203110,Draymond Green,2
355,203112,Quincy Acy,7
357,203114,Khris Middleton,6
358,203115,Will Barton,6
359,203118,Mike Scott,7
360,203120,Justin Hamilton,2
362,203123,Kostas Papanikolaou,7
363,203124,Kyle O'Quinn,2
364,203128,Furkan Aldemir,1
365,203133,Robbie Hummel,7
366,203135,Robert Sacre,2
368,203138,Hollis Thompson,9
369,203141,Mirza Teletovic,7
370,203142,Chris Copeland,9
371,203143,Pablo Prigioni,5
372,203144,Alexey Shved,6
373,203145,Kent Bazemore,9
374,203148,Brian Roberts,5
375,203156,Henry Sims,4
377,203187,Chris Johnson,9
378,203200,Justin Holiday,9
379,203210,JaMychal Green,3
383,203382,Aron Baynes,1
384,203457,Nerlens Noel,2
385,203458,Alex Len,1
386,203459,Allen Crabbe,9
387,203460,Andre Roberson,9
388,203461,Anthony Bennett,4
389,203462,Archie Goodwin,6
390,203463,Ben McLemore,9
391,203468,CJ McCollum,5
392,203469,Cody Zeller,1
393,203471,Dennis Schroder,6
394,203473,Dewayne Dedmon,1
396,203476,Gorgui Dieng,2
397,203477,Isaiah Canaan,9
399,203481,Jeff Withey,1
400,203482,Kelly Olynyk,7
401,203484,Kentavious Caldwell-Pope,9
402,203485,Lorenzo Brown,6
403,203486,Mason Plumlee,1
404,203487,Michael Carter-Williams,6
405,203488,Mike Muscala,2
407,203490,Otto Porter,9
408,203492,Ray McCallum,5
409,203493,Reggie Bullock,9
411,203496,Robert Covington,9
412,203497,Rudy Gobert,1
413,203498,Shabazz Muhammad,8
414,203499,Shane Larkin,6
415,203500,Steven Adams,1
416,203501,Tim Hardaway Jr.,9
417,203503,Tony Snell,9
418,203504,Trey Burke,5
420,203506,Victor Oladipo,6
421,203507,Giannis Antetokounmpo,3
422,203508,Sergey Karasev,9
425,203515,Phil Pressey,6
426,203516,James Ennis,8
428,203521,Matthew Dellavedova,5
429,203524,Solomon Hill,5
430,203526,Raul Neto,5
431,203527,Ryan Kelly,9
432,203530,Joffrey Lauvergne,1
435,203544,Pero Antic,7
437,203546,Ian Clark,9
438,203552,Seth Curry,9
444,203584,Troy Daniels,9
446,203613,Jonathon Simmons,8
448,203798,PJ Hairston,9
451,203894,Shabazz Napier,5
453,203897,Zach LaVine,6
454,203898,Tyler Ennis,6
455,203900,Markel Brown,9
456,203901,Elfrid Payton,6
458,203903,Jordan Clarkson,6
460,203909,KJ McDaniels,3
463,203913,Jabari Brown,8
464,203914,Gary Harris,9
465,203915,Spencer Dinwiddie,6
466,203917,Nik Stauskas,9
467,203918,Rodney Hood,8
469,203921,Cleanthony Early,8
470,203922,Glenn Robinson,8
471,203923,James Young,9
472,203924,Jerami Grant,3
473,203925,Joe Harris,9
474,203926,Doug McDermott,9
475,203928,Cory Jefferson,2
476,203930,Sean Kilpatrick,9
477,203932,Aaron Gordon,3
478,203933,TJ Warren,8
480,203935,Marcus Smart,5
481,203937,Kyle Anderson,6
482,203939,Dwight Powell,4
483,203940,Adreian Payne,4
484,203943,Noah Vonleh,2
485,203944,Julius Randle,4
488,203948,Johnny O'Bryant III,4
492,203952,Andrew Wiggins,8
493,203953,Jabari Parker,8
496,203956,Mitch McGary,1
497,203957,Dante Exum,9
499,203960,JaKarr Sampson,8
505,203991,Clint Capela,1
506,203994,Jusuf Nurkic,1
509,203999,Nikola Jokic,1
510,204001,Kristaps Porzingis,4
512,204014,Damjan Rudez,9
513,204020,Tyler Johnson,5
516,204025,Tim Frazier,6
517,204028,Tarik Black,1
519,204037,Travis Wear,4
520,204038,Langston Galloway,5
522,204060,Joe Ingles,9
528,204456,TJ McConnell,6
529,1626143,Jahlil Okafor,1
530,1626144,Emmanuel Mudiay,6
531,1626145,Tyus Jones,6
533,1626147,Justin Anderson,8
534,1626148,Anthony Brown,9
541,1626156,D'Angelo Russell,6
542,1626157,Karl-Anthony Towns,2
543,1626158,Richaun Holmes,1
544,1626159,Justise Winslow,9
545,1626161,Willie Cauley-Stein,3
546,1626162,Kelly Oubre,8
547,1626163,Frank Kaminsky,7
548,1626164,Devin Booker,6
549,1626166,Cameron Payne,5
550,1626167,Myles Turner,4
551,1626168,Trey Lyles,7
552,1626169,Stanley Johnson,5
553,1626170,Jerian Grant,6
554,1626171,Bobby Portis,4
556,1626173,Rashad Vaughn,9
560,1626178,Rondae Hollis-Jefferson,3
562,1626181,Norman Powell,9
568,1626196,Josh Richardson,5
572,1626204,Larry Nance Jr.,3
573,1626209,Mario Hezonja,9
578,1626246,Boban Marjanovic,1
585,1626273,Marcelo Huertas,6
