,FGA_l,FTA_l,OREB_l,TOV_l,lineup_ids,lineup_names,points_allowed,points_scored
1851,0.0,0.0,0.0,0.0,201158 - 1626203 - 1626163 - 201196 - 101107,"Belinelli,Marco - Graham,Treveon - Kaminsky,Frank - Sessions,Ramon - Williams,Marvin",0.0,0.0
1852,0.0,0.0,0.0,0.0,201587 - 203077 - 203087 - 202689 - 101107,"Batum,Nicolas - Kidd-Gilchrist,Michael - Lamb,Jeremy - Walker,Kemba - Williams,Marvin",0.0,0.0
1853,0.0,0.0,0.0,1.0,201158 - 201579 - 203087 - 201196 - 101107,"Belinelli,Marco - Hibbert,Roy - Lamb,Jeremy - Sessions,Ramon - Williams,Marvin",0.0,0.0
1854,0.0,0.0,0.0,1.0,201587 - 201158 - 201150 - 201579 - 202689,"Batum,Nicolas - Belinelli,Marco - Hawes,Spencer - Hibbert,Roy - Walker,Kemba",0.0,0.0
1855,0.0,4.0,0.0,0.0,201587 - 201150 - 202689 - 101107 - 203469,"Batum,Nicolas - Hawes,Spencer - Walker,Kemba - Williams,Marvin - Zeller,Cody",0.0,2.0
1856,30.0,3.0,2.0,3.0,2564 - 203957 - 203497 - 202330 - 203918,"Diaw,Boris - Exum,Dante - Gobert,Rudy - Hayward,Gordon - Hood,Rodney",36.0,30.0
1857,69.9,17.1,3.9,8.1,2564 - 203497 - 201588 - 203918 - 2207,"Diaw,Boris - Gobert,Rudy - Hill,George - Hood,Rodney - Johnson,Joe",29.4,31.7
1858,22.0,8.0,2.0,1.0,202324 - 203497 - 202330 - 201588 - 203918,"Favors,Derrick - Gobert,Rudy - Hayward,Gordon - Hill,George - Hood,Rodney",27.0,28.0
1859,15.0,6.0,0.0,3.0,203497 - 202330 - 201588 - 203918 - 2207,"Gobert,Rudy - Hayward,Gordon - Hill,George - Hood,Rodney - Johnson,Joe",12.0,26.0
1860,48.0,11.1,9.0,11.1,202324 - 203497 - 202330 - 203918 - 202714,"Favors,Derrick - Gobert,Rudy - Hayward,Gordon - Hood,Rodney - Mack,Shelvin",15.0,18.7
1861,62.0,10.0,9.0,9.0,203957 - 203497 - 202330 - 203918 - 1626168,"Exum,Dante - Gobert,Rudy - Hayward,Gordon - Hood,Rodney - Lyles,Trey",13.2,12.2
1862,47.2,13.2,6.0,3.2,202324 - 203497 - 201588 - 203918 - 2207,"Favors,Derrick - Gobert,Rudy - Hill,George - Hood,Rodney - Johnson,Joe",12.2,15.0
1863,32.1,2.1,3.0,6.0,203957 - 202324 - 203497 - 202330 - 203918,"Exum,Dante - Favors,Derrick - Gobert,Rudy - Hayward,Gordon - Hood,Rodney",11.3,11.0
1864,11.0,2.0,0.0,1.0,202324 - 202330 - 203918 - 1626168 - 202714,"Favors,Derrick - Hayward,Gordon - Hood,Rodney - Lyles,Trey - Mack,Shelvin",13.0,15.0
1865,19.0,4.0,2.0,2.0,203957 - 202324 - 203497 - 202330 - 204060,"Exum,Dante - Favors,Derrick - Gobert,Rudy - Hayward,Gordon - Ingles,Joe",12.0,11.5
1866,10.0,8.0,2.0,1.0,203497 - 201588 - 203918 - 2207 - 202714,"Gobert,Rudy - Hill,George - Hood,Rodney - Johnson,Joe - Mack,Shelvin",8.0,18.0
1867,21.0,3.9,0.9,3.0,203497 - 202330 - 204060 - 1626168 - 202714,"Gobert,Rudy - Hayward,Gordon - Ingles,Joe - Lyles,Trey - Mack,Shelvin",8.0,9.0
1868,41.0,2.0,2.0,4.0,203957 - 203497 - 202330 - 203918 - 2207,"Exum,Dante - Gobert,Rudy - Hayward,Gordon - Hood,Rodney - Johnson,Joe",9.2,9.2
1869,24.0,3.0,3.9,3.0,203497 - 202330 - 2207 - 1626168 - 202714,"Gobert,Rudy - Hayward,Gordon - Johnson,Joe - Lyles,Trey - Mack,Shelvin",6.7,8.7
1870,20.1,12.9,0.9,2.1,203497 - 201588 - 203918 - 204060 - 2207,"Gobert,Rudy - Hill,George - Hood,Rodney - Ingles,Joe - Johnson,Joe",7.7,11.7
1871,15.0,5.0,2.0,1.0,203957 - 202324 - 203497 - 201588 - 2207,"Exum,Dante - Favors,Derrick - Gobert,Rudy - Hill,George - Johnson,Joe",9.5,8.5
1872,6.0,0.0,0.0,1.0,202330 - 204060 - 2207 - 202714 - 203481,"Hayward,Gordon - Ingles,Joe - Johnson,Joe - Mack,Shelvin - Withey,Jeff",8.0,11.0
1873,18.0,15.9,0.9,2.1,203957 - 204060 - 1626168 - 202714 - 203481,"Exum,Dante - Ingles,Joe - Lyles,Trey - Mack,Shelvin - Withey,Jeff",7.3,8.0
1874,8.0,2.0,1.0,1.0,2564 - 202330 - 204060 - 1626168 - 202714,"Diaw,Boris - Hayward,Gordon - Ingles,Joe - Lyles,Trey - Mack,Shelvin",14.0,8.0
1875,9.0,1.0,2.0,1.0,203957 - 202330 - 204060 - 2207 - 203481,"Exum,Dante - Hayward,Gordon - Ingles,Joe - Johnson,Joe - Withey,Jeff",8.0,10.0
1876,7.0,0.0,1.0,1.0,203957 - 203497 - 202330 - 1626168 - 202714,"Exum,Dante - Gobert,Rudy - Hayward,Gordon - Lyles,Trey - Mack,Shelvin",7.0,11.0
1877,4.0,6.0,1.0,1.0,203497 - 202330 - 201588 - 203918 - 204060,"Gobert,Rudy - Hayward,Gordon - Hill,George - Hood,Rodney - Ingles,Joe",10.0,8.0
1878,32.0,6.0,2.0,6.0,203497 - 201588 - 203918 - 2207 - 1626168,"Gobert,Rudy - Hill,George - Hood,Rodney - Johnson,Joe - Lyles,Trey",7.4,6.8
1879,6.0,0.0,0.0,1.0,2564 - 203957 - 2207 - 202714 - 203481,"Diaw,Boris - Exum,Dante - Johnson,Joe - Mack,Shelvin - Withey,Jeff",11.0,2.0
1880,4.0,4.0,0.0,0.0,2564 - 203957 - 204060 - 2207 - 1626168,"Diaw,Boris - Exum,Dante - Ingles,Joe - Johnson,Joe - Lyles,Trey",10.0,9.0
1881,7.0,0.0,0.0,0.0,203957 - 203497 - 201588 - 2207 - 1626168,"Exum,Dante - Gobert,Rudy - Hill,George - Johnson,Joe - Lyles,Trey",5.0,7.0
1882,15.9,2.1,2.1,3.0,203957 - 202324 - 203918 - 2207 - 1626168,"Exum,Dante - Favors,Derrick - Hood,Rodney - Johnson,Joe - Lyles,Trey",4.3,6.0
1883,4.0,5.0,1.0,2.0,203918 - 2207 - 1626168 - 202714 - 203481,"Hood,Rodney - Johnson,Joe - Lyles,Trey - Mack,Shelvin - Withey,Jeff",9.0,8.0
1884,4.0,0.0,0.0,1.0,2564 - 203957 - 203497 - 201588 - 203918,"Diaw,Boris - Exum,Dante - Gobert,Rudy - Hill,George - Hood,Rodney",7.0,4.0
1885,4.0,2.0,0.0,0.0,203957 - 203497 - 202330 - 201588 - 1626168,"Exum,Dante - Gobert,Rudy - Hayward,Gordon - Hill,George - Lyles,Trey",8.0,7.0
1886,10.0,0.0,2.0,4.0,202324 - 203497 - 201588 - 203918 - 204060,"Favors,Derrick - Gobert,Rudy - Hill,George - Hood,Rodney - Ingles,Joe",5.0,6.5
1887,22.0,4.0,2.0,5.0,202324 - 203918 - 2207 - 1626168 - 202714,"Favors,Derrick - Hood,Rodney - Johnson,Joe - Lyles,Trey - Mack,Shelvin",5.8,7.6
1888,5.0,5.0,3.0,1.0,2564 - 203957 - 204060 - 203526 - 203481,"Diaw,Boris - Exum,Dante - Ingles,Joe - Neto,Raul - Withey,Jeff",4.0,10.0
1889,3.0,4.0,0.0,0.0,203957 - 202324 - 203918 - 204060 - 2207,"Exum,Dante - Favors,Derrick - Hood,Rodney - Ingles,Joe - Johnson,Joe",9.0,8.0
1890,15.2,8.0,3.2,8.0,203957 - 202324 - 204060 - 1626168 - 202714,"Exum,Dante - Favors,Derrick - Ingles,Joe - Lyles,Trey - Mack,Shelvin",5.8,4.0
1891,15.0,6.0,0.9,3.0,203957 - 203497 - 202330 - 204060 - 1626168,"Exum,Dante - Gobert,Rudy - Hayward,Gordon - Ingles,Joe - Lyles,Trey",7.0,8.3
1892,5.0,0.0,0.0,1.0,203957 - 203497 - 201588 - 203918 - 2207,"Exum,Dante - Gobert,Rudy - Hill,George - Hood,Rodney - Johnson,Joe",5.0,6.0
1893,6.0,0.0,1.0,0.0,202324 - 203497 - 202330 - 2207 - 202714,"Favors,Derrick - Gobert,Rudy - Hayward,Gordon - Johnson,Joe - Mack,Shelvin",7.0,4.0
1894,14.1,2.1,0.0,3.0,202324 - 202330 - 204060 - 1626168 - 202714,"Favors,Derrick - Hayward,Gordon - Ingles,Joe - Lyles,Trey - Mack,Shelvin",5.3,3.3
1895,11.0,0.0,0.0,1.0,202330 - 203918 - 2207 - 202714 - 203481,"Hayward,Gordon - Hood,Rodney - Johnson,Joe - Mack,Shelvin - Withey,Jeff",4.0,9.0
1896,1.0,2.0,0.0,4.0,2564 - 203957 - 203497 - 202330 - 204060,"Diaw,Boris - Exum,Dante - Gobert,Rudy - Hayward,Gordon - Ingles,Joe",0.0,1.0
1897,3.0,0.0,0.0,1.0,203957 - 203497 - 201588 - 204060 - 2207,"Exum,Dante - Gobert,Rudy - Hill,George - Ingles,Joe - Johnson,Joe",8.0,5.0
1898,12.9,5.1,2.1,3.9,203957 - 203497 - 204060 - 1626168 - 202714,"Exum,Dante - Gobert,Rudy - Ingles,Joe - Lyles,Trey - Mack,Shelvin",5.6,3.3
1899,5.0,2.0,1.0,1.0,203957 - 202330 - 203918 - 1626168 - 203481,"Exum,Dante - Hayward,Gordon - Hood,Rodney - Lyles,Trey - Withey,Jeff",4.0,3.0
1900,9.0,2.0,1.0,1.0,2564 - 202324 - 201588 - 203918 - 2207,"Diaw,Boris - Favors,Derrick - Hill,George - Hood,Rodney - Johnson,Joe",3.0,7.0
1901,11.0,7.0,2.0,1.0,202324 - 202330 - 203918 - 2207 - 202714,"Favors,Derrick - Hayward,Gordon - Hood,Rodney - Johnson,Joe - Mack,Shelvin",4.0,7.0
1902,11.0,4.0,0.0,0.0,203497 - 202330 - 203918 - 2207 - 202714,"Gobert,Rudy - Hayward,Gordon - Hood,Rodney - Johnson,Joe - Mack,Shelvin",7.5,8.0
1903,8.0,5.0,2.0,0.0,203957 - 202324 - 202330 - 1626168 - 202714,"Exum,Dante - Favors,Derrick - Hayward,Gordon - Lyles,Trey - Mack,Shelvin",5.5,4.5
1904,9.9,0.0,0.0,3.9,203497 - 201588 - 203918 - 204060 - 1626168,"Gobert,Rudy - Hill,George - Hood,Rodney - Ingles,Joe - Lyles,Trey",7.3,1.3
1905,8.0,1.0,0.0,0.0,203497 - 201588 - 204060 - 1626168 - 202714,"Gobert,Rudy - Hill,George - Ingles,Joe - Lyles,Trey - Mack,Shelvin",4.0,9.0
1906,3.0,4.0,0.0,0.0,1627762 - 203957 - 204060 - 1626168 - 203526,"Bolomboy,Joel - Exum,Dante - Ingles,Joe - Lyles,Trey - Neto,Raul",0.0,7.0
1907,14.0,0.0,2.0,5.2,203957 - 202324 - 2207 - 1626168 - 202714,"Exum,Dante - Favors,Derrick - Johnson,Joe - Lyles,Trey - Mack,Shelvin",4.3,1.5
1908,12.0,6.0,2.1,0.0,203957 - 203497 - 202330 - 2207 - 1626168,"Exum,Dante - Gobert,Rudy - Hayward,Gordon - Johnson,Joe - Lyles,Trey",3.7,6.0
1909,3.0,2.0,0.0,1.0,203957 - 202330 - 2207 - 202714 - 203481,"Exum,Dante - Hayward,Gordon - Johnson,Joe - Mack,Shelvin - Withey,Jeff",5.0,4.0
1910,14.0,1.2,1.2,2.0,202324 - 201588 - 203918 - 2207 - 1626168,"Favors,Derrick - Hill,George - Hood,Rodney - Johnson,Joe - Lyles,Trey",3.2,5.0
1911,7.0,1.0,0.0,3.0,203497 - 202330 - 203918 - 1626168 - 202714,"Gobert,Rudy - Hayward,Gordon - Hood,Rodney - Lyles,Trey - Mack,Shelvin",3.5,3.5
1912,3.0,2.0,0.0,0.0,1627762 - 203957 - 204060 - 203526 - 203481,"Bolomboy,Joel - Exum,Dante - Ingles,Joe - Neto,Raul - Withey,Jeff",5.0,4.0
1913,2.0,2.0,0.0,0.0,2564 - 203957 - 202324 - 204060 - 2207,"Diaw,Boris - Exum,Dante - Favors,Derrick - Ingles,Joe - Johnson,Joe",5.0,2.0
1914,3.0,0.0,0.0,1.0,1627762 - 203957 - 202330 - 204060 - 2207,"Bolomboy,Joel - Exum,Dante - Hayward,Gordon - Ingles,Joe - Johnson,Joe",9.0,2.0
1915,5.0,0.0,1.0,0.0,203957 - 202324 - 201588 - 204060 - 2207,"Exum,Dante - Favors,Derrick - Hill,George - Ingles,Joe - Johnson,Joe",2.0,4.0
1916,6.0,2.0,0.0,2.0,203957 - 204060 - 2207 - 202714 - 203481,"Exum,Dante - Ingles,Joe - Johnson,Joe - Mack,Shelvin - Withey,Jeff",4.0,5.0
1917,4.0,2.0,1.0,0.0,202330 - 204060 - 1626168 - 202714 - 203481,"Hayward,Gordon - Ingles,Joe - Lyles,Trey - Mack,Shelvin - Withey,Jeff",6.0,4.0
1918,6.0,2.0,2.0,2.0,2564 - 203957 - 203497 - 201588 - 2207,"Diaw,Boris - Exum,Dante - Gobert,Rudy - Hill,George - Johnson,Joe",5.0,3.0
1919,3.0,0.0,1.0,2.0,2564 - 203957 - 204060 - 1626168 - 202714,"Diaw,Boris - Exum,Dante - Ingles,Joe - Lyles,Trey - Mack,Shelvin",5.0,2.0
1920,5.0,0.0,0.0,0.0,2564 - 202330 - 2207 - 1626168 - 203526,"Diaw,Boris - Hayward,Gordon - Johnson,Joe - Lyles,Trey - Neto,Raul",2.0,2.0
1921,4.0,2.0,0.0,0.0,2564 - 203918 - 204060 - 2207 - 202714,"Diaw,Boris - Hood,Rodney - Ingles,Joe - Johnson,Joe - Mack,Shelvin",5.0,3.0
1922,12.9,2.1,3.9,2.1,203957 - 202324 - 203918 - 1626168 - 202714,"Exum,Dante - Favors,Derrick - Hood,Rodney - Lyles,Trey - Mack,Shelvin",3.7,2.0
1923,5.0,2.0,0.0,2.0,203957 - 203497 - 202330 - 204060 - 2207,"Exum,Dante - Gobert,Rudy - Hayward,Gordon - Ingles,Joe - Johnson,Joe",2.0,6.0
1924,8.0,0.0,2.0,1.0,203957 - 203497 - 203918 - 204060 - 1626168,"Exum,Dante - Gobert,Rudy - Hood,Rodney - Ingles,Joe - Lyles,Trey",6.5,2.5
1925,14.0,7.2,1.2,1.2,203497 - 203918 - 2207 - 1626168 - 202714,"Gobert,Rudy - Hood,Rodney - Johnson,Joe - Lyles,Trey - Mack,Shelvin",3.0,6.3
1926,2.0,2.0,1.0,1.0,2564 - 203957 - 202324 - 201588 - 2207,"Diaw,Boris - Exum,Dante - Favors,Derrick - Hill,George - Johnson,Joe",4.0,1.0
1927,7.0,0.0,0.0,0.0,203957 - 202324 - 201588 - 204060 - 1626168,"Exum,Dante - Favors,Derrick - Hill,George - Ingles,Joe - Lyles,Trey",3.5,2.0
1928,11.0,0.0,3.0,0.0,203957 - 202324 - 204060 - 2207 - 1626168,"Exum,Dante - Favors,Derrick - Ingles,Joe - Johnson,Joe - Lyles,Trey",5.0,6.0
1929,3.0,1.0,0.0,0.0,203957 - 203497 - 201588 - 2207 - 202714,"Exum,Dante - Gobert,Rudy - Hill,George - Johnson,Joe - Mack,Shelvin",5.0,4.0
1930,3.0,0.0,0.0,0.0,202324 - 203497 - 201588 - 204060 - 2207,"Favors,Derrick - Gobert,Rudy - Hill,George - Ingles,Joe - Johnson,Joe",2.0,7.0
1931,5.0,0.0,1.0,0.0,203957 - 202324 - 203918 - 204060 - 1626168,"Exum,Dante - Favors,Derrick - Hood,Rodney - Ingles,Joe - Lyles,Trey",2.0,2.0
1932,2.0,2.0,0.0,1.0,203957 - 203497 - 203918 - 204060 - 2207,"Exum,Dante - Gobert,Rudy - Hood,Rodney - Ingles,Joe - Johnson,Joe",2.0,4.0
1933,8.0,0.0,2.0,1.0,203957 - 203918 - 2207 - 1626168 - 203481,"Exum,Dante - Hood,Rodney - Johnson,Joe - Lyles,Trey - Withey,Jeff",4.5,4.5
1934,2.0,0.0,0.0,1.0,203497 - 202330 - 201588 - 203918 - 1626168,"Gobert,Rudy - Hayward,Gordon - Hill,George - Hood,Rodney - Lyles,Trey",4.0,2.0
1935,7.0,3.0,0.0,1.0,203497 - 201588 - 203918 - 1626168 - 202714,"Gobert,Rudy - Hill,George - Hood,Rodney - Lyles,Trey - Mack,Shelvin",7.5,5.5
1936,15.0,4.0,1.0,2.0,203918 - 204060 - 1626168 - 202714 - 203481,"Hood,Rodney - Ingles,Joe - Lyles,Trey - Mack,Shelvin - Withey,Jeff",3.8,5.0
1937,2.0,0.0,0.0,1.0,2564 - 203957 - 203497 - 204060 - 2207,"Diaw,Boris - Exum,Dante - Gobert,Rudy - Ingles,Joe - Johnson,Joe",2.0,3.0
1938,5.0,0.0,2.0,0.0,2564 - 203497 - 201588 - 203918 - 204060,"Diaw,Boris - Gobert,Rudy - Hill,George - Hood,Rodney - Ingles,Joe",2.0,5.0
1939,5.0,0.0,1.0,0.0,202324 - 202330 - 2207 - 1626168 - 202714,"Favors,Derrick - Hayward,Gordon - Johnson,Joe - Lyles,Trey - Mack,Shelvin",2.0,4.0
1940,11.1,3.0,0.9,0.0,203497 - 203918 - 204060 - 1626168 - 202714,"Gobert,Rudy - Hood,Rodney - Ingles,Joe - Lyles,Trey - Mack,Shelvin",4.0,5.3
1941,3.0,0.0,1.0,1.0,1627762 - 203957 - 1626168 - 202714 - 203526,"Bolomboy,Joel - Exum,Dante - Lyles,Trey - Mack,Shelvin - Neto,Raul",4.0,4.0
1942,1.0,2.0,0.0,0.0,2564 - 203957 - 203918 - 204060 - 2207,"Diaw,Boris - Exum,Dante - Hood,Rodney - Ingles,Joe - Johnson,Joe",4.0,2.0
1943,4.0,0.0,1.0,0.0,203957 - 202324 - 203497 - 201588 - 202714,"Exum,Dante - Favors,Derrick - Gobert,Rudy - Hill,George - Mack,Shelvin",2.0,2.0
1944,9.2,2.0,0.0,7.2,203957 - 203918 - 1626168 - 202714 - 203481,"Exum,Dante - Hood,Rodney - Lyles,Trey - Mack,Shelvin - Withey,Jeff",5.8,4.5
1945,2.0,2.0,0.0,0.0,2564 - 203957 - 202330 - 204060 - 1626168,"Diaw,Boris - Exum,Dante - Hayward,Gordon - Ingles,Joe - Lyles,Trey",3.0,4.0
1946,9.2,2.0,0.0,1.2,203957 - 203497 - 203918 - 2207 - 1626168,"Exum,Dante - Gobert,Rudy - Hood,Rodney - Johnson,Joe - Lyles,Trey",4.3,3.8
1947,5.0,0.0,2.0,0.0,203957 - 202330 - 203918 - 2207 - 203481,"Exum,Dante - Hayward,Gordon - Hood,Rodney - Johnson,Joe - Withey,Jeff",6.0,2.0
1948,4.0,0.0,0.0,0.0,203957 - 201588 - 203918 - 2207 - 1626168,"Exum,Dante - Hill,George - Hood,Rodney - Johnson,Joe - Lyles,Trey",5.0,6.0
1949,5.0,6.0,0.0,0.0,202324 - 203918 - 204060 - 1626168 - 202714,"Favors,Derrick - Hood,Rodney - Ingles,Joe - Lyles,Trey - Mack,Shelvin",3.0,6.0
1950,3.9,2.1,0.0,2.1,203918 - 204060 - 2207 - 202714 - 203481,"Hood,Rodney - Ingles,Joe - Johnson,Joe - Mack,Shelvin - Withey,Jeff",6.4,2.7
1951,3.0,2.0,1.0,0.0,2564 - 203957 - 202330 - 203918 - 2207,"Diaw,Boris - Exum,Dante - Hayward,Gordon - Hood,Rodney - Johnson,Joe",2.0,2.0
1952,2.0,0.0,0.0,0.0,202324 - 201588 - 2207 - 1626168 - 202714,"Favors,Derrick - Hill,George - Johnson,Joe - Lyles,Trey - Mack,Shelvin",2.0,0.0
1953,3.0,0.0,0.0,1.0,203497 - 201588 - 203918 - 204060 - 202714,"Gobert,Rudy - Hill,George - Hood,Rodney - Ingles,Joe - Mack,Shelvin",4.0,2.0
1954,3.0,0.0,0.0,0.0,2564 - 203957 - 202324 - 2207 - 202714,"Diaw,Boris - Exum,Dante - Favors,Derrick - Johnson,Joe - Mack,Shelvin",2.0,4.0
1955,0.0,4.0,1.0,0.0,2564 - 203957 - 2207 - 1626168 - 202714,"Diaw,Boris - Exum,Dante - Johnson,Joe - Lyles,Trey - Mack,Shelvin",4.0,3.0
1956,9.9,0.0,2.1,0.0,203957 - 202330 - 204060 - 1626168 - 203481,"Exum,Dante - Hayward,Gordon - Ingles,Joe - Lyles,Trey - Withey,Jeff",3.3,2.0
1957,2.0,0.0,0.0,0.0,202324 - 201588 - 204060 - 2207 - 202714,"Favors,Derrick - Hill,George - Ingles,Joe - Johnson,Joe - Mack,Shelvin",4.0,2.0
1958,2.0,0.0,0.0,1.0,201588 - 203918 - 2207 - 1626168 - 203481,"Hill,George - Hood,Rodney - Johnson,Joe - Lyles,Trey - Withey,Jeff",3.0,0.0
1959,2.0,0.0,0.0,0.0,2564 - 203957 - 202330 - 2207 - 203481,"Diaw,Boris - Exum,Dante - Hayward,Gordon - Johnson,Joe - Withey,Jeff",5.0,3.0
1960,1.0,0.0,0.0,1.0,2564 - 203957 - 202330 - 1626168 - 202714,"Diaw,Boris - Exum,Dante - Hayward,Gordon - Lyles,Trey - Mack,Shelvin",0.0,2.0
1961,2.0,3.0,0.0,0.0,203957 - 203497 - 202330 - 2207 - 202714,"Exum,Dante - Gobert,Rudy - Hayward,Gordon - Johnson,Joe - Mack,Shelvin",0.0,4.0
1962,9.2,0.0,1.2,0.0,202324 - 203497 - 202330 - 204060 - 202714,"Favors,Derrick - Gobert,Rudy - Hayward,Gordon - Ingles,Joe - Mack,Shelvin",1.2,4.5
1963,2.0,6.0,0.0,0.0,202324 - 202330 - 201588 - 203918 - 2207,"Favors,Derrick - Hayward,Gordon - Hill,George - Hood,Rodney - Johnson,Joe",12.0,8.0
1964,6.0,2.0,1.0,0.0,203497 - 203918 - 204060 - 2207 - 202714,"Gobert,Rudy - Hood,Rodney - Ingles,Joe - Johnson,Joe - Mack,Shelvin",2.5,0.5
1965,6.9,0.0,0.9,0.9,203497 - 202330 - 204060 - 2207 - 202714,"Gobert,Rudy - Hayward,Gordon - Ingles,Joe - Johnson,Joe - Mack,Shelvin",2.6,2.3
1966,1.0,0.0,0.0,1.0,1627762 - 203957 - 204060 - 202714 - 203481,"Bolomboy,Joel - Exum,Dante - Ingles,Joe - Mack,Shelvin - Withey,Jeff",6.0,0.0
1967,1.0,4.0,0.0,0.0,2564 - 203957 - 202324 - 201588 - 204060,"Diaw,Boris - Exum,Dante - Favors,Derrick - Hill,George - Ingles,Joe",2.0,5.0
1968,5.0,0.0,1.0,0.0,203957 - 203497 - 204060 - 2207 - 202714,"Exum,Dante - Gobert,Rudy - Ingles,Joe - Johnson,Joe - Mack,Shelvin",2.0,1.0
1969,2.0,0.0,0.0,0.0,202324 - 201588 - 203918 - 1626168 - 202714,"Favors,Derrick - Hill,George - Hood,Rodney - Lyles,Trey - Mack,Shelvin",3.0,2.0
1970,1.0,0.0,0.0,0.0,1627762 - 203957 - 202714 - 203526 - 203481,"Bolomboy,Joel - Exum,Dante - Mack,Shelvin - Neto,Raul - Withey,Jeff",1.0,0.0
1971,3.9,0.9,0.0,2.1,203957 - 203497 - 203918 - 1626168 - 202714,"Exum,Dante - Gobert,Rudy - Hood,Rodney - Lyles,Trey - Mack,Shelvin",2.3,3.3
1972,2.0,0.0,0.0,0.0,203957 - 203918 - 204060 - 1626168 - 203481,"Exum,Dante - Hood,Rodney - Ingles,Joe - Lyles,Trey - Withey,Jeff",1.0,0.0
1973,1.0,3.0,0.0,0.0,2564 - 203497 - 203918 - 2207 - 202714,"Diaw,Boris - Gobert,Rudy - Hood,Rodney - Johnson,Joe - Mack,Shelvin",0.0,1.0
1974,0.0,2.0,0.0,1.0,2564 - 202330 - 2207 - 1626168 - 202714,"Diaw,Boris - Hayward,Gordon - Johnson,Joe - Lyles,Trey - Mack,Shelvin",5.0,1.0
1975,3.0,0.0,2.0,1.0,203957 - 202324 - 201588 - 203918 - 1626168,"Exum,Dante - Favors,Derrick - Hill,George - Hood,Rodney - Lyles,Trey",1.5,0.0
1976,3.9,2.1,0.0,0.0,203957 - 202324 - 201588 - 2207 - 1626168,"Exum,Dante - Favors,Derrick - Hill,George - Johnson,Joe - Lyles,Trey",1.4,0.7
1977,3.0,2.0,0.0,1.0,202324 - 202330 - 203918 - 204060 - 202714,"Favors,Derrick - Hayward,Gordon - Hood,Rodney - Ingles,Joe - Mack,Shelvin",0.0,1.5
1978,1.0,0.0,0.0,1.0,202324 - 204060 - 2207 - 1626168 - 202714,"Favors,Derrick - Ingles,Joe - Johnson,Joe - Lyles,Trey - Mack,Shelvin",4.0,0.0
1979,1.0,0.0,0.0,0.0,203497 - 204060 - 2207 - 1626168 - 202714,"Gobert,Rudy - Ingles,Joe - Johnson,Joe - Lyles,Trey - Mack,Shelvin",2.0,2.0
1980,1.0,0.0,0.0,2.0,204060 - 2207 - 1626168 - 202714 - 203481,"Ingles,Joe - Johnson,Joe - Lyles,Trey - Mack,Shelvin - Withey,Jeff",5.0,0.0
1981,5.1,2.1,0.9,2.1,202330 - 2207 - 1626168 - 202714 - 203481,"Hayward,Gordon - Johnson,Joe - Lyles,Trey - Mack,Shelvin - Withey,Jeff",2.0,1.3
1982,2.0,0.0,0.0,0.0,2564 - 203957 - 203918 - 204060 - 1626168,"Diaw,Boris - Exum,Dante - Hood,Rodney - Ingles,Joe - Lyles,Trey",2.0,0.0
1983,0.0,0.0,0.0,1.0,203957 - 202324 - 203497 - 202330 - 2207,"Exum,Dante - Favors,Derrick - Gobert,Rudy - Hayward,Gordon - Johnson,Joe",2.0,0.0
1984,3.0,0.0,0.0,0.0,203957 - 202324 - 202330 - 203918 - 2207,"Exum,Dante - Favors,Derrick - Hayward,Gordon - Hood,Rodney - Johnson,Joe",2.5,1.0
1985,0.0,2.0,0.0,0.0,203957 - 203497 - 201588 - 203918 - 202714,"Exum,Dante - Gobert,Rudy - Hill,George - Hood,Rodney - Mack,Shelvin",2.0,0.0
1986,1.0,0.0,0.0,0.0,202324 - 203497 - 203918 - 204060 - 202714,"Favors,Derrick - Gobert,Rudy - Hood,Rodney - Ingles,Joe - Mack,Shelvin",2.0,0.0
1987,0.0,0.0,0.0,1.0,1627762 - 203957 - 204060 - 2207 - 202714,"Bolomboy,Joel - Exum,Dante - Ingles,Joe - Johnson,Joe - Mack,Shelvin",0.0,0.0
1988,2.0,3.0,0.0,1.0,2564 - 203957 - 203497 - 2207 - 202714,"Diaw,Boris - Exum,Dante - Gobert,Rudy - Johnson,Joe - Mack,Shelvin",1.5,2.5
1989,1.0,1.0,0.0,0.0,203957 - 202324 - 202330 - 201588 - 1626168,"Exum,Dante - Favors,Derrick - Hayward,Gordon - Hill,George - Lyles,Trey",2.0,2.0
1990,1.0,0.0,0.0,0.0,203957 - 202324 - 202330 - 203918 - 1626168,"Exum,Dante - Favors,Derrick - Hayward,Gordon - Hood,Rodney - Lyles,Trey",0.0,0.0
1991,2.0,0.0,0.0,0.0,203957 - 202324 - 201588 - 204060 - 202714,"Exum,Dante - Favors,Derrick - Hill,George - Ingles,Joe - Mack,Shelvin",0.0,1.0
1992,1.0,0.0,0.0,0.0,203957 - 203497 - 201588 - 204060 - 1626168,"Exum,Dante - Gobert,Rudy - Hill,George - Ingles,Joe - Lyles,Trey",1.0,0.0
1993,1.0,0.0,0.0,0.0,202324 - 203918 - 204060 - 2207 - 202714,"Favors,Derrick - Hood,Rodney - Ingles,Joe - Johnson,Joe - Mack,Shelvin",2.0,0.0
1994,2.0,0.0,0.0,0.0,203957 - 202324 - 202330 - 204060 - 1626168,"Exum,Dante - Favors,Derrick - Hayward,Gordon - Ingles,Joe - Lyles,Trey",1.0,1.0
