,FGA_l,FTA_l,OREB_l,TOV_l,lineup_ids,lineup_names,points_allowed,points_scored
1995,0.0,2.0,0.0,1.0,203957 - 203497 - 201588 - 1626168 - 202714,"Exum,Dante - Gobert,Rudy - Hill,George - Lyles,Trey - Mack,Shelvin",0.0,1.0
1996,1.0,0.0,0.0,0.0,203497 - 202330 - 203918 - 204060 - 1626168,"Gobert,Rudy - Hayward,Gordon - Hood,Rodney - Ingles,Joe - Lyles,Trey",2.0,0.0
1997,2.0,0.0,0.0,0.0,203497 - 202330 - 203918 - 2207 - 1626168,"Gobert,Rudy - Hayward,Gordon - Hood,Rodney - Johnson,Joe - Lyles,Trey",0.0,0.0
1998,1.0,0.0,0.0,0.0,2564 - 203957 - 203918 - 204060 - 203481,"Diaw,Boris - Exum,Dante - Hood,Rodney - Ingles,Joe - Withey,Jeff",0.0,2.0
1999,0.0,0.0,0.0,1.0,203957 - 203497 - 201588 - 203918 - 204060,"Exum,Dante - Gobert,Rudy - Hill,George - Hood,Rodney - Ingles,Joe",0.0,0.0
2000,1.0,0.0,0.0,0.0,202330 - 204060 - 2207 - 1626168 - 202714,"Hayward,Gordon - Ingles,Joe - Johnson,Joe - Lyles,Trey - Mack,Shelvin",0.0,0.0
2001,0.0,0.0,0.0,0.0,201588 - 203918 - 204060 - 1626168 - 203481,"Hill,George - Hood,Rodney - Ingles,Joe - Lyles,Trey - Withey,Jeff",2.0,0.0
2002,0.0,0.0,0.0,0.0,203957 - 202324 - 201588 - 203918 - 2207,"Exum,Dante - Favors,Derrick - Hill,George - Hood,Rodney - Johnson,Joe",0.0,0.0
2003,0.0,0.0,0.0,0.0,2564 - 201588 - 203918 - 204060 - 2207,"Diaw,Boris - Hill,George - Hood,Rodney - Ingles,Joe - Johnson,Joe",2.0,0.0
2004,0.0,0.0,0.0,0.0,203957 - 202324 - 202330 - 2207 - 1626168,"Exum,Dante - Favors,Derrick - Hayward,Gordon - Johnson,Joe - Lyles,Trey",1.0,0.0
2005,0.0,0.0,0.0,0.0,203957 - 201588 - 203918 - 204060 - 2207,"Exum,Dante - Hill,George - Hood,Rodney - Ingles,Joe - Johnson,Joe",2.0,0.0
2006,0.0,0.0,0.0,0.0,201588 - 203918 - 204060 - 2207 - 202714,"Hill,George - Hood,Rodney - Ingles,Joe - Johnson,Joe - Mack,Shelvin",0.0,0.0
2007,305.8,63.8,57.2,47.3,202710 - 201959 - 201577 - 200765 - 2548,"Butler,Jimmy - Gibson,Taj - Lopez,Robin - Rondo,Rajon - Wade,Dwyane",30.0,31.6
2008,66.9,17.1,9.9,5.1,202710 - 201959 - 1626170 - 201577 - 2548,"Butler,Jimmy - Gibson,Taj - Grant,Jerian - Lopez,Robin - Wade,Dwyane",20.3,27.0
2009,16.0,8.0,1.0,5.0,202710 - 201959 - 201577 - 202703 - 200765,"Butler,Jimmy - Gibson,Taj - Lopez,Robin - Mirotic,Nikola - Rondo,Rajon",25.0,23.0
2010,26.0,9.0,2.0,3.0,203477 - 202703 - 1626171 - 1627756 - 2548,"Canaan,Isaiah - Mirotic,Nikola - Portis,Bobby - Valentine,Denzel - Wade,Dwyane",15.5,20.0
2011,26.0,9.0,6.0,3.0,1626245 - 1626170 - 1626171 - 1627756 - 1627835,"Felicio,Cristiano - Grant,Jerian - Portis,Bobby - Valentine,Denzel - Zipser,Paul",11.0,17.0
2012,8.0,7.0,2.0,2.0,202710 - 201959 - 1626171 - 200765 - 2548,"Butler,Jimmy - Gibson,Taj - Portis,Bobby - Rondo,Rajon - Wade,Dwyane",14.0,10.0
2013,9.0,7.0,1.0,1.0,202710 - 201959 - 1626170 - 202703 - 200765,"Butler,Jimmy - Gibson,Taj - Grant,Jerian - Mirotic,Nikola - Rondo,Rajon",10.0,23.0
2014,14.0,2.0,3.0,1.0,203477 - 203487 - 1626245 - 203926 - 202703,"Canaan,Isaiah - Carter-Williams,Michael - Felicio,Cristiano - McDermott,Doug - Mirotic,Nikola",14.0,13.0
2015,34.0,9.2,3.2,8.0,203477 - 1626245 - 203926 - 202703 - 2548,"Canaan,Isaiah - Felicio,Cristiano - McDermott,Doug - Mirotic,Nikola - Wade,Dwyane",10.7,11.0
2016,14.0,5.0,0.0,5.0,203487 - 1626245 - 203926 - 202703 - 2548,"Carter-Williams,Michael - Felicio,Cristiano - McDermott,Doug - Mirotic,Nikola - Wade,Dwyane",6.5,13.0
2017,12.0,1.0,1.0,0.0,203477 - 201959 - 1626171 - 200765 - 2548,"Canaan,Isaiah - Gibson,Taj - Portis,Bobby - Rondo,Rajon - Wade,Dwyane",9.0,7.0
2018,13.0,3.0,6.0,0.0,203487 - 201577 - 203926 - 202703 - 2548,"Carter-Williams,Michael - Lopez,Robin - McDermott,Doug - Mirotic,Nikola - Wade,Dwyane",10.0,10.0
2019,11.0,4.0,5.0,1.0,202710 - 202703 - 1626171 - 200765 - 2548,"Butler,Jimmy - Mirotic,Nikola - Portis,Bobby - Rondo,Rajon - Wade,Dwyane",11.0,8.0
2020,9.0,4.0,3.0,0.0,202710 - 203477 - 1626170 - 202703 - 1626171,"Butler,Jimmy - Canaan,Isaiah - Grant,Jerian - Mirotic,Nikola - Portis,Bobby",8.0,9.0
2021,8.0,0.0,3.0,2.0,203477 - 1626245 - 1626171 - 1627756 - 1627835,"Canaan,Isaiah - Felicio,Cristiano - Portis,Bobby - Valentine,Denzel - Zipser,Paul",9.0,6.0
2022,9.0,0.0,1.0,1.0,203477 - 202703 - 1626171 - 200765 - 1627756,"Canaan,Isaiah - Mirotic,Nikola - Portis,Bobby - Rondo,Rajon - Valentine,Denzel",8.0,12.0
2023,16.0,5.0,1.0,2.0,202710 - 203477 - 201959 - 203926 - 202703,"Butler,Jimmy - Canaan,Isaiah - Gibson,Taj - McDermott,Doug - Mirotic,Nikola",2.0,10.0
2024,10.0,2.0,3.0,1.0,202710 - 203487 - 201959 - 202703 - 200765,"Butler,Jimmy - Carter-Williams,Michael - Gibson,Taj - Mirotic,Nikola - Rondo,Rajon",8.0,11.0
2025,8.0,1.0,3.0,3.0,202710 - 203487 - 201959 - 200765 - 2548,"Butler,Jimmy - Carter-Williams,Michael - Gibson,Taj - Rondo,Rajon - Wade,Dwyane",8.0,8.0
2026,18.9,9.9,0.9,0.9,202710 - 201959 - 203926 - 202703 - 200765,"Butler,Jimmy - Gibson,Taj - McDermott,Doug - Mirotic,Nikola - Rondo,Rajon",6.0,9.7
2027,5.0,2.0,0.0,2.0,203477 - 1626245 - 202703 - 1627756 - 2548,"Canaan,Isaiah - Felicio,Cristiano - Mirotic,Nikola - Valentine,Denzel - Wade,Dwyane",7.0,7.0
2028,31.0,9.0,7.0,8.0,202710 - 203477 - 201959 - 202703 - 200765,"Butler,Jimmy - Canaan,Isaiah - Gibson,Taj - Mirotic,Nikola - Rondo,Rajon",8.8,8.4
2029,11.0,0.0,4.0,1.0,1626245 - 1626154 - 1626171 - 1627756 - 1627835,"Felicio,Cristiano - Hunter,RJ - Portis,Bobby - Valentine,Denzel - Zipser,Paul",3.0,5.0
2030,26.1,3.9,6.0,0.0,202710 - 203477 - 201577 - 202703 - 2548,"Butler,Jimmy - Canaan,Isaiah - Lopez,Robin - Mirotic,Nikola - Wade,Dwyane",8.7,6.7
2031,48.8,14.4,8.8,7.2,202710 - 201959 - 201577 - 203926 - 200765,"Butler,Jimmy - Gibson,Taj - Lopez,Robin - McDermott,Doug - Rondo,Rajon",9.0,7.1
2032,23.2,10.0,0.0,4.0,202710 - 203477 - 201577 - 203926 - 202703,"Butler,Jimmy - Canaan,Isaiah - Lopez,Robin - McDermott,Doug - Mirotic,Nikola",7.8,7.5
2033,5.0,2.0,1.0,2.0,202710 - 201959 - 202703 - 200765 - 1627756,"Butler,Jimmy - Gibson,Taj - Mirotic,Nikola - Rondo,Rajon - Valentine,Denzel",9.0,13.0
2034,9.0,4.0,3.0,0.0,202710 - 201577 - 203926 - 200765 - 2548,"Butler,Jimmy - Lopez,Robin - McDermott,Doug - Rondo,Rajon - Wade,Dwyane",7.0,8.0
2035,5.0,2.0,1.0,1.0,203487 - 1626245 - 1626171 - 1627756 - 1627835,"Carter-Williams,Michael - Felicio,Cristiano - Portis,Bobby - Valentine,Denzel - Zipser,Paul",7.0,7.0
2036,23.2,2.0,2.0,3.2,202710 - 203477 - 201959 - 1626170 - 201577,"Butler,Jimmy - Canaan,Isaiah - Gibson,Taj - Grant,Jerian - Lopez,Robin",5.8,5.5
2037,5.0,3.0,1.0,1.0,202710 - 201959 - 1626170 - 201577 - 203926,"Butler,Jimmy - Gibson,Taj - Grant,Jerian - Lopez,Robin - McDermott,Doug",5.0,7.0
2038,23.0,7.0,2.0,8.0,203477 - 203926 - 202703 - 1626171 - 2548,"Canaan,Isaiah - McDermott,Doug - Mirotic,Nikola - Portis,Bobby - Wade,Dwyane",10.2,5.4
2039,5.0,2.0,1.0,1.0,203477 - 1626245 - 203926 - 1626171 - 2548,"Canaan,Isaiah - Felicio,Cristiano - McDermott,Doug - Portis,Bobby - Wade,Dwyane",9.0,4.0
2040,6.0,0.0,1.0,1.0,202710 - 203477 - 201959 - 201577 - 202703,"Butler,Jimmy - Canaan,Isaiah - Gibson,Taj - Lopez,Robin - Mirotic,Nikola",6.0,8.0
2041,12.0,1.0,0.0,0.0,203477 - 1626170 - 203926 - 202703 - 1626171,"Canaan,Isaiah - Grant,Jerian - McDermott,Doug - Mirotic,Nikola - Portis,Bobby",6.0,5.5
2042,15.9,3.0,0.9,3.0,203926 - 202703 - 1626171 - 200765 - 2548,"McDermott,Doug - Mirotic,Nikola - Portis,Bobby - Rondo,Rajon - Wade,Dwyane",4.0,8.0
2043,25.2,6.0,6.0,3.2,202710 - 203477 - 201959 - 201577 - 200765,"Butler,Jimmy - Canaan,Isaiah - Gibson,Taj - Lopez,Robin - Rondo,Rajon",6.5,8.3
2044,5.0,2.0,1.0,0.0,202710 - 201959 - 1626170 - 201577 - 1627756,"Butler,Jimmy - Gibson,Taj - Grant,Jerian - Lopez,Robin - Valentine,Denzel",2.0,6.0
2045,6.0,0.0,3.0,2.0,203477 - 202703 - 1626171 - 200765 - 2548,"Canaan,Isaiah - Mirotic,Nikola - Portis,Bobby - Rondo,Rajon - Wade,Dwyane",7.0,4.0
2046,6.0,0.0,0.0,0.0,1626245 - 1626170 - 202703 - 1627756 - 2548,"Felicio,Cristiano - Grant,Jerian - Mirotic,Nikola - Valentine,Denzel - Wade,Dwyane",7.0,4.0
2047,7.0,7.0,0.0,1.0,202710 - 203477 - 202703 - 1626171 - 2548,"Butler,Jimmy - Canaan,Isaiah - Mirotic,Nikola - Portis,Bobby - Wade,Dwyane",6.0,8.5
2048,18.0,5.1,6.0,0.9,202710 - 203477 - 1626170 - 201577 - 202703,"Butler,Jimmy - Canaan,Isaiah - Grant,Jerian - Lopez,Robin - Mirotic,Nikola",3.3,5.3
2049,4.0,5.0,0.0,0.0,202710 - 201577 - 1626171 - 200765 - 2548,"Butler,Jimmy - Lopez,Robin - Portis,Bobby - Rondo,Rajon - Wade,Dwyane",7.0,9.0
2050,2.0,4.0,1.0,2.0,203477 - 203487 - 201577 - 203926 - 202703,"Canaan,Isaiah - Carter-Williams,Michael - Lopez,Robin - McDermott,Doug - Mirotic,Nikola",6.0,7.0
2051,6.0,0.0,1.0,0.0,203477 - 1626245 - 203926 - 202703 - 1627756,"Canaan,Isaiah - Felicio,Cristiano - McDermott,Doug - Mirotic,Nikola - Valentine,Denzel",4.0,12.0
2052,8.0,2.0,1.0,2.0,202710 - 203477 - 1626245 - 203926 - 202703,"Butler,Jimmy - Canaan,Isaiah - Felicio,Cristiano - McDermott,Doug - Mirotic,Nikola",6.5,7.5
2053,6.0,0.0,2.0,1.0,202710 - 203477 - 201959 - 201577 - 1627756,"Butler,Jimmy - Canaan,Isaiah - Gibson,Taj - Lopez,Robin - Valentine,Denzel",0.0,4.0
2054,20.0,6.0,1.0,1.0,202710 - 201577 - 203926 - 202703 - 200765,"Butler,Jimmy - Lopez,Robin - McDermott,Doug - Mirotic,Nikola - Rondo,Rajon",5.4,5.4
2055,9.0,2.1,0.0,2.1,203477 - 1626170 - 202703 - 1626171 - 2548,"Canaan,Isaiah - Grant,Jerian - Mirotic,Nikola - Portis,Bobby - Wade,Dwyane",2.7,5.0
2056,15.0,6.0,2.1,5.1,202710 - 203477 - 201577 - 202703 - 200765,"Butler,Jimmy - Canaan,Isaiah - Lopez,Robin - Mirotic,Nikola - Rondo,Rajon",3.6,6.3
2057,12.0,2.1,0.9,0.0,202710 - 203477 - 201577 - 202703 - 1627756,"Butler,Jimmy - Canaan,Isaiah - Lopez,Robin - Mirotic,Nikola - Valentine,Denzel",3.3,4.3
2058,6.0,0.0,1.0,0.0,202710 - 1626245 - 203926 - 202703 - 200765,"Butler,Jimmy - Felicio,Cristiano - McDermott,Doug - Mirotic,Nikola - Rondo,Rajon",6.0,2.0
2059,3.0,2.0,1.0,2.0,202710 - 201959 - 201577 - 200765 - 1627756,"Butler,Jimmy - Gibson,Taj - Lopez,Robin - Rondo,Rajon - Valentine,Denzel",8.0,2.0
2060,7.0,0.0,1.0,0.0,201959 - 203926 - 1626171 - 200765 - 2548,"Gibson,Taj - McDermott,Doug - Portis,Bobby - Rondo,Rajon - Wade,Dwyane",4.0,8.0
2061,22.8,10.8,1.8,4.2,202710 - 201959 - 202703 - 200765 - 2548,"Butler,Jimmy - Gibson,Taj - Mirotic,Nikola - Rondo,Rajon - Wade,Dwyane",5.3,4.5
2062,8.0,0.0,1.0,0.0,202710 - 203477 - 201959 - 203926 - 2548,"Butler,Jimmy - Canaan,Isaiah - Gibson,Taj - McDermott,Doug - Wade,Dwyane",4.0,6.0
2063,4.0,0.0,0.0,0.0,202710 - 203477 - 201959 - 1626171 - 2548,"Butler,Jimmy - Canaan,Isaiah - Gibson,Taj - Portis,Bobby - Wade,Dwyane",6.0,3.0
2064,4.0,0.0,0.0,1.0,202710 - 201959 - 1626170 - 1626171 - 1627756,"Butler,Jimmy - Gibson,Taj - Grant,Jerian - Portis,Bobby - Valentine,Denzel",1.0,0.0
2065,7.0,2.0,0.0,2.0,202710 - 201959 - 203926 - 200765 - 2548,"Butler,Jimmy - Gibson,Taj - McDermott,Doug - Rondo,Rajon - Wade,Dwyane",7.5,7.0
2066,2.0,0.0,0.0,2.0,203477 - 1626170 - 201577 - 202703 - 200765,"Canaan,Isaiah - Grant,Jerian - Lopez,Robin - Mirotic,Nikola - Rondo,Rajon",7.0,2.0
2067,2.0,2.0,0.0,2.0,202710 - 1626245 - 201959 - 200765 - 2548,"Butler,Jimmy - Felicio,Cristiano - Gibson,Taj - Rondo,Rajon - Wade,Dwyane",5.0,1.0
2068,5.0,0.0,2.0,0.0,203477 - 203487 - 1626245 - 203926 - 1626171,"Canaan,Isaiah - Carter-Williams,Michael - Felicio,Cristiano - McDermott,Doug - Portis,Bobby",6.0,3.0
2069,4.0,1.0,1.0,1.0,202710 - 203487 - 1626245 - 203926 - 202703,"Butler,Jimmy - Carter-Williams,Michael - Felicio,Cristiano - McDermott,Doug - Mirotic,Nikola",3.0,5.0
2070,6.0,0.0,0.0,2.0,202710 - 203487 - 201577 - 203926 - 202703,"Butler,Jimmy - Carter-Williams,Michael - Lopez,Robin - McDermott,Doug - Mirotic,Nikola",3.5,5.5
2071,3.0,2.0,1.0,0.0,1626170 - 202703 - 1626171 - 200765 - 2548,"Grant,Jerian - Mirotic,Nikola - Portis,Bobby - Rondo,Rajon - Wade,Dwyane",3.0,5.0
2072,12.0,3.2,1.2,3.2,202710 - 203477 - 201959 - 201577 - 203926,"Butler,Jimmy - Canaan,Isaiah - Gibson,Taj - Lopez,Robin - McDermott,Doug",2.2,2.5
2073,2.0,0.0,0.0,1.0,202710 - 203487 - 201577 - 202703 - 200765,"Butler,Jimmy - Carter-Williams,Michael - Lopez,Robin - Mirotic,Nikola - Rondo,Rajon",5.0,0.0
2074,2.0,4.0,1.0,0.0,203477 - 203926 - 202703 - 1626171 - 200765,"Canaan,Isaiah - McDermott,Doug - Mirotic,Nikola - Portis,Bobby - Rondo,Rajon",3.0,2.0
2075,3.0,3.0,0.0,0.0,202710 - 203477 - 1626170 - 201577 - 1626171,"Butler,Jimmy - Canaan,Isaiah - Grant,Jerian - Lopez,Robin - Portis,Bobby",10.0,4.0
2076,5.0,0.0,1.0,0.0,203477 - 1626170 - 201577 - 202703 - 2548,"Canaan,Isaiah - Grant,Jerian - Lopez,Robin - Mirotic,Nikola - Wade,Dwyane",5.0,7.0
2077,1.0,3.0,0.0,1.0,201959 - 1626170 - 1626171 - 200765 - 1627756,"Gibson,Taj - Grant,Jerian - Portis,Bobby - Rondo,Rajon - Valentine,Denzel",4.0,2.0
2078,2.0,2.0,0.0,0.0,1626170 - 201577 - 203926 - 202703 - 2548,"Grant,Jerian - Lopez,Robin - McDermott,Doug - Mirotic,Nikola - Wade,Dwyane",5.0,6.0
2079,19.2,6.0,4.8,1.8,202710 - 203477 - 201959 - 201577 - 2548,"Butler,Jimmy - Canaan,Isaiah - Gibson,Taj - Lopez,Robin - Wade,Dwyane",1.8,2.8
2080,4.0,0.0,1.0,1.0,203477 - 1626245 - 1626170 - 1626171 - 1627756,"Canaan,Isaiah - Felicio,Cristiano - Grant,Jerian - Portis,Bobby - Valentine,Denzel",5.0,1.0
2081,2.0,0.0,0.0,1.0,203487 - 1626245 - 203926 - 1626171 - 1627756,"Carter-Williams,Michael - Felicio,Cristiano - McDermott,Doug - Portis,Bobby - Valentine,Denzel",7.0,3.0
2082,2.0,2.0,1.0,1.0,202710 - 201959 - 1626170 - 202703 - 2548,"Butler,Jimmy - Gibson,Taj - Grant,Jerian - Mirotic,Nikola - Wade,Dwyane",4.0,2.0
2083,2.0,2.0,0.0,0.0,202710 - 1626170 - 201577 - 202703 - 2548,"Butler,Jimmy - Grant,Jerian - Lopez,Robin - Mirotic,Nikola - Wade,Dwyane",0.0,7.0
2084,3.0,0.0,0.0,1.0,202710 - 201577 - 203926 - 1626171 - 200765,"Butler,Jimmy - Lopez,Robin - McDermott,Doug - Portis,Bobby - Rondo,Rajon",1.5,2.0
2085,3.0,0.0,0.0,0.0,203477 - 1626245 - 202703 - 200765 - 2548,"Canaan,Isaiah - Felicio,Cristiano - Mirotic,Nikola - Rondo,Rajon - Wade,Dwyane",0.0,2.0
2086,2.0,0.0,0.0,0.0,1626170 - 201577 - 202703 - 200765 - 2548,"Grant,Jerian - Lopez,Robin - Mirotic,Nikola - Rondo,Rajon - Wade,Dwyane",5.0,3.0
2087,1.0,2.0,0.0,1.0,202710 - 203477 - 1626245 - 202703 - 200765,"Butler,Jimmy - Canaan,Isaiah - Felicio,Cristiano - Mirotic,Nikola - Rondo,Rajon",5.0,4.0
2088,1.0,2.0,0.0,1.0,202710 - 203477 - 202703 - 1626171 - 1627756,"Butler,Jimmy - Canaan,Isaiah - Mirotic,Nikola - Portis,Bobby - Valentine,Denzel",3.0,2.0
2089,2.0,0.0,0.0,0.0,202710 - 201577 - 202703 - 200765 - 1627756,"Butler,Jimmy - Lopez,Robin - Mirotic,Nikola - Rondo,Rajon - Valentine,Denzel",4.0,2.0
2090,1.0,0.0,0.0,0.0,203477 - 201577 - 203926 - 202703 - 200765,"Canaan,Isaiah - Lopez,Robin - McDermott,Doug - Mirotic,Nikola - Rondo,Rajon",4.0,2.0
2091,6.9,2.1,2.1,2.1,203477 - 201577 - 203926 - 202703 - 2548,"Canaan,Isaiah - Lopez,Robin - McDermott,Doug - Mirotic,Nikola - Wade,Dwyane",3.0,2.3
2092,3.0,0.0,0.0,0.0,201959 - 203926 - 202703 - 200765 - 2548,"Gibson,Taj - McDermott,Doug - Mirotic,Nikola - Rondo,Rajon - Wade,Dwyane",8.0,2.0
2093,6.0,5.1,0.9,0.9,202710 - 203477 - 201959 - 202703 - 2548,"Butler,Jimmy - Canaan,Isaiah - Gibson,Taj - Mirotic,Nikola - Wade,Dwyane",1.7,4.0
2094,3.0,0.0,1.0,0.0,202710 - 201959 - 203926 - 202703 - 2548,"Butler,Jimmy - Gibson,Taj - McDermott,Doug - Mirotic,Nikola - Wade,Dwyane",0.0,2.0
2095,1.0,0.0,0.0,0.0,202710 - 201959 - 203926 - 1626171 - 200765,"Butler,Jimmy - Gibson,Taj - McDermott,Doug - Portis,Bobby - Rondo,Rajon",0.0,2.0
2096,3.0,0.0,0.0,1.0,202710 - 201577 - 203926 - 202703 - 2548,"Butler,Jimmy - Lopez,Robin - McDermott,Doug - Mirotic,Nikola - Wade,Dwyane",0.0,2.0
2097,1.0,0.0,0.0,1.0,203477 - 1626245 - 1626170 - 202703 - 2548,"Canaan,Isaiah - Felicio,Cristiano - Grant,Jerian - Mirotic,Nikola - Wade,Dwyane",3.0,0.0
2098,3.0,0.0,0.0,0.0,203477 - 201959 - 1626170 - 202703 - 200765,"Canaan,Isaiah - Gibson,Taj - Grant,Jerian - Mirotic,Nikola - Rondo,Rajon",0.0,2.0
2099,1.0,2.0,0.0,0.0,202710 - 203477 - 203926 - 202703 - 1626171,"Butler,Jimmy - Canaan,Isaiah - McDermott,Doug - Mirotic,Nikola - Portis,Bobby",2.0,4.0
2100,1.0,0.0,0.0,0.0,202710 - 201577 - 202703 - 200765 - 2548,"Butler,Jimmy - Lopez,Robin - Mirotic,Nikola - Rondo,Rajon - Wade,Dwyane",2.0,0.0
2101,3.0,0.0,0.0,0.0,202710 - 203926 - 202703 - 1626171 - 2548,"Butler,Jimmy - McDermott,Doug - Mirotic,Nikola - Portis,Bobby - Wade,Dwyane",0.0,2.5
2102,1.0,0.0,0.0,0.0,202710 - 203477 - 201959 - 1626171 - 200765,"Butler,Jimmy - Canaan,Isaiah - Gibson,Taj - Portis,Bobby - Rondo,Rajon",3.0,0.0
2103,0.0,0.0,0.0,1.0,202710 - 1626170 - 201577 - 202703 - 1627756,"Butler,Jimmy - Grant,Jerian - Lopez,Robin - Mirotic,Nikola - Valentine,Denzel",4.0,0.0
2104,1.0,0.0,0.0,0.0,202710 - 203477 - 201959 - 202703 - 1627756,"Butler,Jimmy - Canaan,Isaiah - Gibson,Taj - Mirotic,Nikola - Valentine,Denzel",2.0,0.0
2105,0.0,2.0,0.0,0.0,202710 - 203487 - 201577 - 202703 - 2548,"Butler,Jimmy - Carter-Williams,Michael - Lopez,Robin - Mirotic,Nikola - Wade,Dwyane",0.0,0.0
2106,1.0,0.0,0.0,1.0,202710 - 1626170 - 201577 - 203926 - 202703,"Butler,Jimmy - Grant,Jerian - Lopez,Robin - McDermott,Doug - Mirotic,Nikola",0.0,0.0
2107,0.0,2.0,0.0,0.0,203477 - 201959 - 203926 - 202703 - 200765,"Canaan,Isaiah - Gibson,Taj - McDermott,Doug - Mirotic,Nikola - Rondo,Rajon",0.0,2.0
2108,0.0,0.0,0.0,0.0,1626245 - 201959 - 1626170 - 1627756 - 1627835,"Felicio,Cristiano - Gibson,Taj - Grant,Jerian - Valentine,Denzel - Zipser,Paul",3.0,0.0
2109,0.0,2.0,0.0,0.0,202710 - 203477 - 201959 - 200765 - 2548,"Butler,Jimmy - Canaan,Isaiah - Gibson,Taj - Rondo,Rajon - Wade,Dwyane",2.5,1.0
2110,3.0,2.0,0.0,0.0,202710 - 203926 - 202703 - 200765 - 2548,"Butler,Jimmy - McDermott,Doug - Mirotic,Nikola - Rondo,Rajon - Wade,Dwyane",1.5,2.0
2111,0.0,0.0,0.0,0.0,202710 - 203477 - 201959 - 203926 - 1626171,"Butler,Jimmy - Canaan,Isaiah - Gibson,Taj - McDermott,Doug - Portis,Bobby",2.0,0.0
2112,0.0,0.0,0.0,0.0,203477 - 1626170 - 202703 - 1626171 - 1627756,"Canaan,Isaiah - Grant,Jerian - Mirotic,Nikola - Portis,Bobby - Valentine,Denzel",0.0,0.0
2113,270.4,53.3,35.1,36.4,201583 - 2772 - 203991 - 201569 - 201935,"Anderson,Ryan - Ariza,Trevor - Capela,Clint - Gordon,Eric - Harden,James",23.0,26.8
2114,41.0,12.0,3.0,2.0,201583 - 2772 - 201976 - 203991 - 201935,"Anderson,Ryan - Ariza,Trevor - Beverley,Patrick - Capela,Clint - Harden,James",22.0,28.5
2115,57.0,12.0,8.1,12.0,201583 - 2772 - 201147 - 203991 - 201935,"Anderson,Ryan - Ariza,Trevor - Brewer,Corey - Capela,Clint - Harden,James",21.0,24.0
2116,18.0,3.0,3.0,2.0,201976 - 201147 - 1626155 - 201569 - 2403,"Beverley,Patrick - Brewer,Corey - Dekker,Sam - Gordon,Eric - Hilario,Nene",21.0,23.0
2117,137.5,48.4,17.6,27.5,201583 - 2772 - 201569 - 201935 - 2403,"Anderson,Ryan - Ariza,Trevor - Gordon,Eric - Harden,James - Hilario,Nene",15.1,15.8
2118,14.0,4.0,1.0,0.0,201583 - 203991 - 201569 - 201935 - 203909,"Anderson,Ryan - Capela,Clint - Gordon,Eric - Harden,James - McDaniels,KJ",13.0,15.0
2119,25.0,8.0,5.0,5.0,201583 - 201976 - 201147 - 203991 - 201569,"Anderson,Ryan - Beverley,Patrick - Brewer,Corey - Capela,Clint - Gordon,Eric",12.0,17.5
2120,46.0,9.0,5.0,13.0,201147 - 203991 - 1626155 - 203898 - 201569,"Brewer,Corey - Capela,Clint - Dekker,Sam - Ennis,Tyler - Gordon,Eric",10.8,12.0
2121,19.0,0.0,2.0,5.0,201628 - 1626155 - 203898 - 1626149 - 203909,"Brown,Bobby - Dekker,Sam - Ennis,Tyler - Harrell,Montrezl - McDaniels,KJ",10.5,8.0
2122,21.9,3.9,0.9,5.1,201583 - 2772 - 203991 - 201935 - 203909,"Anderson,Ryan - Ariza,Trevor - Capela,Clint - Harden,James - McDaniels,KJ",12.3,9.3
2123,12.0,4.0,0.0,5.0,201147 - 1626155 - 203898 - 201569 - 1626149,"Brewer,Corey - Dekker,Sam - Ennis,Tyler - Gordon,Eric - Harrell,Montrezl",7.0,9.0
2124,11.0,4.0,0.0,4.0,1626155 - 201569 - 201935 - 2403 - 203909,"Dekker,Sam - Gordon,Eric - Harden,James - Hilario,Nene - McDaniels,KJ",9.5,7.5
2125,30.0,11.2,4.0,4.0,2772 - 201147 - 1626155 - 201935 - 2403,"Ariza,Trevor - Brewer,Corey - Dekker,Sam - Harden,James - Hilario,Nene",9.0,10.0
2126,9.0,0.0,2.0,0.0,201583 - 1626155 - 201935 - 2403 - 203909,"Anderson,Ryan - Dekker,Sam - Harden,James - Hilario,Nene - McDaniels,KJ",10.0,10.0
2127,8.0,3.0,2.0,1.0,2772 - 201147 - 1626155 - 201935 - 1626149,"Ariza,Trevor - Brewer,Corey - Dekker,Sam - Harden,James - Harrell,Montrezl",7.0,10.0
2128,5.0,5.0,0.0,2.0,201583 - 2772 - 201147 - 1626155 - 201935,"Anderson,Ryan - Ariza,Trevor - Brewer,Corey - Dekker,Sam - Harden,James",11.0,13.0
2129,37.8,16.2,4.8,6.0,201147 - 1626155 - 201935 - 2403 - 203909,"Brewer,Corey - Dekker,Sam - Harden,James - Hilario,Nene - McDaniels,KJ",7.8,11.0
2130,8.0,0.0,2.0,3.0,201628 - 1626155 - 1626149 - 203909 - 1627787,"Brown,Bobby - Dekker,Sam - Harrell,Montrezl - McDaniels,KJ - Wiltjer,Kyle",8.0,4.0
2131,17.0,2.0,5.0,2.0,201583 - 2772 - 201935 - 1626149 - 203909,"Anderson,Ryan - Ariza,Trevor - Harden,James - Harrell,Montrezl - McDaniels,KJ",11.0,11.5
2132,6.0,4.0,0.0,1.0,2772 - 1626155 - 201935 - 1626149 - 203909,"Ariza,Trevor - Dekker,Sam - Harden,James - Harrell,Montrezl - McDaniels,KJ",3.0,5.0
